Denominación Distrito,Latitud,Longitud,DENOMINACIÓN LÍNEA DE INVERSIÓN,Total previsto,anyo,Denominacion Barrio,coord_x_UTM,coord_y_UTM
PUENTE DE VALLECAS,40.3856447187083,-3.66361125880682,VIVENDA,"16464822,12",2024,Palomeras Bajas,443674.0862838274,4470772.792641005
PUENTE DE VALLECAS,40.386498,-3.6663675,VIVENDA,"13202407,68",2024,San Diego,443440.8544368684,4470869.265253049
PUENTE DE VALLECAS,40.3850508,-3.6668926,VIVENDA,"11821926,05",2024,San Diego,443395.073783741,4470708.963710796
PUENTE DE VALLECAS,40.3851781,-3.6680348,VIVENDA,"27586383,45",2024,San Diego,443298.23145513004,4470723.825661793
VILLAVERDE,40.3545193,-3.7050987,VIVENDA,"19181864,79",2024,Ángeles,440125.15190298867,4467345.16485947
VILLAVERDE,40.34134872232715,-3.686282049493836,VIVENDA,"14829029,27",2024,San Cristóbal,441711.68022077234,4465870.690908869
LATINA,40.40536131163488,-3.7359904427412176,VIVENDA,"4257272,50",2024,Puerta del Ángel,437548.8623810655,4473009.940663832
LATINA,40.40499514578109,-3.736332801838988,VIVENDA,"9169202,09",2024,Puerta del Ángel,437519.4732688612,4472969.538391857
FUENCARRAL-EL PARDO,40.48890230324697,-3.7305976576717415,VIVENDA,"9949365,62",2024,Mirasierra,438083.1759823839,4482279.216777603
CARABANCHEL,40.3643405170415,-3.749841407163268,VIVENDA,"6267165,67",2024,Buenavista,436334.94165336504,4468466.545288594
TETUÁN,40.46806862433695,-3.707386228863465,VIVENDA,"24655366,92",2024,Valdeacederas,440031.78317268565,4479950.633337342
VICÁLVARO,40.4056661494637,-3.5571036000275957,VIVENDA,"31381854,36",2024,El Cañaveral,452728.2849753619,4472932.745178499
VILLAVERDE,40.360707491974814,-3.6918870359995175,VIVENDA,"17634172,17",2024,Los Rosales,441252.42690010637,4468023.187801993
BARAJAS,40.478115096648175,-3.5782742015807547,VIVENDA,"12941451,23",2024,Casco Histórico de Barajas,450984.5448420339,4480986.088746912
BARAJAS,40.47844969402517,-3.578488778315957,VIVENDA,"11991493,62",2024,Casco Histórico de Barajas,450966.60030935105,4481023.348353806
TETUÁN,40.4661601193303,-3.707966235988728,VIVENDA,"15591765,62",2024,Valdeacederas,439980.9140790997,4479739.182396554
VILLA DE VALLECAS,40.363734242880575,-3.6006287359992024,VIVENDA,"18628900,07",2024,Ensanche de Vallecas,449003.4267818033,4468302.548974758
VICÁLVARO,40.40736336216644,-3.591869278323101,VIVENDA,"15819200,08",2024,Casco Histórico de Vicálvaro,449779.5701614803,4473140.30735429
CARABANCHEL,40.36447501574453,-3.7466021071632807,VIVENDA,"8556877,74",2024,Buenavista,436610.1019888579,4468479.148225197
TETUÁN,40.46941008974679,-3.704988219272736,VIVENDA,"42242344,45",2024,Valdeacederas,440236.2637438885,4480097.910479273
ARGANZUELA,40.4034020951794,-3.715811557670815,VIVENDA,"40815972,23",2024,Imperial,439259.3586484133,4472778.406709072
BARAJAS,40.451365819486,-3.5809551319087967,VIVENDA,"5533070,26",2024,Aeropuerto,450737.76465484966,4478018.409413124
TETUÁN,40.46006128674234,-3.711050189579301,VIVENDA,"6300943,07",2024,Valdezarza,439714.01192539034,4479064.310267307
MONCLOA-ARAVACA,40.45089,-3.75546,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO","4000000,00",2024,Ciudad Universitaria,435940.0073747985,4478077.563845931
CHAMARTÍN,40.4621,-3.6766,URBANISMO,"37993991,00",2024,Nueva España,442636.6082793832,4479267.65457324
