Denominación Distrito,Latitud,Longitud,DENOMINACIÓN LÍNEA DE INVERSIÓN,Total previsto,anyo,Denominacion Barrio,coord_x_UTM,coord_y_UTM,anyo_timestamp
CARABANCHEL,40.376885,-3.753343,MEDIO AMBIENTE,2517631.72,2024,Buenavista,436049.4965125472,4469861.495186264,2024-01-01
VILLA DE VALLECAS,40.38177,-3.618715,URBANISMO,2853210.0,2024,Casco Histórico de Vallecas,447481.8010893036,4470315.072927602,2024-01-01
MORATALAZ,40.40331,-3.63825,URBANISMO,1009339.0,2024,Vinateros,445840.86652790016,4472717.773595863,2024-01-01
CENTRO,40.41427144280748,-3.703664017789517,URBANISMO,7520000.0,2024,Cortes,440299.7598435573,4473976.6215005405,2024-01-01
CARABANCHEL,40.388412173929744,-3.71464426441805,URBANISMO,9735214.0,2024,Comillas,439344.9607036693,4471113.735443952,2024-01-01
SALAMANCA,40.42395344667449,-3.673366465721023,URBANISMO,2971000.0,2024,Goya,442878.4729122,4475031.292258181,2024-01-01
CENTRO,40.42044811757175,-3.7140053644180497,URBANISMO,7590745.0,2024,Palacio,439427.9120742295,4474669.267668759,2024-01-01
USERA,40.38188765547112,-3.698510624050009,CULTURA,4615872.12,2024,Almendrales,440708.5848419047,4470378.57793423,2024-01-01
CARABANCHEL,40.3605429198461,-3.767755364418051,URBANISMO,4500000.0,2024,Buenavista,434810.28956657054,4468058.063000761,2024-01-01
CENTRO,40.412164985570094,-3.693249641658124,CULTURA,3700000.0,2024,Cortes,441181.5088813506,4473735.822417014,2024-01-01
RETIRO,40.414523254123445,-3.694227564418051,URBANISMO,74350000.0,2024,Cortes,441100.59306833975,4473998.24032924,2024-01-01
VILLAVERDE,40.340555945925374,-3.708109457062052,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,7612702.82,2024,"Villaverde Alto, Casco Histórico de Villaverde",439857.0833395412,4465797.298145928,2024-01-01
CIUDAD LINEAL,40.44011663503319,-3.6506647836513175,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",7350112.54,2024,San Pascual,444817.4793801159,4476810.971791884,2024-01-01
CHAMARTÍN,40.447389,-3.669361,MANTENIMIENTO URBANO,1299999.99,2024,Ciudad Jardín,443237.9700541713,4477630.052574755,2024-01-01
SALAMANCA - CIUDAD LINEAL,40.42860204345615,-3.660372381858145,INFRAESTRUCTURAS,65000000.0,2024,Ventas,443984.6228186288,4475538.9650503285,2024-01-01
TETUÁN,40.44950854965299,-3.6931388999977415,MANTENIMIENTO URBANO,60500000.0,2024,Cuatro Caminos,441223.4275055193,4477880.8773947535,2024-01-01
SAN BLAS-CANILLEJAS,40.445647,-3.604079,URBANISMO,8670000.0,2024,Rosas,448772.6169326536,4477396.777898932,2024-01-01
CHAMARTÍN - FUENCARRAL-EL PARDO,40.48012630664744,-3.685661521799237,INFRAESTRUCTURAS,130000000.0,2024,La Paz,441883.892725401,4481274.51166018,2024-01-01
TETUÁN,40.464472,-3.705556,MANTENIMIENTO URBANO,2900000.0,2024,Valdeacederas,440183.7501393058,4479550.164383212,2024-01-01
ARGANZUELA,40.39034134309781,-3.695511233736005,INVERSIONES DE CARÁCTER GENERAL,1500000.0,2024,Legazpi,440970.5637421771,4471314.921867425,2024-01-01
PUENTE DE VALLECAS,40.37916825846266,-3.674525957029483,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1700000.0,2024,Entrevías,442742.1795724469,4470060.922950014,2024-01-01
CENTRO,40.4124241519349,-3.705686272344359,PROTECCIÓN Y PROMOCIÓN SOCIAL,5700000.0,2024,Embajadores,440126.5490360302,4473772.941191069,2024-01-01
FUENCARRAL-EL PARDO,40.4789135943213,-3.693540659747283,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",14000000.0,2024,La Paz,441215.0004660367,4481145.118044719,2024-01-01
MONCLOA-ARAVACA,40.45425270828716,-3.713061041622512,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2500000.0,2024,Ciudad Universitaria,439538.3145977838,4478420.9307975145,2024-01-01
ARGANZUELA,40.39865532340664,-3.704959759845779,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2120000.0,2024,Acacias,440176.0004737164,4472244.117817968,2024-01-01
HORTALEZA,40.464650948053816,-3.6275877145025817,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2000000.0,2024,Canillas,446794.0004208024,4479520.11833306,2024-01-01
CIUDAD LINEAL,40.44864976316054,-3.658571179746684,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2080000.0,2024,San Juan Bautista,444154.0004419691,4477763.118153623,2024-01-01
USERA,40.38850290426967,-3.706303079808029,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1620000.0,2024,Moscardó,440053.000474618,4471118.117789656,2024-01-01
USERA,40.37021993373859,-3.699468900607744,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1100000.0,2024,Orcasur,440617.0004698707,4469084.117785883,2024-01-01
VILLAVERDE,40.35634193991933,-3.686595141820635,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1420000.0,2024,Los Rosales,441698.0004609855,4467535.117821319,2024-01-01
PUENTE DE VALLECAS,40.39165329987117,-3.659737756973531,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",5150000.0,2024,Palomeras Bajas,444007.8396313792,4471437.278279306,2024-01-01
SALAMANCA,40.424236393438974,-3.670464456991102,INVERSIONES DE CARÁCTER GENERAL,1400000.0,2024,Goya,443124.8898063583,4475060.827128438,2024-01-01
CARABANCHEL,40.380583,-3.741028,MANTENIMIENTO URBANO,1900000.0,2024,Puerta Bonita,437098.35306865,4470263.137327574,2024-01-01
MONCLOA-ARAVACA,40.423778,-3.727389,MANTENIMIENTO URBANO,1000000.0,2024,Casa de Campo,438295.554820988,4475048.1444995925,2024-01-01
PUENTE DE VALLECAS,40.39370459675269,-3.65794511309635,URBANISMO,1600000.0,2024,Numancia,444161.6774249892,4471663.836363892,2024-01-01
CENTRO,40.411993428490256,-3.696014243112221,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",30343609.9,2024,Cortes,440946.79553296906,4473718.623317758,2024-01-01
VILLAVERDE,40.3512974,-3.6816647,CULTURA,8916025.11,2024,Butarque,442112.3568372549,4466971.945180067,2024-01-01
VILLA DE VALLECAS,40.36707456785566,-3.616420445225904,CULTURA,7354554.47,2024,Ensanche de Vallecas,447665.20194958366,4468682.542323173,2024-01-01
FUENCARRAL-EL PARDO,40.5055069,-3.6980938,CULTURA,5511255.18,2024,El Goloso,440852.42542399466,4484100.044218374,2024-01-01
FUENCARRAL-EL PARDO,40.50552643871711,-3.662130317447807,CULTURA,2510528.66,2024,Valverde,443899.55110239855,4484078.718888404,2024-01-01
CARABANCHEL,40.3616093,-3.7560156,CULTURA,7095864.45,2024,Buenavista,435808.1279287273,4468167.84533169,2024-01-01
CHAMARTÍN,40.4829999,-3.6774787,CULTURA,4682616.04,2024,Castilla,442579.9158014972,4481588.126231595,2024-01-01
VILLA DE VALLECAS,40.36931148352711,-3.633227554724137,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,5007317.4,2024,Casco Histórico de Vallecas,446240.027279954,4468940.915543809,2024-01-01
TETUÁN,40.46591,-3.708061,EDUCACIÓN,2460315.19,2024,Valdeacederas,439972.6575454326,4479711.483449205,2024-01-01
PUENTE DE VALLECAS - VILLA DE VALLECAS,40.37410474,-3.65135769,INFRAESTRUCTURAS,2706074.91,2024,Casco Histórico de Vallecas,444704.71611575095,4469484.136706469,2024-01-01
HORTALEZA,40.4923517,-3.6105398,CULTURA,9814152.3,2024,Valdefuentes,448260.5778875878,4482584.778758416,2024-01-01
VILLA DE VALLECAS,40.36130898199516,-3.593887877949816,PROTECCIÓN Y PROMOCIÓN SOCIAL,8967358.07,2024,Ensanche de Vallecas,449573.95769353246,4468029.485439484,2024-01-01
ARGANZUELA,40.391065,-3.6976967,INVERSIONES DE CARÁCTER GENERAL,23244594.55,2024,Chopera,440785.71119648026,4471396.708500956,2024-01-01
RETIRO,40.4042354,-3.6858061,PROTECCIÓN Y PROMOCIÓN SOCIAL,2841680.38,2024,Pacífico,441806.22846912144,4472850.716079466,2024-01-01
RETIRO,40.405725834574056,-3.671341658718436,INVERSIONES DE CARÁCTER GENERAL,9351187.17,2024,Pacífico,443034.8679270907,4473006.730645051,2024-01-01
SAN BLAS-CANILLEJAS,40.4230284,-3.621095,CULTURA,2797137.4,2024,Arcos,447311.9571073063,4474896.13085352,2024-01-01
VILLA DE VALLECAS,40.382947591900496,-3.6024611317314394,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3604556.52,2024,Santa Eugenia,448862.37217671727,4470436.257876674,2024-01-01
PUENTE DE VALLECAS,40.37787388790656,-3.6738970028962754,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1381892.23,2024,Entrevías,442794.4745910842,4469916.842411824,2024-01-01
VILLA DE VALLECAS,40.36126153,-3.62726055,INFRAESTRUCTURAS,5263010.0,2024,Casco Histórico de Vallecas,446740.2836775822,4468043.7746686,2024-01-01
VILLAVERDE - USERA,40.36455103,-3.69869538,INFRAESTRUCTURAS,7291445.0,2024,Orcasur,440677.7006517388,4468454.358206144,2024-01-01
MONCLOA-ARAVACA,40.4243759,-3.7137565,MANTENIMIENTO URBANO,2287509.47,2024,Argüelles,439452.5463472394,4475105.079902025,2024-01-01
BARAJAS,40.472061,-3.5842523,MANTENIMIENTO URBANO,3200000.0,2024,Timón,450473.3805264536,4480317.419511865,2024-01-01
MORATALAZ,40.40000939236909,-3.62810027406011,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,5511597.79,2024,Pavones,446699.5307932637,4472345.239981259,2024-01-01
SALAMANCA,40.43858779152413,-3.666769831729441,CULTURA,10770143.45,2024,Guindalera,443450.32832055714,4476651.456672065,2024-01-01
LATINA,40.40286845108914,-3.751500302895357,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,16728656.23,2024,Lucero,436230.4365900596,4472744.308418687,2024-01-01
BARAJAS,40.47899049638749,-3.596845384536784,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3556768.96,2024,Timón,449411.06956204,4481093.737848556,2024-01-01
TETUÁN,40.46343190472349,-3.707210067184557,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3055004.25,2024,Valdeacederas,440042.59418512735,4479435.835343742,2024-01-01
PUENTE DE VALLECAS,40.38901771292814,-3.664102470612631,EDUCACIÓN,5343042.6,2024,Palomeras Bajas,443635.2049233173,4471147.50423782,2024-01-01
VILLA DE VALLECAS,40.364956,-3.640114,SECTORES PRODUCTIVOS,9259827.72,2024,Casco Histórico de Vallecas,445651.8771187989,4468461.671929082,2024-01-01
RETIRO,40.40279966157042,-3.672409245224632,EDUCACIÓN,2967039.67,2024,Adelfas,442941.8088501904,4472682.616283573,2024-01-01
LATINA,40.38418397,-3.77866128,PROTECCIÓN Y PROMOCIÓN SOCIAL,7950785.44,2024,Águilas,433907.3665836068,4470690.290466414,2024-01-01
CIUDAD LINEAL,40.4372662,-3.6484385,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1106155.4,2024,Concepción,445003.9678382487,4476493.185559522,2024-01-01
CHAMARTÍN,40.4459343709523,-3.67896824636862,MANTENIMIENTO URBANO,5584372.28,2024,El Viso,442422.0250215649,4477474.807942554,2024-01-01
CHAMBERÍ,40.4327769,-3.7054483,URBANISMO,5508238.54,2024,Arapiles,440164.77687010507,4476031.929022336,2024-01-01
USERA,40.3755929,-3.7124488,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",7677044.86,2024,Zofío,439519.8372416839,4469689.3055722825,2024-01-01
SAN BLAS-CANILLEJAS,40.4316155,-3.6042837,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",13762230.73,2024,Rosas,448744.6026218977,4475839.405080879,2024-01-01
USERA,40.365188612795095,-3.691691070433559,EDUCACIÓN,6390917.85,2024,San Fermín,441272.9553275712,4468520.455471442,2024-01-01
CENTRO,40.411727,-3.70678,PROTECCIÓN Y PROMOCIÓN SOCIAL,1270522.0,2024,Embajadores,440033.1328649278,4473696.299232211,2024-01-01
SAN BLAS-CANILLEJAS,40.4330452,-3.6009783,INFRAESTRUCTURAS,4052878.4,2024,Rosas,449026.0482013524,4475996.188567033,2024-01-01
VICÁLVARO,40.39933999,-3.61715501,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,7591924.54,2024,Valdebernardo,447627.8309476109,4472264.395037454,2024-01-01
HORTALEZA,40.46398431,-3.6325963,CULTURA,7116308.03,2024,Canillas,446368.8466436344,4479449.151988233,2024-01-01
VICÁLVARO,40.40618148,-3.55433462,CULTURA,11757404.24,2024,El Cañaveral,452963.60018628073,4472988.469083241,2024-01-01
LATINA,40.401806,-3.752611,INFRAESTRUCTURAS,1952541.2,2024,Lucero,436135.1819187638,4472627.1787643125,2024-01-01
LATINA,40.4011395,-3.7451803,EDUCACIÓN,4641339.82,2024,Lucero,436765.115951597,4472547.855426472,2024-01-01
USERA,40.371720738015945,-3.7191775029696186,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1012616.55,2024,Orcasitas,438945.13429985,4469264.123207244,2024-01-01
USERA,40.38791,-3.70469,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",926275.27,2024,Moscardó,440189.3861556093,4471051.213575794,2024-01-01
CIUDAD LINEAL,40.425008,-3.631938,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1400000.0,2024,Pueblo Nuevo,446393.701361703,4475122.387590063,2024-01-01
VICÁLVARO,40.4074226,-3.5598948,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1375000.0,2024,El Cañaveral,452492.6780492692,4473129.205754402,2024-01-01
VILLA DE VALLECAS,40.3580939867763,-3.660736171381618,SECTORES PRODUCTIVOS,2149563.0,2024,Casco Histórico de Vallecas,443895.2749426788,4467712.873228348,2024-01-01
VILLA DE VALLECAS,40.3616249,-3.664242,SECTORES PRODUCTIVOS,1800000.0,2024,Casco Histórico de Vallecas,443600.5268350453,4468107.027866349,2024-01-01
VILLA DE VALLECAS,40.36258984193834,-3.6636868191211662,SECTORES PRODUCTIVOS,6103426.0,2024,Casco Histórico de Vallecas,443648.47000716126,4468213.781090548,2024-01-01
VILLA DE VALLECAS,40.36073459765807,-3.659438387223176,SECTORES PRODUCTIVOS,14487905.0,2024,Casco Histórico de Vallecas,444007.6584354788,4468005.154473085,2024-01-01
VILLA DE VALLECAS,40.3585575,-3.6675801,SECTORES PRODUCTIVOS,1300000.0,2024,Casco Histórico de Vallecas,443314.5241448725,4467768.684876375,2024-01-01
VILLA DE VALLECAS,40.3655779,-3.6680694,SECTORES PRODUCTIVOS,6218084.0,2024,Entrevías,443278.86102762783,4468548.25176084,2024-01-01
VILLA DE VALLECAS,40.36085563,-3.66389155,SECTORES PRODUCTIVOS,6060000.0,2024,Casco Histórico de Vallecas,443629.6423024621,4468021.416782344,2024-01-01
VILLA DE VALLECAS,40.36072482,-3.65816235,SECTORES PRODUCTIVOS,4550000.0,2024,Casco Histórico de Vallecas,444115.99835529935,4468003.262348965,2024-01-01
VILLA DE VALLECAS,40.36368387,-3.65801895,SECTORES PRODUCTIVOS,8200000.0,2024,Casco Histórico de Vallecas,444130.617408339,4468331.621535485,2024-01-01
VILLA DE VALLECAS,40.36194261,-3.65625942,SECTORES PRODUCTIVOS,3100000.0,2024,Casco Histórico de Vallecas,444278.5783708048,4468137.234746925,2024-01-01
USERA,40.36871466198733,-3.6841715461243822,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",34533399.99,2024,San Fermín,441914.4219273812,4468906.877006928,2024-01-01
MONCLOA-ARAVACA,40.414589601150006,-3.737905359618084,INVERSIONES DE CARÁCTER GENERAL,1300000.0,2024,Casa de Campo,437394.9265402667,4474035.6318115,2024-01-01
MONCLOA-ARAVACA,40.41591086726451,-3.7365028614655538,INVERSIONES DE CARÁCTER GENERAL,2300000.0,2024,Casa de Campo,437515.14009521215,4474181.299302711,2024-01-01
ARGANZUELA,40.391155797932186,-3.696754726543702,CULTURA,1592127.85,2024,Chopera,440865.7375873797,4471406.156538148,2024-01-01
CIUDAD LINEAL,40.4401633,-3.6598874,SALUD PÚBLICA,1663201.36,2024,Guindalera,444035.347564471,4476821.954356831,2024-01-01
CIUDAD LINEAL,40.425493779123705,-3.6463705378048585,SALUD PÚBLICA,6636860.0,2024,Ventas,445169.79825357447,4475185.165430784,2024-01-01
CIUDAD LINEAL,40.42226660243856,-3.6438358812205687,SALUD PÚBLICA,1454511.0,2024,Ventas,445382.1988472362,4474825.38053973,2024-01-01
CIUDAD LINEAL,40.42605884918717,-3.64609775690994,SALUD PÚBLICA,2278956.5,2024,Ventas,445193.396491849,4475247.718703647,2024-01-01
CIUDAD LINEAL,40.42560403792112,-3.645866282547669,SALUD PÚBLICA,6287238.9,2024,Ventas,445212.6628840552,4475197.091295723,2024-01-01
CARABANCHEL,40.36802649157321,-3.722223095521621,SALUD PÚBLICA,3230393.8,2024,Buenavista,438683.2271227423,4468856.1731681535,2024-01-01
VICÁLVARO,40.4069441,-3.5531687,VIVIENDA,18965666.93,2024,El Cañaveral,453063.0610976127,4473072.499249218,2024-01-01
VICÁLVARO,40.4067067,-3.5560424,VIVIENDA,18004154.8,2024,El Cañaveral,452819.0576577327,4473047.678119079,2024-01-01
VICÁLVARO,40.4067044,-3.556465,VIVIENDA,19382559.94,2024,El Cañaveral,452783.19769201713,4473047.648489389,2024-01-01
VICÁLVARO,40.405684,-3.5572887,VIVIENDA,17001919.79,2024,El Cañaveral,452712.5911650226,4472934.825577886,2024-01-01
VICÁLVARO,40.4002565,-3.5605078,VIVIENDA,15074663.8,2024,El Cañaveral,452435.6205894397,4472334.106585593,2024-01-01
VICÁLVARO,40.4006641,-3.5614487,VIVIENDA,15717155.0,2024,El Cañaveral,452356.0632774483,4472379.856378692,2024-01-01
VICÁLVARO,40.4014654,-3.5614492,VIVIENDA,13414040.51,2024,El Cañaveral,452356.5857588311,4472468.799983849,2024-01-01
VICÁLVARO,40.405514,-3.5615997,VIVIENDA,15404825.61,2024,El Cañaveral,452346.66971867456,4472918.271026585,2024-01-01
VICÁLVARO,40.4010441,-3.5618687,VIVIENDA,9879432.49,2024,El Cañaveral,452320.69043756695,4472422.262371344,2024-01-01
VICÁLVARO,40.4007041,-3.5621687,VIVIENDA,10105466.55,2024,El Cañaveral,452294.99276486697,4472384.68463575,2024-01-01
VICÁLVARO,40.4054441,-3.5638987,VIVIENDA,15164459.54,2024,El Cañaveral,452151.5425198518,4472911.754195165,2024-01-01
VICÁLVARO,40.4048787,-3.5647897,VIVIENDA,15233549.07,2024,El Cañaveral,452075.5371531758,4472849.478135537,2024-01-01
VILLA DE VALLECAS,40.3741489393358,-3.63320586229997,VIVIENDA,15125106.16,2024,Casco Histórico de Vallecas,446245.71289168217,4469477.852570108,2024-01-01
VILLA DE VALLECAS,40.37401850036071,-3.6350264765272,VIVIENDA,16110875.45,2024,Casco Histórico de Vallecas,446091.0518224853,4469464.482134068,2024-01-01
VILLA DE VALLECAS,40.373514133952,-3.63516345063015,VIVIENDA,12903486.96,2024,Casco Histórico de Vallecas,446079.0216420671,4469408.5817061495,2024-01-01
PUENTE DE VALLECAS,40.3856447187083,-3.66361125880682,VIVIENDA,16464822.12,2024,Palomeras Bajas,443674.0862838274,4470772.792641005,2024-01-01
PUENTE DE VALLECAS,40.386498,-3.6663675,VIVIENDA,13202407.68,2024,San Diego,443440.8544368684,4470869.265253049,2024-01-01
PUENTE DE VALLECAS,40.3850508,-3.6668926,VIVIENDA,11821926.05,2024,San Diego,443395.073783741,4470708.963710796,2024-01-01
PUENTE DE VALLECAS,40.3851781,-3.6680348,VIVIENDA,27586383.45,2024,San Diego,443298.2314551301,4470723.825661793,2024-01-01
VILLAVERDE,40.3545193,-3.7050987,VIVIENDA,19181864.79,2024,Ángeles,440125.1519029887,4467345.16485947,2024-01-01
VILLAVERDE,40.34134872232715,-3.686282049493836,VIVIENDA,14829029.27,2024,San Cristóbal,441711.68022077234,4465870.690908869,2024-01-01
LATINA,40.40536131163488,-3.7359904427412176,VIVIENDA,4257272.5,2024,Puerta del Ángel,437548.8623810655,4473009.940663832,2024-01-01
LATINA,40.40499514578109,-3.736332801838988,VIVIENDA,9169202.09,2024,Puerta del Ángel,437519.4732688612,4472969.538391857,2024-01-01
FUENCARRAL-EL PARDO,40.48890230324697,-3.7305976576717415,VIVIENDA,9949365.62,2024,Mirasierra,438083.1759823839,4482279.216777603,2024-01-01
CARABANCHEL,40.3643405170415,-3.749841407163268,VIVIENDA,6267165.67,2024,Buenavista,436334.941653365,4468466.545288594,2024-01-01
TETUÁN,40.46806862433695,-3.707386228863465,VIVIENDA,24655366.92,2024,Valdeacederas,440031.78317268565,4479950.633337342,2024-01-01
VICÁLVARO,40.4056661494637,-3.557103600027596,VIVIENDA,31381854.36,2024,El Cañaveral,452728.2849753619,4472932.745178499,2024-01-01
VILLAVERDE,40.360707491974814,-3.6918870359995175,VIVIENDA,17634172.17,2024,Los Rosales,441252.4269001064,4468023.187801993,2024-01-01
BARAJAS,40.478115096648175,-3.5782742015807547,VIVIENDA,12941451.23,2024,Casco Histórico de Barajas,450984.5448420339,4480986.088746912,2024-01-01
BARAJAS,40.47844969402517,-3.578488778315957,VIVIENDA,11991493.62,2024,Casco Histórico de Barajas,450966.6003093511,4481023.348353806,2024-01-01
TETUÁN,40.4661601193303,-3.707966235988728,VIVIENDA,15591765.62,2024,Valdeacederas,439980.9140790997,4479739.182396554,2024-01-01
VILLA DE VALLECAS,40.363734242880575,-3.6006287359992024,VIVIENDA,18628900.07,2024,Ensanche de Vallecas,449003.4267818033,4468302.548974758,2024-01-01
VICÁLVARO,40.40736336216644,-3.591869278323101,VIVIENDA,15819200.08,2024,Casco Histórico de Vicálvaro,449779.5701614803,4473140.30735429,2024-01-01
CARABANCHEL,40.36447501574453,-3.7466021071632807,VIVIENDA,8556877.74,2024,Buenavista,436610.1019888579,4468479.148225197,2024-01-01
TETUÁN,40.46941008974679,-3.704988219272736,VIVIENDA,42242344.45,2024,Valdeacederas,440236.2637438885,4480097.910479273,2024-01-01
ARGANZUELA,40.4034020951794,-3.715811557670815,VIVIENDA,40815972.23,2024,Imperial,439259.3586484133,4472778.406709072,2024-01-01
BARAJAS,40.451365819486,-3.5809551319087967,VIVIENDA,5533070.26,2024,Aeropuerto,450737.76465484966,4478018.409413124,2024-01-01
TETUÁN,40.46006128674234,-3.711050189579301,VIVIENDA,6300943.07,2024,Valdezarza,439714.0119253904,4479064.310267307,2024-01-01
MONCLOA-ARAVACA,40.45089,-3.75546,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",4000000.0,2024,Ciudad Universitaria,435940.0073747985,4478077.563845931,2024-01-01
CHAMARTÍN,40.4621,-3.6766,URBANISMO,37993991.0,2024,Nueva España,442636.6082793832,4479267.65457324,2024-01-01
