Denominación Distrito,Latitud,Longitud,DENOMINACIÓN LÍNEA DE INVERSIÓN,Total previsto,anyo,Denominacion Barrio,coord_x_UTM,coord_y_UTM
VICÁLVARO,40.405719,-3.5571036,VIVENDA,"12136666,76",2022,El Cañaveral,452728.3219521037,4472938.611528374
VILLAVERDE,40.36084,-3.691887,VIVENDA,"13526313,79",2022,Los Rosales,441252.5449835478,4468037.895967462
BARAJAS,40.479169,-3.578461,VIVENDA,"7172825,73",2022,Aeropuerto,450969.47815714567,4481103.1761233425
BARAJAS,40.47808,-3.57817584,VIVENDA,"4831537,12",2022,Casco Histórico de Barajas,450992.85665291315,4480982.138385988
TETUÁN,40.4662,-3.7079447,VIVENDA,"8212551,8",2022,Valdeacederas,439982.775345548,4479743.594530666
VILLA DE VALLECAS,40.36375,-3.600607,VIVENDA,"9936679,64",2022,Ensanche de Vallecas,449005.2841690718,4468304.285457109
VICÁLVARO,40.4073797,-3.591869,VIVENDA,"6609867,85",2022,Casco Histórico de Vicálvaro,449779.6059212416,4473142.120679544
ARGANZUELA,40.4035,-3.7158279,VIVENDA,17000000,2022,Imperial,439258.0599055272,4472789.285313862
SALAMANCA,40.424681,-3.6899877,CULTURA,"5052333,62",2022,Recoletos,441469.11711955187,4475122.928723691
CENTRO,40.4148623,-3.7023538,CULTURA,"1061614,76",2022,Cortes,440411.44344767043,4474041.322076041
MONCLOA-ARAVACA,40.4144657,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,"1985792,33",2022,Casa de Campo,437204.8967798851,4474023.46701827
MONCLOA-ARAVACA,40.4144658,-3.7401438,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO","1647198,83",2022,Casa de Campo,437204.896872851,4474023.478118239
MONCLOA-ARAVACA,40.4144659,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,"1849387,32",2022,Casa de Campo,437204.8969658169,4474023.489218208
MONCLOA-ARAVACA,40.4148623,-3.7401438,SECTORES PRODUCTIVOS,"2099057,42",2022,Casa de Campo,437205.2654841848,4474067.489495844
