anyo,cluster_k4,tasa_bruta_natalidad,poblacion_etapa_educativa,tasa_creci_demogr,porcent_envejec,paro_registrado,tamanio_hogar,valor_catastral_inmueble,num_hogar_monoparental,num_mujer_sola,num_hombre_solo,inversion,superficie,densidad,n_habitantes,n_hab_mujeres,edad_media_poblac,num_espanioles,airbnb,poblacion_noEstudios,poblacion_estudios_medios,poblacion_estudios_superiores,precio_vivienda,num_extranj,total_hogares,renta
2020,0,17.893333333333334,9371.0,11.048333333333334,8.156666666666666,1384.5,2.8383333333333334,150817.33333333334,745.1666666666666,445.6666666666667,161.66666666666666,33706014.038333334,1268.8333333333333,38.666666666666664,36641.166666666664,18880.833333333332,34.93,33287.333333333336,10.333333333333334,1599.5,8445.166666666666,12670.833333333334,3219.513333333334,3353.8333333333335,13000.666666666666,46640.666666666664
2020,1,8.012745098039215,2706.235294117647,0.7164705882352941,23.024117647058823,917.3529411764706,2.364313725490196,171065.07843137256,190.27450980392157,1082.8431372549019,319.3921568627451,4040557.3329411764,124.66666666666667,264.921568627451,23478.901960784315,12755.039215686274,45.97274509803922,20489.156862745098,84.29411764705883,1660.4901960784314,6492.901960784314,8514.019607843138,4721.262549019608,2989.5882352941176,10024.764705882353,47114.43137254902
2020,2,8.076451612903226,5514.290322580645,1.503548387096774,21.18935483870968,2440.1935483870966,2.6074193548387097,71317.58064516129,378.83870967741933,1654.1612903225807,461.96774193548384,6144340.4041935485,439.61290322580646,194.83870967741936,40554.032258064515,21604.645161290322,44.61032258064516,33829.32258064516,16.93548387096774,5583.290322580645,15135.225806451614,5692.5161290322585,2278.315806451613,6724.354838709677,15636.258064516129,28791.25806451613
2020,3,8.80139534883721,2305.8372093023254,1.5125581395348835,16.745813953488373,725.7441860465116,2.7651162790697676,135501.7906976744,156.8139534883721,392.2325581395349,119.53488372093024,1116627.141860465,763.9069767441861,97.55348837209303,13760.0,7242.139534883721,42.04744186046511,11909.255813953489,6.744186046511628,1452.2093023255813,4330.2558139534885,3059.0697674418607,2642.8865116279067,1850.6046511627908,5027.279069767442,43601.558139534885
2021,0,16.80666666666667,9719.833333333334,10.99,0.08333333333333333,1798.8333333333333,2.8516666666666666,151438.83333333334,744.8333333333334,475.3333333333333,165.5,64285528.96333334,1268.8333333333333,40.696666666666665,39373.166666666664,20258.333333333332,35.306666666666665,34640.833333333336,13.166666666666666,1534.8333333333333,8375.833333333334,13560.833333333334,3503.043333333333,3852.0,13561.166666666666,49475.666666666664
2021,1,7.8386274509803915,2695.705882352941,1.4762745098039216,0.23019607843137255,1187.6078431372548,2.3717647058823528,170955.13725490196,183.7058823529412,1085.2941176470588,325.96078431372547,5427417.670058824,124.66666666666667,269.30313725490197,23675.07843137255,12815.117647058823,45.9635294117647,20574.450980392157,102.19607843137256,1420.3529411764705,6586.450980392156,8917.254901960785,4758.346862745098,3260.1960784313724,10148.117647058823,47899.05882352941
2021,2,7.909354838709677,5551.4838709677415,2.198387096774194,0.20806451612903226,3160.3225806451615,2.636451612903226,71487.96774193548,362.2903225806452,1662.741935483871,473.0967741935484,12796380.11032258,439.61290322580646,199.40709677419355,41251.74193548387,21984.0,44.55516129032258,33921.290322580644,21.032258064516128,5933.354838709677,16010.709677419354,6082.5161290322585,2338.9625806451613,7505.354838709677,15803.064516129032,29818.548387096773
2021,3,7.909302325581396,2284.767441860465,1.9679069767441861,0.1672093023255814,939.5348837209302,2.781395348837209,135713.48837209304,150.95348837209303,394.13953488372096,122.20930232558139,4831001.777209302,763.9069767441861,99.59627906976745,14052.767441860466,7394.0,42.21627906976744,11979.558139534884,7.511627906976744,1249.6511627906978,4493.604651162791,3015.0697674418607,2740.6865116279073,2065.8837209302324,5089.906976744186,43883.93023255814
2022,0,15.283333333333333,9799.666666666666,10.700000000000001,8.15,1414.1666666666667,2.848333333333333,151013.66666666666,744.3333333333334,505.8333333333333,174.66666666666666,75384654.565,1273.3333333333333,40.90833333333333,40708.166666666664,20920.166666666668,35.80833333333333,35213.666666666664,20.666666666666668,1213.5,9895.666666666666,14270.666666666666,3928.4966666666664,4023.3333333333335,13836.833333333334,52328.666666666664
2022,1,7.301960784313725,2630.8823529411766,-1.0921568627450982,23.078823529411764,869.8823529411765,2.356470588235294,170804.01960784313,183.0392156862745,1101.8431372549019,334.3333333333333,5750566.818431373,124.7843137254902,270.0676470588235,23316.470588235294,12612.941176470587,46.25254901960785,20218.823529411766,142.2941176470588,1361.5882352941176,6556.980392156863,8346.43137254902,4711.421176470589,3342.8627450980393,10097.196078431372,50150.13725490196
