Barrio,anyo,Indicador,valor_indicador
BERRUGUETE,2019,num_moda,39.0
ALMAGRO,2019,num_moda,55.0
LOS CARMENES,2019,num_moda,0.0
LUCERO,2019,num_moda,21.0
GAZTAMBIDE,2019,num_moda,88.0
COSTILLARES,2019,num_moda,13.0
ARAPILES,2019,num_moda,45.0
SAN ANDRES,2019,num_moda,55.0
CUATRO VIENTOS,2019,num_moda,0.0
ROSAS,2019,num_moda,21.0
TIMON,2019,num_moda,3.0
PEÑAGRANDE,2019,num_moda,0.0
SAN CRISTOBAL,2019,num_moda,5.0
PALOMERAS SURESTE,2019,num_moda,18.0
CORTES,2019,num_moda,56.0
CANILLAS,2019,num_moda,46.0
ATALAYA,2019,num_moda,0.0
PORTAZGO,2019,num_moda,48.0
FONTARRON,2019,num_moda,12.0
CONCEPCION,2019,num_moda,31.0
ARAVACA,2019,num_moda,47.0
PEÑA GRANDE,2019,num_moda,15.0
HORCAJO,2019,num_moda,1.0
ABRANTES,2019,num_moda,34.0
ALUCHE,2019,num_moda,80.0
VALDEBERNARDO,2019,num_moda,8.0
ALMENARA,2019,num_moda,11.0
AMPOSTA,2019,num_moda,8.0
CANILLEJAS,2019,num_moda,31.0
EL SALVADOR,2019,num_moda,0.0
EL VISO,2019,num_moda,38.0
FUENTE DEL BERRO,2019,num_moda,15.0
VALLEHERMOSO,2019,num_moda,34.0
BUENAVISTA,2019,num_moda,88.0
SAN JUAN BAUTISTA,2019,num_moda,40.0
COMILLAS,2019,num_moda,30.0
GOYA,2019,num_moda,228.0
CASTELLANA,2019,num_moda,155.0
LAS AGUILAS,2019,num_moda,42.0
ENSANCHE DE VALLECAS,2019,num_moda,68.0
BELLAS VISTAS,2019,num_moda,41.0
PACIFICO,2019,num_moda,47.0
CASTILLA,2019,num_moda,3.0
SAN PASCUAL,2019,num_moda,19.0
QUINTANA,2019,num_moda,81.0
JUSTICIA,2019,num_moda,281.0
ATOCHA,2019,num_moda,1.0
HISPANOAMERICA,2019,num_moda,68.0
VALDEZARZA,2019,num_moda,7.0
PIOVERA,2019,num_moda,2.0
GUINDALERA,2019,num_moda,37.0
CHOPERA,2019,num_moda,25.0
PUEBLO NUEVO,2019,num_moda,118.0
ARCOS,2019,num_moda,20.0
PALOMERAS BAJAS,2019,num_moda,33.0
RIOS ROSAS,2019,num_moda,37.0
MARROQUINA,2019,num_moda,21.0
SOL,2019,num_moda,204.0
CIUDAD JARDIN,2019,num_moda,34.0
PALOMAS,2019,num_moda,1.0
SAN ISIDRO,2019,num_moda,24.0
PINAR DEL REY,2019,num_moda,48.0
PALACIO,2019,num_moda,49.0
CASA DE CAMPO,2019,num_moda,48.0
ALAMEDA DE OSUNA,2019,num_moda,11.0
ORCASUR,2019,num_moda,4.0
IBIZA,2019,num_moda,66.0
ZOFIO,2019,num_moda,11.0
HELLIN,2019,num_moda,0.0
PUERTA DEL ANGEL,2019,num_moda,68.0
CIUDAD UNIVERSITARIA,2019,num_moda,11.0
EL CAÑAVERAL,2019,num_moda,0.0
LISTA,2019,num_moda,73.0
LOS ANGELES,2019,num_moda,25.0
OPAÑEL,2019,num_moda,29.0
EL PLANTIO,2019,num_moda,35.0
NUMANCIA,2019,num_moda,67.0
VALDEACEDERAS,2019,num_moda,22.0
SANTA EUGENIA,2019,num_moda,9.0
ESTRELLA,2019,num_moda,6.0
CASCO H.VALLECAS,2019,num_moda,47.0
VINATEROS,2019,num_moda,12.0
CORRALEJOS,2019,num_moda,2.0
APOSTOL SANTIAGO,2019,num_moda,3.0
VALDERRIVAS,2019,num_moda,0.0
ACACIAS,2019,num_moda,28.0
COLINA,2019,num_moda,1.0
NUEVA ESPAÑA,2019,num_moda,30.0
DELICIAS,2019,num_moda,36.0
RECOLETOS,2019,num_moda,420.0
VALVERDE,2019,num_moda,16.0
EL GOLOSO,2019,num_moda,16.0
PUERTA BONITA,2019,num_moda,37.0
NIÑO JESUS,2019,num_moda,6.0
SIMANCAS,2019,num_moda,15.0
SAN FERMIN,2019,num_moda,7.0
MEDIA LEGUA,2019,num_moda,6.0
UNIVERSIDAD,2019,num_moda,216.0
MIRASIERRA,2019,num_moda,8.0
CUATRO CAMINOS,2019,num_moda,95.0
IMPERIAL,2019,num_moda,12.0
REJAS,2019,num_moda,69.0
VALDEMARIN,2019,num_moda,0.0
ARGUELLES,2019,num_moda,58.0
EL PILAR,2019,num_moda,113.0
EMBAJADORES,2019,num_moda,240.0
CASTILLEJOS,2019,num_moda,30.0
PAVONES,2020,num_moda,0.0
CASCO H.BARAJAS,2020,num_moda,8.0
BUTARQUE,2020,num_moda,3.0
ALMENDRALES,2020,num_moda,32.0
TRAFALGAR,2020,num_moda,74.0
PALOS DE LA FRONTERA,2020,num_moda,0.0
PALOS DE MOGUER,2020,num_moda,34.0
VALDEFUENTES,2020,num_moda,7.0
MOSCARDO,2020,num_moda,34.0
LOS ROSALES,2020,num_moda,32.0
PRADOLONGO,2020,num_moda,56.0
VENTAS,2020,num_moda,47.0
LOS JERONIMOS,2020,num_moda,7.0
AEROPUERTO,2020,num_moda,9.0
VISTA ALEGRE,2020,num_moda,134.0
ORCASITAS,2020,num_moda,5.0
LEGAZPI,2020,num_moda,7.0
SAN DIEGO,2020,num_moda,79.0
FUENTELARREINA,2020,num_moda,0.0
EL PARDO,2020,num_moda,0.0
ADELFAS,2020,num_moda,9.0
CAMPAMENTO,2020,num_moda,7.0
LA PAZ,2020,num_moda,10.0
ENTREVIAS,2020,num_moda,14.0
CASCO H.VICALVARO,2020,num_moda,31.0
PROSPERIDAD,2020,num_moda,77.0
BERRUGUETE,2020,num_moda,40.0
ALMAGRO,2020,num_moda,51.0
LOS CARMENES,2020,num_moda,0.0
LUCERO,2020,num_moda,20.0
GAZTAMBIDE,2020,num_moda,84.0
COSTILLARES,2020,num_moda,13.0
ARAPILES,2020,num_moda,47.0
SAN ANDRES,2020,num_moda,54.0
CUATRO VIENTOS,2020,num_moda,0.0
ROSAS,2020,num_moda,23.0
TIMON,2020,num_moda,3.0
PEÑAGRANDE,2020,num_moda,0.0
SAN CRISTOBAL,2020,num_moda,5.0
PALOMERAS SURESTE,2020,num_moda,21.0
CORTES,2020,num_moda,59.0
CANILLAS,2020,num_moda,43.0
ATALAYA,2020,num_moda,0.0
PORTAZGO,2020,num_moda,47.0
FONTARRON,2020,num_moda,10.0
CONCEPCION,2020,num_moda,31.0
ARAVACA,2020,num_moda,46.0
PEÑA GRANDE,2020,num_moda,15.0
HORCAJO,2020,num_moda,1.0
ABRANTES,2020,num_moda,32.0
ALUCHE,2020,num_moda,78.0
VALDEBERNARDO,2020,num_moda,8.0
ALMENARA,2020,num_moda,11.0
AMPOSTA,2020,num_moda,8.0
CANILLEJAS,2020,num_moda,33.0
EL SALVADOR,2020,num_moda,0.0
EL VISO,2020,num_moda,37.0
FUENTE DEL BERRO,2020,num_moda,15.0
VALLEHERMOSO,2020,num_moda,32.0
BUENAVISTA,2020,num_moda,86.0
SAN JUAN BAUTISTA,2020,num_moda,39.0
COMILLAS,2020,num_moda,28.0
GOYA,2020,num_moda,224.0
CASTELLANA,2020,num_moda,151.0
LAS AGUILAS,2020,num_moda,42.0
ENSANCHE DE VALLECAS,2020,num_moda,66.0
BELLAS VISTAS,2020,num_moda,42.0
PACIFICO,2020,num_moda,46.0
CASTILLA,2020,num_moda,3.0
SAN PASCUAL,2020,num_moda,19.0
QUINTANA,2020,num_moda,80.0
JUSTICIA,2020,num_moda,276.0
ATOCHA,2020,num_moda,1.0
HISPANOAMERICA,2020,num_moda,67.0
VALDEZARZA,2020,num_moda,7.0
PIOVERA,2020,num_moda,2.0
GUINDALERA,2020,num_moda,37.0
CHOPERA,2020,num_moda,25.0
PUEBLO NUEVO,2020,num_moda,116.0
ARCOS,2020,num_moda,20.0
PALOMERAS BAJAS,2020,num_moda,32.0
RIOS ROSAS,2020,num_moda,37.0
MARROQUINA,2020,num_moda,23.0
SOL,2020,num_moda,203.0
CIUDAD JARDIN,2020,num_moda,37.0
PALOMAS,2020,num_moda,1.0
SAN ISIDRO,2020,num_moda,26.0
PINAR DEL REY,2020,num_moda,50.0
PALACIO,2020,num_moda,48.0
CASA DE CAMPO,2020,num_moda,48.0
ALAMEDA DE OSUNA,2020,num_moda,12.0
ORCASUR,2020,num_moda,4.0
IBIZA,2020,num_moda,63.0
ZOFIO,2020,num_moda,11.0
HELLIN,2020,num_moda,0.0
PUERTA DEL ANGEL,2020,num_moda,67.0
CIUDAD UNIVERSITARIA,2020,num_moda,10.0
EL CAÑAVERAL,2020,num_moda,0.0
LISTA,2020,num_moda,74.0
LOS ANGELES,2020,num_moda,25.0
OPAÑEL,2020,num_moda,29.0
EL PLANTIO,2020,num_moda,35.0
NUMANCIA,2020,num_moda,65.0
VALDEACEDERAS,2020,num_moda,22.0
SANTA EUGENIA,2020,num_moda,10.0
ESTRELLA,2020,num_moda,6.0
CASCO H.VALLECAS,2020,num_moda,47.0
VINATEROS,2020,num_moda,11.0
CORRALEJOS,2020,num_moda,2.0
APOSTOL SANTIAGO,2020,num_moda,3.0
VALDERRIVAS,2020,num_moda,0.0
ACACIAS,2020,num_moda,26.0
COLINA,2020,num_moda,1.0
NUEVA ESPAÑA,2020,num_moda,29.0
DELICIAS,2020,num_moda,35.0
RECOLETOS,2020,num_moda,418.0
VALVERDE,2020,num_moda,18.0
EL GOLOSO,2020,num_moda,16.0
PUERTA BONITA,2020,num_moda,36.0
NIÑO JESUS,2020,num_moda,6.0
SIMANCAS,2020,num_moda,14.0
SAN FERMIN,2020,num_moda,7.0
MEDIA LEGUA,2020,num_moda,6.0
UNIVERSIDAD,2020,num_moda,210.0
MIRASIERRA,2020,num_moda,8.0
CUATRO CAMINOS,2020,num_moda,95.0
IMPERIAL,2020,num_moda,11.0
REJAS,2020,num_moda,67.0
VALDEMARIN,2020,num_moda,0.0
ARGUELLES,2020,num_moda,54.0
EL PILAR,2020,num_moda,111.0
EMBAJADORES,2020,num_moda,232.0
CASTILLEJOS,2020,num_moda,26.0
PAVONES,2021,num_moda,0.0
CASCO H.BARAJAS,2021,num_moda,7.0
BUTARQUE,2021,num_moda,3.0
ALMENDRALES,2021,num_moda,31.0
TRAFALGAR,2021,num_moda,68.0
PALOS DE LA FRONTERA,2021,num_moda,0.0
PALOS DE MOGUER,2021,num_moda,30.0
VALDEFUENTES,2021,num_moda,7.0
MOSCARDO,2021,num_moda,35.0
LOS ROSALES,2021,num_moda,32.0
PRADOLONGO,2021,num_moda,56.0
VENTAS,2021,num_moda,46.0
LOS JERONIMOS,2021,num_moda,6.0
AEROPUERTO,2021,num_moda,9.0
VISTA ALEGRE,2021,num_moda,130.0
ORCASITAS,2021,num_moda,5.0
LEGAZPI,2021,num_moda,6.0
SAN DIEGO,2021,num_moda,73.0
FUENTELARREINA,2021,num_moda,0.0
EL PARDO,2021,num_moda,0.0
ADELFAS,2021,num_moda,9.0
CAMPAMENTO,2021,num_moda,7.0
LA PAZ,2021,num_moda,10.0
ENTREVIAS,2021,num_moda,14.0
CASCO H.VICALVARO,2021,num_moda,30.0
PROSPERIDAD,2021,num_moda,75.0
BERRUGUETE,2021,num_moda,36.0
ALMAGRO,2021,num_moda,53.0
LOS CARMENES,2021,num_moda,0.0
LUCERO,2021,num_moda,18.0
GAZTAMBIDE,2021,num_moda,75.0
COSTILLARES,2021,num_moda,11.0
ARAPILES,2021,num_moda,43.0
SAN ANDRES,2021,num_moda,54.0
CUATRO VIENTOS,2021,num_moda,0.0
ROSAS,2021,num_moda,22.0
TIMON,2021,num_moda,3.0
PEÑAGRANDE,2021,num_moda,0.0
SAN CRISTOBAL,2021,num_moda,4.0
PALOMERAS SURESTE,2021,num_moda,21.0
CORTES,2021,num_moda,65.0
CANILLAS,2021,num_moda,42.0
ATALAYA,2021,num_moda,0.0
PORTAZGO,2021,num_moda,43.0
FONTARRON,2021,num_moda,10.0
CONCEPCION,2021,num_moda,28.0
ARAVACA,2021,num_moda,47.0
PEÑA GRANDE,2021,num_moda,16.0
HORCAJO,2021,num_moda,1.0
ABRANTES,2021,num_moda,30.0
ALUCHE,2021,num_moda,77.0
VALDEBERNARDO,2021,num_moda,8.0
ALMENARA,2021,num_moda,10.0
AMPOSTA,2021,num_moda,8.0
CANILLEJAS,2021,num_moda,34.0
EL SALVADOR,2021,num_moda,0.0
EL VISO,2021,num_moda,37.0
FUENTE DEL BERRO,2021,num_moda,15.0
VALLEHERMOSO,2021,num_moda,30.0
BUENAVISTA,2021,num_moda,84.0
SAN JUAN BAUTISTA,2021,num_moda,37.0
COMILLAS,2021,num_moda,30.0
GOYA,2021,num_moda,219.0
CASTELLANA,2021,num_moda,151.0
LAS AGUILAS,2021,num_moda,41.0
ENSANCHE DE VALLECAS,2021,num_moda,65.0
BELLAS VISTAS,2021,num_moda,42.0
PACIFICO,2021,num_moda,40.0
CASTILLA,2021,num_moda,3.0
SAN PASCUAL,2021,num_moda,20.0
QUINTANA,2021,num_moda,77.0
JUSTICIA,2021,num_moda,264.0
ATOCHA,2021,num_moda,1.0
HISPANOAMERICA,2021,num_moda,66.0
VALDEZARZA,2021,num_moda,7.0
PIOVERA,2021,num_moda,3.0
GUINDALERA,2021,num_moda,38.0
CHOPERA,2021,num_moda,26.0
PUEBLO NUEVO,2021,num_moda,113.0
ARCOS,2021,num_moda,20.0
PALOMERAS BAJAS,2021,num_moda,34.0
RIOS ROSAS,2021,num_moda,34.0
MARROQUINA,2021,num_moda,20.0
SOL,2021,num_moda,207.0
CIUDAD JARDIN,2021,num_moda,40.0
PALOMAS,2021,num_moda,1.0
SAN ISIDRO,2021,num_moda,24.0
PINAR DEL REY,2021,num_moda,48.0
PALACIO,2021,num_moda,47.0
CASA DE CAMPO,2021,num_moda,47.0
ALAMEDA DE OSUNA,2021,num_moda,10.0
ORCASUR,2021,num_moda,3.0
IBIZA,2021,num_moda,62.0
ZOFIO,2021,num_moda,15.0
HELLIN,2021,num_moda,0.0
PUERTA DEL ANGEL,2021,num_moda,66.0
CIUDAD UNIVERSITARIA,2021,num_moda,10.0
EL CAÑAVERAL,2021,num_moda,0.0
LISTA,2021,num_moda,64.0
LOS ANGELES,2021,num_moda,26.0
OPAÑEL,2021,num_moda,27.0
EL PLANTIO,2021,num_moda,35.0
NUMANCIA,2021,num_moda,62.0
VALDEACEDERAS,2021,num_moda,19.0
SANTA EUGENIA,2021,num_moda,10.0
ESTRELLA,2021,num_moda,7.0
CASCO H.VALLECAS,2021,num_moda,46.0
VINATEROS,2021,num_moda,8.0
CORRALEJOS,2021,num_moda,0.0
APOSTOL SANTIAGO,2021,num_moda,2.0
VALDERRIVAS,2021,num_moda,0.0
ACACIAS,2021,num_moda,25.0
COLINA,2021,num_moda,1.0
NUEVA ESPAÑA,2021,num_moda,29.0
DELICIAS,2021,num_moda,35.0
RECOLETOS,2021,num_moda,404.0
VALVERDE,2021,num_moda,18.0
EL GOLOSO,2021,num_moda,15.0
PUERTA BONITA,2021,num_moda,38.0
NIÑO JESUS,2021,num_moda,8.0
SIMANCAS,2021,num_moda,14.0
SAN FERMIN,2021,num_moda,7.0
MEDIA LEGUA,2021,num_moda,5.0
UNIVERSIDAD,2021,num_moda,198.0
MIRASIERRA,2021,num_moda,7.0
CUATRO CAMINOS,2021,num_moda,88.0
IMPERIAL,2021,num_moda,11.0
REJAS,2021,num_moda,67.0
VALDEMARIN,2021,num_moda,0.0
ARGUELLES,2021,num_moda,53.0
EL PILAR,2021,num_moda,108.0
EMBAJADORES,2021,num_moda,232.0
CASTILLEJOS,2021,num_moda,22.0
PAVONES,2022,num_moda,0.0
CASCO H.BARAJAS,2022,num_moda,8.0
BUTARQUE,2022,num_moda,3.0
ALMENDRALES,2022,num_moda,29.0
TRAFALGAR,2022,num_moda,66.0
PALOS DE LA FRONTERA,2022,num_moda,0.0
PALOS DE MOGUER,2022,num_moda,28.0
VALDEFUENTES,2022,num_moda,5.0
MOSCARDO,2022,num_moda,31.0
LOS ROSALES,2022,num_moda,28.0
PRADOLONGO,2022,num_moda,53.0
VENTAS,2022,num_moda,45.0
LOS JERONIMOS,2022,num_moda,6.0
AEROPUERTO,2022,num_moda,8.0
VISTA ALEGRE,2022,num_moda,123.0
ORCASITAS,2022,num_moda,4.0
LEGAZPI,2022,num_moda,7.0
SAN DIEGO,2022,num_moda,80.0
FUENTELARREINA,2022,num_moda,0.0
EL PARDO,2022,num_moda,0.0
ADELFAS,2022,num_moda,11.0
CAMPAMENTO,2022,num_moda,7.0
LA PAZ,2022,num_moda,19.0
ENTREVIAS,2022,num_moda,14.0
CASCO H.VICALVARO,2022,num_moda,31.0
PROSPERIDAD,2022,num_moda,73.0
BERRUGUETE,2022,num_moda,32.0
ALMAGRO,2022,num_moda,50.0
LOS CARMENES,2022,num_moda,1.0
LUCERO,2022,num_moda,17.0
GAZTAMBIDE,2022,num_moda,67.0
COSTILLARES,2022,num_moda,10.0
ARAPILES,2022,num_moda,40.0
SAN ANDRES,2022,num_moda,50.0
CUATRO VIENTOS,2022,num_moda,0.0
ROSAS,2022,num_moda,22.0
TIMON,2022,num_moda,3.0
PEÑAGRANDE,2022,num_moda,0.0
SAN CRISTOBAL,2022,num_moda,3.0
PALOMERAS SURESTE,2022,num_moda,23.0
CORTES,2022,num_moda,56.0
CANILLAS,2022,num_moda,44.0
ATALAYA,2022,num_moda,0.0
PORTAZGO,2022,num_moda,43.0
FONTARRON,2022,num_moda,7.0
CONCEPCION,2022,num_moda,25.0
ARAVACA,2022,num_moda,42.0
PEÑA GRANDE,2022,num_moda,16.0
HORCAJO,2022,num_moda,1.0
ABRANTES,2022,num_moda,29.0
ALUCHE,2022,num_moda,72.0
VALDEBERNARDO,2022,num_moda,8.0
ALMENARA,2022,num_moda,9.0
AMPOSTA,2022,num_moda,9.0
CANILLEJAS,2022,num_moda,30.0
EL SALVADOR,2022,num_moda,0.0
EL VISO,2022,num_moda,38.0
FUENTE DEL BERRO,2022,num_moda,13.0
VALLEHERMOSO,2022,num_moda,24.0
BUENAVISTA,2022,num_moda,86.0
SAN JUAN BAUTISTA,2022,num_moda,35.0
COMILLAS,2022,num_moda,31.0
GOYA,2022,num_moda,215.0
CASTELLANA,2022,num_moda,157.0
LAS AGUILAS,2022,num_moda,36.0
ENSANCHE DE VALLECAS,2022,num_moda,62.0
BELLAS VISTAS,2022,num_moda,42.0
PACIFICO,2022,num_moda,34.0
CASTILLA,2022,num_moda,4.0
SAN PASCUAL,2022,num_moda,20.0
QUINTANA,2022,num_moda,75.0
JUSTICIA,2022,num_moda,246.0
ATOCHA,2022,num_moda,1.0
HISPANOAMERICA,2022,num_moda,69.0
VALDEZARZA,2022,num_moda,7.0
PIOVERA,2022,num_moda,4.0
GUINDALERA,2022,num_moda,37.0
CHOPERA,2022,num_moda,24.0
PUEBLO NUEVO,2022,num_moda,107.0
ARCOS,2022,num_moda,18.0
PALOMERAS BAJAS,2022,num_moda,33.0
RIOS ROSAS,2022,num_moda,28.0
MARROQUINA,2022,num_moda,19.0
SOL,2022,num_moda,203.0
CIUDAD JARDIN,2022,num_moda,36.0
PALOMAS,2022,num_moda,2.0
SAN ISIDRO,2022,num_moda,24.0
PINAR DEL REY,2022,num_moda,43.0
PALACIO,2022,num_moda,47.0
CASA DE CAMPO,2022,num_moda,46.0
ALAMEDA DE OSUNA,2022,num_moda,9.0
ORCASUR,2022,num_moda,3.0
IBIZA,2022,num_moda,60.0
ZOFIO,2022,num_moda,14.0
HELLIN,2022,num_moda,0.0
PUERTA DEL ANGEL,2022,num_moda,60.0
CIUDAD UNIVERSITARIA,2022,num_moda,9.0
EL CAÑAVERAL,2022,num_moda,0.0
LISTA,2022,num_moda,63.0
LOS ANGELES,2022,num_moda,22.0
OPAÑEL,2022,num_moda,30.0
EL PLANTIO,2022,num_moda,35.0
NUMANCIA,2022,num_moda,54.0
VALDEACEDERAS,2022,num_moda,21.0
SANTA EUGENIA,2022,num_moda,11.0
ESTRELLA,2022,num_moda,6.0
CASCO H.VALLECAS,2022,num_moda,45.0
VINATEROS,2022,num_moda,6.0
CORRALEJOS,2022,num_moda,0.0
APOSTOL SANTIAGO,2022,num_moda,2.0
VALDERRIVAS,2022,num_moda,0.0
ACACIAS,2022,num_moda,23.0
COLINA,2022,num_moda,2.0
NUEVA ESPAÑA,2022,num_moda,27.0
DELICIAS,2022,num_moda,33.0
RECOLETOS,2022,num_moda,386.0
VALVERDE,2022,num_moda,17.0
EL GOLOSO,2022,num_moda,15.0
PUERTA BONITA,2022,num_moda,36.0
NIÑO JESUS,2022,num_moda,12.0
SIMANCAS,2022,num_moda,14.0
SAN FERMIN,2022,num_moda,9.0
MEDIA LEGUA,2022,num_moda,3.0
UNIVERSIDAD,2022,num_moda,197.0
MIRASIERRA,2022,num_moda,8.0
CUATRO CAMINOS,2022,num_moda,89.0
IMPERIAL,2022,num_moda,17.0
REJAS,2022,num_moda,64.0
VALDEMARIN,2022,num_moda,0.0
ARGUELLES,2022,num_moda,52.0
EL PILAR,2022,num_moda,104.0
EMBAJADORES,2022,num_moda,205.0
CASTILLEJOS,2022,num_moda,21.0
PAVONES,2023,num_moda,0.0
CASCO H.BARAJAS,2023,num_moda,9.0
BUTARQUE,2023,num_moda,3.0
ALMENDRALES,2023,num_moda,29.0
TRAFALGAR,2023,num_moda,64.0
PALOS DE LA FRONTERA,2023,num_moda,26.0
PALOS DE MOGUER,2023,num_moda,0.0
VALDEFUENTES,2023,num_moda,5.0
MOSCARDO,2023,num_moda,31.0
LOS ROSALES,2023,num_moda,28.0
PRADOLONGO,2023,num_moda,52.0
VENTAS,2023,num_moda,44.0
LOS JERONIMOS,2023,num_moda,6.0
AEROPUERTO,2023,num_moda,9.0
VISTA ALEGRE,2023,num_moda,119.0
ORCASITAS,2023,num_moda,4.0
LEGAZPI,2023,num_moda,7.0
SAN DIEGO,2023,num_moda,80.0
FUENTELARREINA,2023,num_moda,0.0
EL PARDO,2023,num_moda,0.0
ADELFAS,2023,num_moda,10.0
CAMPAMENTO,2023,num_moda,6.0
LA PAZ,2023,num_moda,18.0
ENTREVIAS,2023,num_moda,14.0
CASCO H.VICALVARO,2023,num_moda,30.0
PROSPERIDAD,2023,num_moda,72.0
BERRUGUETE,2023,num_moda,32.0
ALMAGRO,2023,num_moda,50.0
LOS CARMENES,2023,num_moda,1.0
LUCERO,2023,num_moda,18.0
GAZTAMBIDE,2023,num_moda,70.0
COSTILLARES,2023,num_moda,10.0
ARAPILES,2023,num_moda,39.0
SAN ANDRES,2023,num_moda,48.0
CUATRO VIENTOS,2023,num_moda,0.0
ROSAS,2023,num_moda,22.0
TIMON,2023,num_moda,3.0
PEÑAGRANDE,2023,num_moda,16.0
SAN CRISTOBAL,2023,num_moda,2.0
PALOMERAS SURESTE,2023,num_moda,23.0
CORTES,2023,num_moda,54.0
CANILLAS,2023,num_moda,40.0
ATALAYA,2023,num_moda,0.0
PORTAZGO,2023,num_moda,42.0
FONTARRON,2023,num_moda,7.0
CONCEPCION,2023,num_moda,24.0
ARAVACA,2023,num_moda,42.0
PEÑA GRANDE,2023,num_moda,0.0
HORCAJO,2023,num_moda,1.0
ABRANTES,2023,num_moda,29.0
ALUCHE,2023,num_moda,71.0
VALDEBERNARDO,2023,num_moda,6.0
ALMENARA,2023,num_moda,9.0
AMPOSTA,2023,num_moda,9.0
CANILLEJAS,2023,num_moda,31.0
EL SALVADOR,2023,num_moda,0.0
EL VISO,2023,num_moda,39.0
FUENTE DEL BERRO,2023,num_moda,13.0
VALLEHERMOSO,2023,num_moda,25.0
BUENAVISTA,2023,num_moda,82.0
SAN JUAN BAUTISTA,2023,num_moda,32.0
COMILLAS,2023,num_moda,30.0
GOYA,2023,num_moda,215.0
CASTELLANA,2023,num_moda,156.0
LAS AGUILAS,2023,num_moda,35.0
ENSANCHE DE VALLECAS,2023,num_moda,60.0
BELLAS VISTAS,2023,num_moda,42.0
PACIFICO,2023,num_moda,35.0
CASTILLA,2023,num_moda,4.0
SAN PASCUAL,2023,num_moda,20.0
QUINTANA,2023,num_moda,75.0
JUSTICIA,2023,num_moda,250.0
ATOCHA,2023,num_moda,0.0
HISPANOAMERICA,2023,num_moda,70.0
VALDEZARZA,2023,num_moda,7.0
PIOVERA,2023,num_moda,4.0
GUINDALERA,2023,num_moda,33.0
CHOPERA,2023,num_moda,21.0
PUEBLO NUEVO,2023,num_moda,103.0
ARCOS,2023,num_moda,16.0
PALOMERAS BAJAS,2023,num_moda,32.0
RIOS ROSAS,2023,num_moda,29.0
MARROQUINA,2023,num_moda,19.0
SOL,2023,num_moda,200.0
CIUDAD JARDIN,2023,num_moda,37.0
PALOMAS,2023,num_moda,2.0
SAN ISIDRO,2023,num_moda,24.0
PINAR DEL REY,2023,num_moda,42.0
PALACIO,2023,num_moda,47.0
CASA DE CAMPO,2023,num_moda,47.0
ALAMEDA DE OSUNA,2023,num_moda,9.0
ORCASUR,2023,num_moda,3.0
IBIZA,2023,num_moda,61.0
ZOFIO,2023,num_moda,14.0
HELLIN,2023,num_moda,0.0
PUERTA DEL ANGEL,2023,num_moda,60.0
CIUDAD UNIVERSITARIA,2023,num_moda,9.0
EL CAÑAVERAL,2023,num_moda,0.0
LISTA,2023,num_moda,63.0
LOS ANGELES,2023,num_moda,22.0
OPAÑEL,2023,num_moda,30.0
EL PLANTIO,2023,num_moda,34.0
NUMANCIA,2023,num_moda,53.0
VALDEACEDERAS,2023,num_moda,21.0
SANTA EUGENIA,2023,num_moda,9.0
ESTRELLA,2023,num_moda,7.0
CASCO H.VALLECAS,2023,num_moda,45.0
VINATEROS,2023,num_moda,6.0
CORRALEJOS,2023,num_moda,0.0
APOSTOL SANTIAGO,2023,num_moda,2.0
VALDERRIVAS,2023,num_moda,0.0
ACACIAS,2023,num_moda,23.0
COLINA,2023,num_moda,2.0
NUEVA ESPAÑA,2023,num_moda,27.0
DELICIAS,2023,num_moda,34.0
RECOLETOS,2023,num_moda,384.0
VALVERDE,2023,num_moda,17.0
EL GOLOSO,2023,num_moda,13.0
PUERTA BONITA,2023,num_moda,36.0
NIÑO JESUS,2023,num_moda,13.0
SIMANCAS,2023,num_moda,15.0
SAN FERMIN,2023,num_moda,9.0
MEDIA LEGUA,2023,num_moda,4.0
UNIVERSIDAD,2023,num_moda,195.0
MIRASIERRA,2023,num_moda,8.0
CUATRO CAMINOS,2023,num_moda,90.0
IMPERIAL,2023,num_moda,17.0
REJAS,2023,num_moda,59.0
VALDEMARIN,2023,num_moda,0.0
ARGUELLES,2023,num_moda,53.0
EL PILAR,2023,num_moda,97.0
EMBAJADORES,2023,num_moda,207.0
CASTILLEJOS,2023,num_moda,16.0
PAVONES,2024,num_moda,0.0
CASCO H.BARAJAS,2024,num_moda,7.0
BUTARQUE,2024,num_moda,3.0
ALMENDRALES,2024,num_moda,26.0
TRAFALGAR,2024,num_moda,62.0
PALOS DE LA FRONTERA,2024,num_moda,26.0
PALOS DE MOGUER,2024,num_moda,0.0
VALDEFUENTES,2024,num_moda,6.0
MOSCARDO,2024,num_moda,31.0
LOS ROSALES,2024,num_moda,27.0
PRADOLONGO,2024,num_moda,50.0
VENTAS,2024,num_moda,46.0
LOS JERONIMOS,2024,num_moda,8.0
AEROPUERTO,2024,num_moda,7.0
VISTA ALEGRE,2024,num_moda,116.0
ORCASITAS,2024,num_moda,5.0
LEGAZPI,2024,num_moda,5.0
SAN DIEGO,2024,num_moda,80.0
FUENTELARREINA,2024,num_moda,0.0
EL PARDO,2024,num_moda,0.0
ADELFAS,2024,num_moda,10.0
CAMPAMENTO,2024,num_moda,5.0
LA PAZ,2024,num_moda,28.0
ENTREVIAS,2024,num_moda,14.0
CASCO H.VICALVARO,2024,num_moda,28.0
