Barrio,anyo,Indicador,valor_indicador
AEROPUERTO,2018,num_sanidad,5.0
VISTA ALEGRE,2018,num_sanidad,73.0
ORCASITAS,2018,num_sanidad,14.0
LEGAZPI,2018,num_sanidad,31.0
SAN DIEGO,2018,num_sanidad,57.0
FUENTELARREINA,2018,num_sanidad,2.0
EL PARDO,2018,num_sanidad,9.0
ADELFAS,2018,num_sanidad,23.0
CAMPAMENTO,2018,num_sanidad,15.0
LA PAZ,2018,num_sanidad,55.0
ENTREVIAS,2018,num_sanidad,27.0
CASCO H.VICALVARO,2018,num_sanidad,41.0
PROSPERIDAD,2018,num_sanidad,53.0
BERRUGUETE,2018,num_sanidad,20.0
ALMAGRO,2018,num_sanidad,48.0
LOS CARMENES,2018,num_sanidad,11.0
LUCERO,2018,num_sanidad,41.0
GAZTAMBIDE,2018,num_sanidad,47.0
COSTILLARES,2018,num_sanidad,30.0
ARAPILES,2018,num_sanidad,52.0
SAN ANDRES,2018,num_sanidad,53.0
CUATRO VIENTOS,2018,num_sanidad,5.0
ROSAS,2018,num_sanidad,49.0
TIMON,2018,num_sanidad,20.0
PEÑAGRANDE,2018,num_sanidad,0.0
SAN CRISTOBAL,2018,num_sanidad,11.0
PALOMERAS SURESTE,2018,num_sanidad,28.0
CORTES,2018,num_sanidad,14.0
CANILLAS,2018,num_sanidad,74.0
ATALAYA,2018,num_sanidad,4.0
PORTAZGO,2018,num_sanidad,35.0
FONTARRON,2018,num_sanidad,17.0
CONCEPCION,2018,num_sanidad,21.0
ARAVACA,2018,num_sanidad,43.0
PEÑA GRANDE,2018,num_sanidad,57.0
HORCAJO,2018,num_sanidad,8.0
ABRANTES,2018,num_sanidad,18.0
ALUCHE,2018,num_sanidad,109.0
VALDEBERNARDO,2018,num_sanidad,20.0
ALMENARA,2018,num_sanidad,43.0
AMPOSTA,2018,num_sanidad,15.0
CANILLEJAS,2018,num_sanidad,43.0
EL SALVADOR,2018,num_sanidad,5.0
EL VISO,2018,num_sanidad,33.0
FUENTE DEL BERRO,2018,num_sanidad,43.0
VALLEHERMOSO,2018,num_sanidad,64.0
BUENAVISTA,2018,num_sanidad,40.0
SAN JUAN BAUTISTA,2018,num_sanidad,32.0
COMILLAS,2018,num_sanidad,18.0
GOYA,2018,num_sanidad,63.0
CASTELLANA,2018,num_sanidad,32.0
LAS AGUILAS,2018,num_sanidad,52.0
ENSANCHE DE VALLECAS,2018,num_sanidad,30.0
BELLAS VISTAS,2018,num_sanidad,24.0
PACIFICO,2018,num_sanidad,41.0
CASTILLA,2018,num_sanidad,19.0
SAN PASCUAL,2018,num_sanidad,28.0
QUINTANA,2018,num_sanidad,41.0
JUSTICIA,2018,num_sanidad,25.0
ATOCHA,2018,num_sanidad,1.0
HISPANOAMERICA,2018,num_sanidad,79.0
VALDEZARZA,2018,num_sanidad,36.0
PIOVERA,2018,num_sanidad,21.0
GUINDALERA,2018,num_sanidad,82.0
CHOPERA,2018,num_sanidad,29.0
PUEBLO NUEVO,2018,num_sanidad,74.0
ARCOS,2018,num_sanidad,13.0
PALOMERAS BAJAS,2018,num_sanidad,33.0
RIOS ROSAS,2018,num_sanidad,54.0
MARROQUINA,2018,num_sanidad,43.0
SOL,2018,num_sanidad,8.0
CIUDAD JARDIN,2018,num_sanidad,42.0
PALOMAS,2018,num_sanidad,7.0
SAN ISIDRO,2018,num_sanidad,34.0
PINAR DEL REY,2018,num_sanidad,60.0
PALACIO,2018,num_sanidad,16.0
CASA DE CAMPO,2018,num_sanidad,26.0
ALAMEDA DE OSUNA,2018,num_sanidad,19.0
ORCASUR,2018,num_sanidad,14.0
IBIZA,2018,num_sanidad,32.0
ZOFIO,2018,num_sanidad,11.0
HELLIN,2018,num_sanidad,11.0
PUERTA DEL ANGEL,2018,num_sanidad,53.0
CIUDAD UNIVERSITARIA,2018,num_sanidad,37.0
EL CAÑAVERAL,2018,num_sanidad,0.0
LISTA,2018,num_sanidad,45.0
LOS ANGELES,2018,num_sanidad,37.0
OPAÑEL,2018,num_sanidad,43.0
EL PLANTIO,2018,num_sanidad,11.0
NUMANCIA,2018,num_sanidad,53.0
VALDEACEDERAS,2018,num_sanidad,30.0
SANTA EUGENIA,2018,num_sanidad,18.0
ESTRELLA,2018,num_sanidad,19.0
CASCO H.VALLECAS,2018,num_sanidad,56.0
VINATEROS,2018,num_sanidad,13.0
CORRALEJOS,2018,num_sanidad,8.0
APOSTOL SANTIAGO,2018,num_sanidad,9.0
VALDERRIVAS,2018,num_sanidad,4.0
ACACIAS,2018,num_sanidad,59.0
COLINA,2018,num_sanidad,26.0
NUEVA ESPAÑA,2018,num_sanidad,50.0
DELICIAS,2018,num_sanidad,33.0
RECOLETOS,2018,num_sanidad,26.0
VALVERDE,2018,num_sanidad,79.0
EL GOLOSO,2018,num_sanidad,25.0
PUERTA BONITA,2018,num_sanidad,37.0
NIÑO JESUS,2018,num_sanidad,28.0
SIMANCAS,2018,num_sanidad,31.0
SAN FERMIN,2018,num_sanidad,14.0
MEDIA LEGUA,2018,num_sanidad,18.0
UNIVERSIDAD,2018,num_sanidad,51.0
MIRASIERRA,2018,num_sanidad,53.0
CUATRO CAMINOS,2018,num_sanidad,51.0
IMPERIAL,2018,num_sanidad,37.0
REJAS,2018,num_sanidad,8.0
VALDEMARIN,2018,num_sanidad,10.0
ARGUELLES,2018,num_sanidad,45.0
EL PILAR,2018,num_sanidad,50.0
EMBAJADORES,2018,num_sanidad,39.0
CASTILLEJOS,2018,num_sanidad,43.0
PAVONES,2019,num_sanidad,34.0
CASCO H.BARAJAS,2019,num_sanidad,22.0
BUTARQUE,2019,num_sanidad,10.0
ALMENDRALES,2019,num_sanidad,24.0
TRAFALGAR,2019,num_sanidad,65.0
PALOS DE LA FRONTERA,2019,num_sanidad,0.0
PALOS DE MOGUER,2019,num_sanidad,55.0
VALDEFUENTES,2019,num_sanidad,41.0
MOSCARDO,2019,num_sanidad,35.0
LOS ROSALES,2019,num_sanidad,36.0
PRADOLONGO,2019,num_sanidad,26.0
VENTAS,2019,num_sanidad,64.0
LOS JERONIMOS,2019,num_sanidad,10.0
AEROPUERTO,2019,num_sanidad,5.0
VISTA ALEGRE,2019,num_sanidad,78.0
ORCASITAS,2019,num_sanidad,14.0
LEGAZPI,2019,num_sanidad,31.0
SAN DIEGO,2019,num_sanidad,55.0
FUENTELARREINA,2019,num_sanidad,2.0
EL PARDO,2019,num_sanidad,8.0
ADELFAS,2019,num_sanidad,25.0
CAMPAMENTO,2019,num_sanidad,16.0
LA PAZ,2019,num_sanidad,58.0
ENTREVIAS,2019,num_sanidad,27.0
CASCO H.VICALVARO,2019,num_sanidad,44.0
PROSPERIDAD,2019,num_sanidad,57.0
BERRUGUETE,2019,num_sanidad,20.0
ALMAGRO,2019,num_sanidad,53.0
LOS CARMENES,2019,num_sanidad,11.0
LUCERO,2019,num_sanidad,42.0
GAZTAMBIDE,2019,num_sanidad,53.0
COSTILLARES,2019,num_sanidad,32.0
ARAPILES,2019,num_sanidad,55.0
SAN ANDRES,2019,num_sanidad,56.0
CUATRO VIENTOS,2019,num_sanidad,7.0
ROSAS,2019,num_sanidad,49.0
TIMON,2019,num_sanidad,22.0
PEÑAGRANDE,2019,num_sanidad,0.0
SAN CRISTOBAL,2019,num_sanidad,12.0
PALOMERAS SURESTE,2019,num_sanidad,29.0
CORTES,2019,num_sanidad,15.0
CANILLAS,2019,num_sanidad,78.0
ATALAYA,2019,num_sanidad,4.0
PORTAZGO,2019,num_sanidad,35.0
FONTARRON,2019,num_sanidad,19.0
CONCEPCION,2019,num_sanidad,23.0
ARAVACA,2019,num_sanidad,44.0
PEÑA GRANDE,2019,num_sanidad,58.0
HORCAJO,2019,num_sanidad,10.0
ABRANTES,2019,num_sanidad,20.0
ALUCHE,2019,num_sanidad,116.0
VALDEBERNARDO,2019,num_sanidad,21.0
ALMENARA,2019,num_sanidad,49.0
AMPOSTA,2019,num_sanidad,15.0
CANILLEJAS,2019,num_sanidad,42.0
EL SALVADOR,2019,num_sanidad,5.0
EL VISO,2019,num_sanidad,36.0
FUENTE DEL BERRO,2019,num_sanidad,46.0
VALLEHERMOSO,2019,num_sanidad,67.0
BUENAVISTA,2019,num_sanidad,42.0
SAN JUAN BAUTISTA,2019,num_sanidad,32.0
COMILLAS,2019,num_sanidad,19.0
GOYA,2019,num_sanidad,67.0
CASTELLANA,2019,num_sanidad,34.0
LAS AGUILAS,2019,num_sanidad,54.0
ENSANCHE DE VALLECAS,2019,num_sanidad,32.0
BELLAS VISTAS,2019,num_sanidad,26.0
PACIFICO,2019,num_sanidad,41.0
CASTILLA,2019,num_sanidad,20.0
SAN PASCUAL,2019,num_sanidad,29.0
QUINTANA,2019,num_sanidad,45.0
JUSTICIA,2019,num_sanidad,27.0
ATOCHA,2019,num_sanidad,1.0
HISPANOAMERICA,2019,num_sanidad,81.0
VALDEZARZA,2019,num_sanidad,40.0
PIOVERA,2019,num_sanidad,23.0
GUINDALERA,2019,num_sanidad,84.0
CHOPERA,2019,num_sanidad,29.0
PUEBLO NUEVO,2019,num_sanidad,78.0
ARCOS,2019,num_sanidad,13.0
PALOMERAS BAJAS,2019,num_sanidad,32.0
RIOS ROSAS,2019,num_sanidad,54.0
MARROQUINA,2019,num_sanidad,46.0
SOL,2019,num_sanidad,7.0
CIUDAD JARDIN,2019,num_sanidad,47.0
PALOMAS,2019,num_sanidad,8.0
SAN ISIDRO,2019,num_sanidad,36.0
PINAR DEL REY,2019,num_sanidad,64.0
PALACIO,2019,num_sanidad,20.0
CASA DE CAMPO,2019,num_sanidad,28.0
ALAMEDA DE OSUNA,2019,num_sanidad,19.0
ORCASUR,2019,num_sanidad,14.0
IBIZA,2019,num_sanidad,36.0
ZOFIO,2019,num_sanidad,11.0
HELLIN,2019,num_sanidad,11.0
PUERTA DEL ANGEL,2019,num_sanidad,54.0
CIUDAD UNIVERSITARIA,2019,num_sanidad,37.0
EL CAÑAVERAL,2019,num_sanidad,0.0
LISTA,2019,num_sanidad,48.0
LOS ANGELES,2019,num_sanidad,37.0
OPAÑEL,2019,num_sanidad,45.0
EL PLANTIO,2019,num_sanidad,12.0
NUMANCIA,2019,num_sanidad,50.0
VALDEACEDERAS,2019,num_sanidad,30.0
SANTA EUGENIA,2019,num_sanidad,20.0
ESTRELLA,2019,num_sanidad,19.0
CASCO H.VALLECAS,2019,num_sanidad,57.0
VINATEROS,2019,num_sanidad,14.0
CORRALEJOS,2019,num_sanidad,8.0
APOSTOL SANTIAGO,2019,num_sanidad,9.0
VALDERRIVAS,2019,num_sanidad,6.0
ACACIAS,2019,num_sanidad,65.0
COLINA,2019,num_sanidad,26.0
NUEVA ESPAÑA,2019,num_sanidad,59.0
DELICIAS,2019,num_sanidad,35.0
RECOLETOS,2019,num_sanidad,25.0
VALVERDE,2019,num_sanidad,81.0
EL GOLOSO,2019,num_sanidad,30.0
PUERTA BONITA,2019,num_sanidad,42.0
NIÑO JESUS,2019,num_sanidad,28.0
SIMANCAS,2019,num_sanidad,34.0
SAN FERMIN,2019,num_sanidad,15.0
MEDIA LEGUA,2019,num_sanidad,21.0
UNIVERSIDAD,2019,num_sanidad,52.0
MIRASIERRA,2019,num_sanidad,60.0
CUATRO CAMINOS,2019,num_sanidad,55.0
IMPERIAL,2019,num_sanidad,36.0
REJAS,2019,num_sanidad,7.0
VALDEMARIN,2019,num_sanidad,10.0
ARGUELLES,2019,num_sanidad,50.0
EL PILAR,2019,num_sanidad,54.0
EMBAJADORES,2019,num_sanidad,41.0
CASTILLEJOS,2019,num_sanidad,43.0
PAVONES,2020,num_sanidad,34.0
CASCO H.BARAJAS,2020,num_sanidad,23.0
BUTARQUE,2020,num_sanidad,10.0
ALMENDRALES,2020,num_sanidad,26.0
TRAFALGAR,2020,num_sanidad,66.0
PALOS DE LA FRONTERA,2020,num_sanidad,0.0
PALOS DE MOGUER,2020,num_sanidad,59.0
VALDEFUENTES,2020,num_sanidad,48.0
MOSCARDO,2020,num_sanidad,36.0
LOS ROSALES,2020,num_sanidad,36.0
PRADOLONGO,2020,num_sanidad,27.0
VENTAS,2020,num_sanidad,70.0
LOS JERONIMOS,2020,num_sanidad,10.0
AEROPUERTO,2020,num_sanidad,5.0
VISTA ALEGRE,2020,num_sanidad,81.0
ORCASITAS,2020,num_sanidad,15.0
LEGAZPI,2020,num_sanidad,33.0
SAN DIEGO,2020,num_sanidad,57.0
FUENTELARREINA,2020,num_sanidad,2.0
EL PARDO,2020,num_sanidad,9.0
ADELFAS,2020,num_sanidad,25.0
CAMPAMENTO,2020,num_sanidad,16.0
LA PAZ,2020,num_sanidad,59.0
ENTREVIAS,2020,num_sanidad,28.0
CASCO H.VICALVARO,2020,num_sanidad,45.0
PROSPERIDAD,2020,num_sanidad,58.0
BERRUGUETE,2020,num_sanidad,23.0
ALMAGRO,2020,num_sanidad,54.0
LOS CARMENES,2020,num_sanidad,12.0
LUCERO,2020,num_sanidad,42.0
GAZTAMBIDE,2020,num_sanidad,60.0
COSTILLARES,2020,num_sanidad,33.0
ARAPILES,2020,num_sanidad,56.0
SAN ANDRES,2020,num_sanidad,58.0
CUATRO VIENTOS,2020,num_sanidad,7.0
ROSAS,2020,num_sanidad,51.0
TIMON,2020,num_sanidad,22.0
PEÑAGRANDE,2020,num_sanidad,0.0
SAN CRISTOBAL,2020,num_sanidad,11.0
PALOMERAS SURESTE,2020,num_sanidad,29.0
CORTES,2020,num_sanidad,16.0
CANILLAS,2020,num_sanidad,82.0
ATALAYA,2020,num_sanidad,3.0
PORTAZGO,2020,num_sanidad,36.0
FONTARRON,2020,num_sanidad,20.0
CONCEPCION,2020,num_sanidad,26.0
ARAVACA,2020,num_sanidad,44.0
PEÑA GRANDE,2020,num_sanidad,59.0
HORCAJO,2020,num_sanidad,10.0
ABRANTES,2020,num_sanidad,21.0
ALUCHE,2020,num_sanidad,117.0
VALDEBERNARDO,2020,num_sanidad,21.0
ALMENARA,2020,num_sanidad,50.0
AMPOSTA,2020,num_sanidad,15.0
CANILLEJAS,2020,num_sanidad,43.0
EL SALVADOR,2020,num_sanidad,5.0
EL VISO,2020,num_sanidad,42.0
FUENTE DEL BERRO,2020,num_sanidad,48.0
VALLEHERMOSO,2020,num_sanidad,70.0
BUENAVISTA,2020,num_sanidad,48.0
SAN JUAN BAUTISTA,2020,num_sanidad,32.0
COMILLAS,2020,num_sanidad,19.0
GOYA,2020,num_sanidad,74.0
CASTELLANA,2020,num_sanidad,38.0
LAS AGUILAS,2020,num_sanidad,53.0
ENSANCHE DE VALLECAS,2020,num_sanidad,35.0
BELLAS VISTAS,2020,num_sanidad,30.0
PACIFICO,2020,num_sanidad,44.0
CASTILLA,2020,num_sanidad,22.0
SAN PASCUAL,2020,num_sanidad,28.0
QUINTANA,2020,num_sanidad,46.0
JUSTICIA,2020,num_sanidad,30.0
ATOCHA,2020,num_sanidad,2.0
HISPANOAMERICA,2020,num_sanidad,86.0
VALDEZARZA,2020,num_sanidad,40.0
PIOVERA,2020,num_sanidad,27.0
GUINDALERA,2020,num_sanidad,82.0
CHOPERA,2020,num_sanidad,29.0
PUEBLO NUEVO,2020,num_sanidad,79.0
ARCOS,2020,num_sanidad,13.0
PALOMERAS BAJAS,2020,num_sanidad,33.0
RIOS ROSAS,2020,num_sanidad,55.0
MARROQUINA,2020,num_sanidad,48.0
SOL,2020,num_sanidad,7.0
CIUDAD JARDIN,2020,num_sanidad,47.0
PALOMAS,2020,num_sanidad,8.0
SAN ISIDRO,2020,num_sanidad,35.0
PINAR DEL REY,2020,num_sanidad,64.0
PALACIO,2020,num_sanidad,20.0
CASA DE CAMPO,2020,num_sanidad,30.0
ALAMEDA DE OSUNA,2020,num_sanidad,18.0
ORCASUR,2020,num_sanidad,14.0
IBIZA,2020,num_sanidad,36.0
ZOFIO,2020,num_sanidad,11.0
HELLIN,2020,num_sanidad,12.0
PUERTA DEL ANGEL,2020,num_sanidad,55.0
CIUDAD UNIVERSITARIA,2020,num_sanidad,38.0
EL CAÑAVERAL,2020,num_sanidad,1.0
LISTA,2020,num_sanidad,52.0
LOS ANGELES,2020,num_sanidad,39.0
OPAÑEL,2020,num_sanidad,47.0
EL PLANTIO,2020,num_sanidad,12.0
NUMANCIA,2020,num_sanidad,51.0
VALDEACEDERAS,2020,num_sanidad,32.0
SANTA EUGENIA,2020,num_sanidad,23.0
ESTRELLA,2020,num_sanidad,19.0
CASCO H.VALLECAS,2020,num_sanidad,58.0
VINATEROS,2020,num_sanidad,14.0
CORRALEJOS,2020,num_sanidad,8.0
APOSTOL SANTIAGO,2020,num_sanidad,9.0
VALDERRIVAS,2020,num_sanidad,6.0
ACACIAS,2020,num_sanidad,70.0
COLINA,2020,num_sanidad,28.0
NUEVA ESPAÑA,2020,num_sanidad,57.0
DELICIAS,2020,num_sanidad,37.0
RECOLETOS,2020,num_sanidad,27.0
VALVERDE,2020,num_sanidad,83.0
EL GOLOSO,2020,num_sanidad,30.0
PUERTA BONITA,2020,num_sanidad,44.0
NIÑO JESUS,2020,num_sanidad,28.0
SIMANCAS,2020,num_sanidad,35.0
SAN FERMIN,2020,num_sanidad,15.0
MEDIA LEGUA,2020,num_sanidad,22.0
UNIVERSIDAD,2020,num_sanidad,53.0
MIRASIERRA,2020,num_sanidad,61.0
CUATRO CAMINOS,2020,num_sanidad,54.0
IMPERIAL,2020,num_sanidad,36.0
REJAS,2020,num_sanidad,8.0
VALDEMARIN,2020,num_sanidad,11.0
ARGUELLES,2020,num_sanidad,54.0
EL PILAR,2020,num_sanidad,57.0
EMBAJADORES,2020,num_sanidad,40.0
CASTILLEJOS,2020,num_sanidad,45.0
PAVONES,2021,num_sanidad,34.0
CASCO H.BARAJAS,2021,num_sanidad,22.0
BUTARQUE,2021,num_sanidad,10.0
ALMENDRALES,2021,num_sanidad,26.0
TRAFALGAR,2021,num_sanidad,76.0
PALOS DE LA FRONTERA,2021,num_sanidad,0.0
PALOS DE MOGUER,2021,num_sanidad,61.0
VALDEFUENTES,2021,num_sanidad,51.0
MOSCARDO,2021,num_sanidad,37.0
LOS ROSALES,2021,num_sanidad,39.0
PRADOLONGO,2021,num_sanidad,27.0
VENTAS,2021,num_sanidad,72.0
LOS JERONIMOS,2021,num_sanidad,11.0
AEROPUERTO,2021,num_sanidad,5.0
VISTA ALEGRE,2021,num_sanidad,88.0
ORCASITAS,2021,num_sanidad,15.0
LEGAZPI,2021,num_sanidad,33.0
SAN DIEGO,2021,num_sanidad,58.0
FUENTELARREINA,2021,num_sanidad,3.0
EL PARDO,2021,num_sanidad,9.0
ADELFAS,2021,num_sanidad,26.0
CAMPAMENTO,2021,num_sanidad,17.0
LA PAZ,2021,num_sanidad,59.0
ENTREVIAS,2021,num_sanidad,28.0
CASCO H.VICALVARO,2021,num_sanidad,49.0
PROSPERIDAD,2021,num_sanidad,59.0
BERRUGUETE,2021,num_sanidad,24.0
ALMAGRO,2021,num_sanidad,58.0
LOS CARMENES,2021,num_sanidad,12.0
LUCERO,2021,num_sanidad,43.0
GAZTAMBIDE,2021,num_sanidad,62.0
COSTILLARES,2021,num_sanidad,36.0
ARAPILES,2021,num_sanidad,57.0
SAN ANDRES,2021,num_sanidad,58.0
CUATRO VIENTOS,2021,num_sanidad,7.0
ROSAS,2021,num_sanidad,53.0
TIMON,2021,num_sanidad,23.0
PEÑAGRANDE,2021,num_sanidad,0.0
SAN CRISTOBAL,2021,num_sanidad,11.0
PALOMERAS SURESTE,2021,num_sanidad,31.0
CORTES,2021,num_sanidad,17.0
CANILLAS,2021,num_sanidad,86.0
ATALAYA,2021,num_sanidad,3.0
PORTAZGO,2021,num_sanidad,37.0
FONTARRON,2021,num_sanidad,21.0
CONCEPCION,2021,num_sanidad,27.0
ARAVACA,2021,num_sanidad,42.0
PEÑA GRANDE,2021,num_sanidad,62.0
HORCAJO,2021,num_sanidad,10.0
ABRANTES,2021,num_sanidad,21.0
ALUCHE,2021,num_sanidad,117.0
VALDEBERNARDO,2021,num_sanidad,21.0
ALMENARA,2021,num_sanidad,50.0
AMPOSTA,2021,num_sanidad,15.0
CANILLEJAS,2021,num_sanidad,44.0
EL SALVADOR,2021,num_sanidad,6.0
EL VISO,2021,num_sanidad,43.0
FUENTE DEL BERRO,2021,num_sanidad,51.0
VALLEHERMOSO,2021,num_sanidad,73.0
BUENAVISTA,2021,num_sanidad,53.0
SAN JUAN BAUTISTA,2021,num_sanidad,36.0
COMILLAS,2021,num_sanidad,19.0
GOYA,2021,num_sanidad,82.0
CASTELLANA,2021,num_sanidad,48.0
LAS AGUILAS,2021,num_sanidad,54.0
ENSANCHE DE VALLECAS,2021,num_sanidad,37.0
BELLAS VISTAS,2021,num_sanidad,31.0
PACIFICO,2021,num_sanidad,48.0
CASTILLA,2021,num_sanidad,25.0
SAN PASCUAL,2021,num_sanidad,31.0
QUINTANA,2021,num_sanidad,47.0
JUSTICIA,2021,num_sanidad,33.0
ATOCHA,2021,num_sanidad,2.0
HISPANOAMERICA,2021,num_sanidad,91.0
VALDEZARZA,2021,num_sanidad,42.0
PIOVERA,2021,num_sanidad,26.0
GUINDALERA,2021,num_sanidad,85.0
CHOPERA,2021,num_sanidad,28.0
PUEBLO NUEVO,2021,num_sanidad,80.0
ARCOS,2021,num_sanidad,13.0
PALOMERAS BAJAS,2021,num_sanidad,33.0
RIOS ROSAS,2021,num_sanidad,59.0
MARROQUINA,2021,num_sanidad,48.0
SOL,2021,num_sanidad,8.0
CIUDAD JARDIN,2021,num_sanidad,50.0
PALOMAS,2021,num_sanidad,8.0
SAN ISIDRO,2021,num_sanidad,35.0
PINAR DEL REY,2021,num_sanidad,62.0
PALACIO,2021,num_sanidad,23.0
CASA DE CAMPO,2021,num_sanidad,32.0
ALAMEDA DE OSUNA,2021,num_sanidad,19.0
ORCASUR,2021,num_sanidad,14.0
IBIZA,2021,num_sanidad,42.0
ZOFIO,2021,num_sanidad,12.0
HELLIN,2021,num_sanidad,13.0
PUERTA DEL ANGEL,2021,num_sanidad,59.0
CIUDAD UNIVERSITARIA,2021,num_sanidad,39.0
EL CAÑAVERAL,2021,num_sanidad,2.0
LISTA,2021,num_sanidad,58.0
LOS ANGELES,2021,num_sanidad,39.0
OPAÑEL,2021,num_sanidad,44.0
EL PLANTIO,2021,num_sanidad,13.0
NUMANCIA,2021,num_sanidad,50.0
VALDEACEDERAS,2021,num_sanidad,30.0
SANTA EUGENIA,2021,num_sanidad,25.0
ESTRELLA,2021,num_sanidad,20.0
CASCO H.VALLECAS,2021,num_sanidad,60.0
VINATEROS,2021,num_sanidad,14.0
CORRALEJOS,2021,num_sanidad,8.0
APOSTOL SANTIAGO,2021,num_sanidad,9.0
VALDERRIVAS,2021,num_sanidad,7.0
ACACIAS,2021,num_sanidad,72.0
COLINA,2021,num_sanidad,29.0
NUEVA ESPAÑA,2021,num_sanidad,57.0
DELICIAS,2021,num_sanidad,38.0
RECOLETOS,2021,num_sanidad,31.0
VALVERDE,2021,num_sanidad,84.0
EL GOLOSO,2021,num_sanidad,30.0
PUERTA BONITA,2021,num_sanidad,45.0
NIÑO JESUS,2021,num_sanidad,32.0
SIMANCAS,2021,num_sanidad,37.0
SAN FERMIN,2021,num_sanidad,14.0
MEDIA LEGUA,2021,num_sanidad,22.0
UNIVERSIDAD,2021,num_sanidad,58.0
MIRASIERRA,2021,num_sanidad,63.0
CUATRO CAMINOS,2021,num_sanidad,54.0
IMPERIAL,2021,num_sanidad,41.0
REJAS,2021,num_sanidad,9.0
VALDEMARIN,2021,num_sanidad,13.0
ARGUELLES,2021,num_sanidad,59.0
EL PILAR,2021,num_sanidad,63.0
EMBAJADORES,2021,num_sanidad,40.0
CASTILLEJOS,2021,num_sanidad,51.0
PAVONES,2022,num_sanidad,34.0
CASCO H.BARAJAS,2022,num_sanidad,22.0
BUTARQUE,2022,num_sanidad,11.0
ALMENDRALES,2022,num_sanidad,25.0
TRAFALGAR,2022,num_sanidad,78.0
PALOS DE LA FRONTERA,2022,num_sanidad,0.0
PALOS DE MOGUER,2022,num_sanidad,69.0
VALDEFUENTES,2022,num_sanidad,60.0
MOSCARDO,2022,num_sanidad,38.0
LOS ROSALES,2022,num_sanidad,44.0
PRADOLONGO,2022,num_sanidad,27.0
VENTAS,2022,num_sanidad,76.0
LOS JERONIMOS,2022,num_sanidad,11.0
AEROPUERTO,2022,num_sanidad,7.0
VISTA ALEGRE,2022,num_sanidad,92.0
ORCASITAS,2022,num_sanidad,14.0
LEGAZPI,2022,num_sanidad,32.0
SAN DIEGO,2022,num_sanidad,57.0
FUENTELARREINA,2022,num_sanidad,2.0
EL PARDO,2022,num_sanidad,9.0
ADELFAS,2022,num_sanidad,30.0
CAMPAMENTO,2022,num_sanidad,19.0
LA PAZ,2022,num_sanidad,67.0
ENTREVIAS,2022,num_sanidad,29.0
CASCO H.VICALVARO,2022,num_sanidad,48.0
PROSPERIDAD,2022,num_sanidad,72.0
BERRUGUETE,2022,num_sanidad,32.0
ALMAGRO,2022,num_sanidad,59.0
LOS CARMENES,2022,num_sanidad,12.0
LUCERO,2022,num_sanidad,46.0
GAZTAMBIDE,2022,num_sanidad,67.0
COSTILLARES,2022,num_sanidad,38.0
ARAPILES,2022,num_sanidad,58.0
SAN ANDRES,2022,num_sanidad,60.0
CUATRO VIENTOS,2022,num_sanidad,7.0
ROSAS,2022,num_sanidad,60.0
TIMON,2022,num_sanidad,24.0
PEÑAGRANDE,2022,num_sanidad,0.0
SAN CRISTOBAL,2022,num_sanidad,11.0
PALOMERAS SURESTE,2022,num_sanidad,34.0
CORTES,2022,num_sanidad,18.0
CANILLAS,2022,num_sanidad,90.0
ATALAYA,2022,num_sanidad,3.0
PORTAZGO,2022,num_sanidad,41.0
FONTARRON,2022,num_sanidad,22.0
CONCEPCION,2022,num_sanidad,33.0
ARAVACA,2022,num_sanidad,46.0
PEÑA GRANDE,2022,num_sanidad,63.0
HORCAJO,2022,num_sanidad,12.0
ABRANTES,2022,num_sanidad,25.0
ALUCHE,2022,num_sanidad,121.0
VALDEBERNARDO,2022,num_sanidad,24.0
ALMENARA,2022,num_sanidad,54.0
AMPOSTA,2022,num_sanidad,15.0
CANILLEJAS,2022,num_sanidad,44.0
EL SALVADOR,2022,num_sanidad,6.0
EL VISO,2022,num_sanidad,44.0
FUENTE DEL BERRO,2022,num_sanidad,52.0
VALLEHERMOSO,2022,num_sanidad,74.0
BUENAVISTA,2022,num_sanidad,56.0
SAN JUAN BAUTISTA,2022,num_sanidad,39.0
COMILLAS,2022,num_sanidad,20.0
GOYA,2022,num_sanidad,86.0
CASTELLANA,2022,num_sanidad,57.0
LAS AGUILAS,2022,num_sanidad,66.0
ENSANCHE DE VALLECAS,2022,num_sanidad,44.0
BELLAS VISTAS,2022,num_sanidad,33.0
PACIFICO,2022,num_sanidad,48.0
CASTILLA,2022,num_sanidad,32.0
SAN PASCUAL,2022,num_sanidad,33.0
QUINTANA,2022,num_sanidad,46.0
JUSTICIA,2022,num_sanidad,34.0
ATOCHA,2022,num_sanidad,2.0
HISPANOAMERICA,2022,num_sanidad,100.0
VALDEZARZA,2022,num_sanidad,44.0
PIOVERA,2022,num_sanidad,33.0
GUINDALERA,2022,num_sanidad,93.0
CHOPERA,2022,num_sanidad,33.0
PUEBLO NUEVO,2022,num_sanidad,82.0
ARCOS,2022,num_sanidad,14.0
PALOMERAS BAJAS,2022,num_sanidad,37.0
RIOS ROSAS,2022,num_sanidad,61.0
MARROQUINA,2022,num_sanidad,51.0
SOL,2022,num_sanidad,11.0
CIUDAD JARDIN,2022,num_sanidad,52.0
PALOMAS,2022,num_sanidad,8.0
SAN ISIDRO,2022,num_sanidad,35.0
PINAR DEL REY,2022,num_sanidad,63.0
PALACIO,2022,num_sanidad,27.0
