Barrio,anyo,anyo_timestamp,Indicador,valor_indicador
Ventas,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),22.22
Villaverde Alto - Casco Histórico de Villaverde,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),16.07
Vinateros,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),27.89
Vista Alegre,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),21.82
Zofío,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),17.47
Águilas,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),27.53
Ángeles,2024,2024-01-01,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),23.1
Abrantes,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1985.0
Acacias,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1540.0
Adelfas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),718.0
Aeropuerto,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),102.0
Alameda de Osuna,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),590.0
Almagro,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),486.0
Almenara,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1632.0
Almendrales,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1415.0
Aluche,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3159.0
Amposta,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),759.0
Apóstol Santiago,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),781.0
Arapiles,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),841.0
Aravaca,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),683.0
Arcos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1547.0
Argüelles,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),784.0
Atalaya,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),31.0
Atocha,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),79.0
Bellas Vistas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1443.0
Berruguete,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1367.0
Buenavista,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2408.0
Butarque,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1080.0
Campamento,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),868.0
Canillas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1710.0
Canillejas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1504.0
Casa de Campo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),546.0
Casco Histórico de Barajas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),386.0
Casco Histórico de Vallecas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3364.0
Casco Histórico de Vicálvaro,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2457.0
Castellana,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),384.0
Castilla,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),567.0
Castillejos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),731.0
Chopera,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),943.0
Ciudad Jardín,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),706.0
Ciudad Universitaria,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),413.0
Colina,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),245.0
Comillas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1338.0
Corralejos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),230.0
Cortes,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),533.0
Costillares,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),702.0
Cuatro Caminos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1254.0
Cuatro Vientos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),317.0
Delicias,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1099.0
El Cañaveral,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),94.0
El Goloso,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),402.0
El Pardo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),140.0
El Plantío,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),59.0
El Salvador,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),444.0
El Viso,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),332.0
Embajadores,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2704.0
Ensanche de Vallecas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2412.0
Entrevías,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2994.0
Estrella,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),626.0
Fontarrón,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1012.0
Fuente del Berro,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),787.0
Fuentelarreina,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),77.0
Gaztambide,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),820.0
Goya,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),886.0
Guindalera,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1443.0
Hellín,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),691.0
Hispanoamérica,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),848.0
Horcajo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),366.0
Ibiza,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),749.0
Imperial,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),934.0
Justicia,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),825.0
La Concepción,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),971.0
La Paz,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),940.0
Legazpi,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),680.0
Lista,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),635.0
Los Cármenes,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1287.0
Los Jerónimos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),170.0
Los Rosales,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2360.0
Lucero,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2028.0
Marroquina,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1254.0
Media Legua,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),934.0
Mirasierra,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),850.0
Moscardó,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1563.0
Niño Jesús,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),363.0
Nueva España,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),569.0
Numancia,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3421.0
Opañel,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1854.0
Orcasitas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1492.0
Orcasur,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1188.0
Pacífico,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1274.0
Palacio,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1235.0
Palomas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),197.0
Palomeras Bajas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2702.0
Palomeras Sureste,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2859.0
Palos de la Frontera,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1230.0
Pavones,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),551.0
Peñagrande,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1704.0
Pilar,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1958.0
Pinar del Rey,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2688.0
Piovera,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),352.0
Portazgo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2141.0
Pradolongo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1121.0
Prosperidad,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1391.0
Pueblo Nuevo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3212.0
Puerta Bonita,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2359.0
Puerta del Ángel,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2590.0
Quintana,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1248.0
Recoletos,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),323.0
Rejas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),668.0
Rosas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1261.0
Ríos Rosas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),873.0
San Cristóbal,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1539.0
San Diego,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3283.0
San Fermín,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1617.0
San Isidro,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2990.0
San Juan Bautista,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),386.0
San Pascual,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),758.0
Santa Eugenia,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1459.0
Simancas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1644.0
Sol,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),368.0
Timón,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),527.0
Trafalgar,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),890.0
Universidad,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1599.0
Valdeacederas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1493.0
Valdebernardo,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1247.0
Valdefuentes,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1918.0
Valdemarín,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),137.0
Valderrivas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),667.0
Valdezarza,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1340.0
Vallehermoso,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),518.0
Valverde,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2631.0
Ventas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2601.0
Villaverde Alto - Casco Histórico de Villaverde,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3576.0
Vinateros,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),784.0
Vista Alegre,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2691.0
Zofío,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),913.0
Águilas,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2451.0
Ángeles,2020,2020-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2050.0
Abrantes,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2564.0
Acacias,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1840.0
Adelfas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),838.0
Aeropuerto,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),134.0
Alameda de Osuna,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),760.0
Almagro,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),635.0
Almenara,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1971.0
Almendrales,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1944.0
Aluche,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),4173.0
Amposta,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1000.0
Apóstol Santiago,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1011.0
Arapiles,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1073.0
Aravaca,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),876.0
Arcos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2070.0
Argüelles,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1025.0
Atalaya,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),58.0
Atocha,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),76.0
Bellas Vistas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1936.0
Berruguete,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1761.0
Buenavista,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3075.0
Butarque,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1477.0
Campamento,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1168.0
Canillas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2082.0
Canillejas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2019.0
Casa de Campo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),715.0
Casco Histórico de Barajas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),572.0
Casco Histórico de Vallecas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3989.0
Casco Histórico de Vicálvaro,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3113.0
Castellana,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),468.0
Castilla,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),689.0
Castillejos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1051.0
Chopera,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1339.0
Ciudad Jardín,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),953.0
Ciudad Universitaria,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),549.0
Colina,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),282.0
Comillas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1769.0
Corralejos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),268.0
Cortes,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),637.0
Costillares,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),818.0
Cuatro Caminos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1628.0
Cuatro Vientos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),383.0
Delicias,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1425.0
El Cañaveral,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),185.0
El Goloso,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),523.0
El Pardo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),166.0
El Plantío,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),74.0
El Salvador,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),564.0
El Viso,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),453.0
Embajadores,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3831.0
Ensanche de Vallecas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3162.0
Entrevías,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3726.0
Estrella,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),747.0
Fontarrón,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1268.0
Fuente del Berro,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1038.0
Fuentelarreina,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),82.0
Gaztambide,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),988.0
Goya,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1152.0
Guindalera,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1926.0
Hellín,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),874.0
Hispanoamérica,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1087.0
Horcajo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),466.0
Ibiza,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),920.0
Imperial,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1166.0
Justicia,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1066.0
La Concepción,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1271.0
La Paz,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1140.0
Legazpi,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),841.0
Lista,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),815.0
Los Cármenes,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1665.0
Los Jerónimos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),220.0
Los Rosales,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3192.0
Lucero,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2712.0
Marroquina,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1457.0
Media Legua,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1218.0
Mirasierra,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1077.0
Moscardó,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2205.0
Niño Jesús,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),451.0
Nueva España,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),671.0
Numancia,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),4435.0
Opañel,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2418.0
Orcasitas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1946.0
Orcasur,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1550.0
Pacífico,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1547.0
Palacio,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1703.0
Palomas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),270.0
Palomeras Bajas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3434.0
Palomeras Sureste,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3666.0
Palos de la Frontera,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1567.0
Pavones,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),663.0
Peñagrande,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2120.0
Pilar,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2445.0
Pinar del Rey,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3481.0
Piovera,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),490.0
Portazgo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2702.0
Pradolongo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1522.0
Prosperidad,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1852.0
Pueblo Nuevo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),4316.0
Puerta Bonita,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3208.0
Puerta del Ángel,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3433.0
Quintana,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1668.0
Recoletos,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),419.0
Rejas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),939.0
Rosas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1522.0
Ríos Rosas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1057.0
San Cristóbal,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2085.0
San Diego,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),4309.0
San Fermín,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2148.0
San Isidro,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3853.0
San Juan Bautista,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),551.0
San Pascual,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),977.0
Santa Eugenia,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1700.0
Simancas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2126.0
Sol,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),544.0
Timón,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),701.0
Trafalgar,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1163.0
Universidad,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2257.0
Valdeacederas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1970.0
Valdebernardo,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1438.0
Valdefuentes,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2471.0
Valdemarín,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),147.0
Valderrivas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),789.0
Valdezarza,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1650.0
Vallehermoso,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),669.0
Valverde,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3375.0
Ventas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3369.0
Villaverde Alto - Casco Histórico de Villaverde,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),4793.0
Vinateros,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1052.0
Vista Alegre,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3601.0
Zofío,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1246.0
Águilas,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3162.0
Ángeles,2021,2021-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2599.0
Abrantes,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1865.0
Acacias,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1390.0
Adelfas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),698.0
Aeropuerto,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),84.0
Alameda de Osuna,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),563.0
Almagro,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),480.0
Almenara,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1501.0
Almendrales,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1359.0
Aluche,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3098.0
Amposta,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),718.0
Apóstol Santiago,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),824.0
Arapiles,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),790.0
Aravaca,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),651.0
Arcos,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1508.0
Argüelles,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),696.0
Atalaya,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),35.0
Atocha,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),65.0
Bellas Vistas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1348.0
Berruguete,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1216.0
Buenavista,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2463.0
Butarque,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1169.0
Campamento,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),871.0
Canillas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1603.0
Canillejas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1500.0
Casa de Campo,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),536.0
Casco Histórico de Barajas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),355.0
Casco Histórico de Vallecas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),3132.0
Casco Histórico de Vicálvaro,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),2390.0
Castellana,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),317.0
Castilla,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),484.0
Castillejos,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),764.0
Chopera,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),900.0
Ciudad Jardín,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),704.0
Ciudad Universitaria,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),419.0
Colina,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),224.0
Comillas,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),1313.0
Corralejos,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),204.0
Cortes,2022,2022-01-01,Paro registrado (número de personas registradas en SEPE en febrero),451.0
