Barrio,anyo,anyo_timestamp,Indicador,valor_indicador
Marroquina,2021,2021-01-01,poblacion_estudios_superiores,7645.0
Media Legua,2021,2021-01-01,poblacion_estudios_superiores,4363.0
Mirasierra,2021,2021-01-01,poblacion_estudios_superiores,14922.0
Moscardó,2021,2021-01-01,poblacion_estudios_superiores,3819.0
Niño Jesús,2021,2021-01-01,poblacion_estudios_superiores,7608.0
Nueva España,2021,2021-01-01,poblacion_estudios_superiores,12472.0
Numancia,2021,2021-01-01,poblacion_estudios_superiores,6160.0
Opañel,2021,2021-01-01,poblacion_estudios_superiores,6136.0
Orcasitas,2021,2021-01-01,poblacion_estudios_superiores,2352.0
Orcasur,2021,2021-01-01,poblacion_estudios_superiores,1563.0
Pacífico,2021,2021-01-01,poblacion_estudios_superiores,14050.0
Palacio,2021,2021-01-01,poblacion_estudios_superiores,4781.0
Palomas,2021,2021-01-01,poblacion_estudios_superiores,2998.0
Palomeras Bajas,2021,2021-01-01,poblacion_estudios_superiores,5657.0
Palomeras Sureste,2021,2021-01-01,poblacion_estudios_superiores,3918.0
Palos de la Frontera,2021,2021-01-01,poblacion_estudios_superiores,8955.0
Pavones,2021,2021-01-01,poblacion_estudios_superiores,1778.0
Peñagrande,2021,2021-01-01,poblacion_estudios_superiores,14398.0
Pilar,2021,2021-01-01,poblacion_estudios_superiores,12343.0
Pinar del Rey,2021,2021-01-01,poblacion_estudios_superiores,11552.0
Piovera,2021,2021-01-01,poblacion_estudios_superiores,6767.0
Portazgo,2021,2021-01-01,poblacion_estudios_superiores,2675.0
Pradolongo,2021,2021-01-01,poblacion_estudios_superiores,1411.0
Prosperidad,2021,2021-01-01,poblacion_estudios_superiores,16133.0
Pueblo Nuevo,2021,2021-01-01,poblacion_estudios_superiores,11757.0
Puerta Bonita,2021,2021-01-01,poblacion_estudios_superiores,4304.0
Puerta del Ángel,2021,2021-01-01,poblacion_estudios_superiores,9203.0
Quintana,2021,2021-01-01,poblacion_estudios_superiores,5195.0
Recoletos,2021,2021-01-01,poblacion_estudios_superiores,8350.0
Rejas,2021,2021-01-01,poblacion_estudios_superiores,5353.0
Rosas,2021,2021-01-01,poblacion_estudios_superiores,8185.0
Ríos Rosas,2021,2021-01-01,poblacion_estudios_superiores,13413.0
San Cristóbal,2021,2021-01-01,poblacion_estudios_superiores,884.0
San Diego,2021,2021-01-01,poblacion_estudios_superiores,4652.0
San Fermín,2021,2021-01-01,poblacion_estudios_superiores,2686.0
San Isidro,2021,2021-01-01,poblacion_estudios_superiores,5465.0
San Juan Bautista,2021,2021-01-01,poblacion_estudios_superiores,5649.0
San Pascual,2021,2021-01-01,poblacion_estudios_superiores,5034.0
Santa Eugenia,2021,2021-01-01,poblacion_estudios_superiores,4845.0
Simancas,2021,2021-01-01,poblacion_estudios_superiores,5671.0
Sol,2021,2021-01-01,poblacion_estudios_superiores,3354.0
Timón,2021,2021-01-01,poblacion_estudios_superiores,1711.0
Trafalgar,2021,2021-01-01,poblacion_estudios_superiores,12096.0
Universidad,2021,2021-01-01,poblacion_estudios_superiores,15414.0
Valdeacederas,2021,2021-01-01,poblacion_estudios_superiores,6196.0
Valdebernardo,2021,2021-01-01,poblacion_estudios_superiores,4151.0
Valdefuentes,2021,2021-01-01,poblacion_estudios_superiores,25746.0
Valdemarín,2021,2021-01-01,poblacion_estudios_superiores,1246.0
Valderrivas,2021,2021-01-01,poblacion_estudios_superiores,3788.0
Valdezarza,2021,2021-01-01,poblacion_estudios_superiores,8462.0
Vallehermoso,2021,2021-01-01,poblacion_estudios_superiores,10324.0
Valverde,2021,2021-01-01,poblacion_estudios_superiores,19582.0
Ventas,2021,2021-01-01,poblacion_estudios_superiores,9817.0
Villaverde Alto - Casco Histórico de Villaverde,2021,2021-01-01,poblacion_estudios_superiores,3411.0
Vinateros,2021,2021-01-01,poblacion_estudios_superiores,1699.0
Vista Alegre,2021,2021-01-01,poblacion_estudios_superiores,6819.0
Zofío,2021,2021-01-01,poblacion_estudios_superiores,1469.0
Águilas,2021,2021-01-01,poblacion_estudios_superiores,4124.0
Ángeles,2021,2021-01-01,poblacion_estudios_superiores,3510.0
Abrantes,2022,2022-01-01,poblacion_estudios_superiores,4250.0
Acacias,2022,2022-01-01,poblacion_estudios_superiores,15500.0
Adelfas,2022,2022-01-01,poblacion_estudios_superiores,5287.0
Aeropuerto,2022,2022-01-01,poblacion_estudios_superiores,204.0
Alameda de Osuna,2022,2022-01-01,poblacion_estudios_superiores,7676.0
Almagro,2022,2022-01-01,poblacion_estudios_superiores,3313.0
Almenara,2022,2022-01-01,poblacion_estudios_superiores,2682.0
Almendrales,2022,2022-01-01,poblacion_estudios_superiores,3290.0
Aluche,2022,2022-01-01,poblacion_estudios_superiores,4654.0
Amposta,2022,2022-01-01,poblacion_estudios_superiores,744.0
Apóstol Santiago,2022,2022-01-01,poblacion_estudios_superiores,3918.0
Arapiles,2022,2022-01-01,poblacion_estudios_superiores,8656.0
Aravaca,2022,2022-01-01,poblacion_estudios_superiores,11647.0
Arcos,2022,2022-01-01,poblacion_estudios_superiores,3800.0
Argüelles,2022,2022-01-01,poblacion_estudios_superiores,2092.0
Atalaya,2022,2022-01-01,poblacion_estudios_superiores,761.0
Atocha,2022,2022-01-01,poblacion_estudios_superiores,578.0
Bellas Vistas,2022,2022-01-01,poblacion_estudios_superiores,6754.0
Berruguete,2022,2022-01-01,poblacion_estudios_superiores,2040.0
Buenavista,2022,2022-01-01,poblacion_estudios_superiores,6536.0
Butarque,2022,2022-01-01,poblacion_estudios_superiores,3119.0
Campamento,2022,2022-01-01,poblacion_estudios_superiores,3834.0
Canillas,2022,2022-01-01,poblacion_estudios_superiores,3421.0
Canillejas,2022,2022-01-01,poblacion_estudios_superiores,4903.0
Casa de Campo,2022,2022-01-01,poblacion_estudios_superiores,2607.0
Casco Histórico de Barajas,2022,2022-01-01,poblacion_estudios_superiores,1232.0
Casco Histórico de Vallecas,2022,2022-01-01,poblacion_estudios_superiores,1676.0
Casco Histórico de Vicálvaro,2022,2022-01-01,poblacion_estudios_superiores,3553.0
Castellana,2022,2022-01-01,poblacion_estudios_superiores,8498.0
Castilla,2022,2022-01-01,poblacion_estudios_superiores,8295.0
Castillejos,2022,2022-01-01,poblacion_estudios_superiores,9249.0
Chopera,2022,2022-01-01,poblacion_estudios_superiores,6417.0
Ciudad Jardín,2022,2022-01-01,poblacion_estudios_superiores,5370.0
Ciudad Universitaria,2022,2022-01-01,poblacion_estudios_superiores,8108.0
Colina,2022,2022-01-01,poblacion_estudios_superiores,2946.0
Comillas,2022,2022-01-01,poblacion_estudios_superiores,4969.0
Corralejos,2022,2022-01-01,poblacion_estudios_superiores,3096.0
Cortes,2022,2022-01-01,poblacion_estudios_superiores,5314.0
Costillares,2022,2022-01-01,poblacion_estudios_superiores,10160.0
Cuatro Caminos,2022,2022-01-01,poblacion_estudios_superiores,15261.0
Cuatro Vientos,2022,2022-01-01,poblacion_estudios_superiores,1504.0
Delicias,2022,2022-01-01,poblacion_estudios_superiores,11263.0
El Cañaveral,2022,2022-01-01,poblacion_estudios_superiores,2700.0
El Goloso,2022,2022-01-01,poblacion_estudios_superiores,7718.0
El Pardo,2022,2022-01-01,poblacion_estudios_superiores,709.0
El Plantío,2022,2022-01-01,poblacion_estudios_superiores,1331.0
El Salvador,2022,2022-01-01,poblacion_estudios_superiores,4311.0
El Viso,2022,2022-01-01,poblacion_estudios_superiores,8630.0
Embajadores,2022,2022-01-01,poblacion_estudios_superiores,16016.0
Ensanche de Vallecas,2022,2022-01-01,poblacion_estudios_superiores,12702.0
Entrevías,2022,2022-01-01,poblacion_estudios_superiores,2159.0
Estrella,2022,2022-01-01,poblacion_estudios_superiores,10820.0
Fontarrón,2022,2022-01-01,poblacion_estudios_superiores,2872.0
Fuente del Berro,2022,2022-01-01,poblacion_estudios_superiores,7271.0
Fuentelarreina,2022,2022-01-01,poblacion_estudios_superiores,560.0
Gaztambide,2022,2022-01-01,poblacion_estudios_superiores,11314.0
Goya,2022,2022-01-01,poblacion_estudios_superiores,14706.0
Guindalera,2022,2022-01-01,poblacion_estudios_superiores,6666.0
Hellín,2022,2022-01-01,poblacion_estudios_superiores,954.0
Hispanoamérica,2022,2022-01-01,poblacion_estudios_superiores,15576.0
Horcajo,2022,2022-01-01,poblacion_estudios_superiores,1928.0
Ibiza,2022,2022-01-01,poblacion_estudios_superiores,10030.0
Imperial,2022,2022-01-01,poblacion_estudios_superiores,7421.0
Justicia,2022,2022-01-01,poblacion_estudios_superiores,9050.0
La Concepción,2022,2022-01-01,poblacion_estudios_superiores,5599.0
La Paz,2022,2022-01-01,poblacion_estudios_superiores,9464.0
Legazpi,2022,2022-01-01,poblacion_estudios_superiores,7591.0
Lista,2022,2022-01-01,poblacion_estudios_superiores,9426.0
Los Cármenes,2022,2022-01-01,poblacion_estudios_superiores,3113.0
Los Jerónimos,2022,2022-01-01,poblacion_estudios_superiores,3373.0
Los Rosales,2022,2022-01-01,poblacion_estudios_superiores,3558.0
Lucero,2022,2022-01-01,poblacion_estudios_superiores,2023.0
Marroquina,2022,2022-01-01,poblacion_estudios_superiores,7741.0
Media Legua,2022,2022-01-01,poblacion_estudios_superiores,4381.0
Mirasierra,2022,2022-01-01,poblacion_estudios_superiores,15420.0
Moscardó,2022,2022-01-01,poblacion_estudios_superiores,3932.0
Niño Jesús,2022,2022-01-01,poblacion_estudios_superiores,5928.0
Nueva España,2022,2022-01-01,poblacion_estudios_superiores,8915.0
Numancia,2022,2022-01-01,poblacion_estudios_superiores,6172.0
Opañel,2022,2022-01-01,poblacion_estudios_superiores,5418.0
Orcasitas,2022,2022-01-01,poblacion_estudios_superiores,2453.0
Orcasur,2022,2022-01-01,poblacion_estudios_superiores,1615.0
Pacífico,2022,2022-01-01,poblacion_estudios_superiores,11504.0
Palacio,2022,2022-01-01,poblacion_estudios_superiores,10579.0
Palomas,2022,2022-01-01,poblacion_estudios_superiores,3094.0
Palomeras Bajas,2022,2022-01-01,poblacion_estudios_superiores,5791.0
Palomeras Sureste,2022,2022-01-01,poblacion_estudios_superiores,4045.0
Palos de la Frontera,2022,2022-01-01,poblacion_estudios_superiores,10086.0
Pavones,2022,2022-01-01,poblacion_estudios_superiores,899.0
Peñagrande,2022,2022-01-01,poblacion_estudios_superiores,14601.0
Pilar,2022,2022-01-01,poblacion_estudios_superiores,12430.0
Pinar del Rey,2022,2022-01-01,poblacion_estudios_superiores,1888.0
Piovera,2022,2022-01-01,poblacion_estudios_superiores,6942.0
Portazgo,2022,2022-01-01,poblacion_estudios_superiores,2768.0
Pradolongo,2022,2022-01-01,poblacion_estudios_superiores,1432.0
Prosperidad,2022,2022-01-01,poblacion_estudios_superiores,14535.0
Pueblo Nuevo,2022,2022-01-01,poblacion_estudios_superiores,11834.0
Puerta Bonita,2022,2022-01-01,poblacion_estudios_superiores,4333.0
Puerta del Ángel,2022,2022-01-01,poblacion_estudios_superiores,9380.0
Quintana,2022,2022-01-01,poblacion_estudios_superiores,6351.0
Recoletos,2022,2022-01-01,poblacion_estudios_superiores,8466.0
Rejas,2022,2022-01-01,poblacion_estudios_superiores,5309.0
Rosas,2022,2022-01-01,poblacion_estudios_superiores,8241.0
Ríos Rosas,2022,2022-01-01,poblacion_estudios_superiores,13438.0
San Cristóbal,2022,2022-01-01,poblacion_estudios_superiores,867.0
San Diego,2022,2022-01-01,poblacion_estudios_superiores,4661.0
San Fermín,2022,2022-01-01,poblacion_estudios_superiores,2710.0
San Isidro,2022,2022-01-01,poblacion_estudios_superiores,6529.0
San Juan Bautista,2022,2022-01-01,poblacion_estudios_superiores,5713.0
San Pascual,2022,2022-01-01,poblacion_estudios_superiores,5029.0
Santa Eugenia,2022,2022-01-01,poblacion_estudios_superiores,2548.0
Simancas,2022,2022-01-01,poblacion_estudios_superiores,4911.0
Sol,2022,2022-01-01,poblacion_estudios_superiores,3449.0
Timón,2022,2022-01-01,poblacion_estudios_superiores,1450.0
Trafalgar,2022,2022-01-01,poblacion_estudios_superiores,12218.0
Universidad,2022,2022-01-01,poblacion_estudios_superiores,6958.0
Valdeacederas,2022,2022-01-01,poblacion_estudios_superiores,5072.0
Valdebernardo,2022,2022-01-01,poblacion_estudios_superiores,4230.0
Valdefuentes,2022,2022-01-01,poblacion_estudios_superiores,27405.0
Valdemarín,2022,2022-01-01,poblacion_estudios_superiores,3185.0
Valderrivas,2022,2022-01-01,poblacion_estudios_superiores,1422.0
Valdezarza,2022,2022-01-01,poblacion_estudios_superiores,8577.0
Vallehermoso,2022,2022-01-01,poblacion_estudios_superiores,10376.0
Valverde,2022,2022-01-01,poblacion_estudios_superiores,19679.0
Ventas,2022,2022-01-01,poblacion_estudios_superiores,10000.0
Villaverde Alto - Casco Histórico de Villaverde,2022,2022-01-01,poblacion_estudios_superiores,3503.0
Vinateros,2022,2022-01-01,poblacion_estudios_superiores,1743.0
Vista Alegre,2022,2022-01-01,poblacion_estudios_superiores,6903.0
Zofío,2022,2022-01-01,poblacion_estudios_superiores,1501.0
Águilas,2022,2022-01-01,poblacion_estudios_superiores,6636.0
Ángeles,2022,2022-01-01,poblacion_estudios_superiores,3791.0
Abrantes,2023,2023-01-01,poblacion_estudios_superiores,4434.0
Acacias,2023,2023-01-01,poblacion_estudios_superiores,7801.0
Adelfas,2023,2023-01-01,poblacion_estudios_superiores,6957.0
Aeropuerto,2023,2023-01-01,poblacion_estudios_superiores,212.0
Alameda de Osuna,2023,2023-01-01,poblacion_estudios_superiores,7758.0
Almagro,2023,2023-01-01,poblacion_estudios_superiores,3328.0
Almenara,2023,2023-01-01,poblacion_estudios_superiores,5986.0
Almendrales,2023,2023-01-01,poblacion_estudios_superiores,1694.0
Aluche,2023,2023-01-01,poblacion_estudios_superiores,11123.0
Amposta,2023,2023-01-01,poblacion_estudios_superiores,842.0
Apóstol Santiago,2023,2023-01-01,poblacion_estudios_superiores,4068.0
Arapiles,2023,2023-01-01,poblacion_estudios_superiores,11721.0
Aravaca,2023,2023-01-01,poblacion_estudios_superiores,11815.0
Arcos,2023,2023-01-01,poblacion_estudios_superiores,4007.0
Argüelles,2023,2023-01-01,poblacion_estudios_superiores,12298.0
Atalaya,2023,2023-01-01,poblacion_estudios_superiores,792.0
Atocha,2023,2023-01-01,poblacion_estudios_superiores,682.0
Bellas Vistas,2023,2023-01-01,poblacion_estudios_superiores,9000.0
Berruguete,2023,2023-01-01,poblacion_estudios_superiores,6761.0
Buenavista,2023,2023-01-01,poblacion_estudios_superiores,7060.0
Butarque,2023,2023-01-01,poblacion_estudios_superiores,3268.0
Campamento,2023,2023-01-01,poblacion_estudios_superiores,3913.0
Canillas,2023,2023-01-01,poblacion_estudios_superiores,11350.0
Canillejas,2023,2023-01-01,poblacion_estudios_superiores,5217.0
Casa de Campo,2023,2023-01-01,poblacion_estudios_superiores,2729.0
Casco Histórico de Barajas,2023,2023-01-01,poblacion_estudios_superiores,1291.0
Casco Histórico de Vallecas,2023,2023-01-01,poblacion_estudios_superiores,3735.0
Casco Histórico de Vicálvaro,2023,2023-01-01,poblacion_estudios_superiores,3831.0
Castellana,2023,2023-01-01,poblacion_estudios_superiores,8508.0
Castilla,2023,2023-01-01,poblacion_estudios_superiores,1884.0
Castillejos,2023,2023-01-01,poblacion_estudios_superiores,9513.0
Chopera,2023,2023-01-01,poblacion_estudios_superiores,6754.0
Ciudad Jardín,2023,2023-01-01,poblacion_estudios_superiores,3989.0
Ciudad Universitaria,2023,2023-01-01,poblacion_estudios_superiores,8276.0
Colina,2023,2023-01-01,poblacion_estudios_superiores,1425.0
Comillas,2023,2023-01-01,poblacion_estudios_superiores,1661.0
Corralejos,2023,2023-01-01,poblacion_estudios_superiores,1414.0
Cortes,2023,2023-01-01,poblacion_estudios_superiores,5384.0
Costillares,2023,2023-01-01,poblacion_estudios_superiores,4465.0
Cuatro Caminos,2023,2023-01-01,poblacion_estudios_superiores,15634.0
Cuatro Vientos,2023,2023-01-01,poblacion_estudios_superiores,1597.0
Delicias,2023,2023-01-01,poblacion_estudios_superiores,11683.0
El Cañaveral,2023,2023-01-01,poblacion_estudios_superiores,3374.0
El Goloso,2023,2023-01-01,poblacion_estudios_superiores,3358.0
El Pardo,2023,2023-01-01,poblacion_estudios_superiores,753.0
El Plantío,2023,2023-01-01,poblacion_estudios_superiores,1344.0
El Salvador,2023,2023-01-01,poblacion_estudios_superiores,4343.0
El Viso,2023,2023-01-01,poblacion_estudios_superiores,6933.0
Embajadores,2023,2023-01-01,poblacion_estudios_superiores,16198.0
Ensanche de Vallecas,2023,2023-01-01,poblacion_estudios_superiores,13364.0
Entrevías,2023,2023-01-01,poblacion_estudios_superiores,2369.0
Estrella,2023,2023-01-01,poblacion_estudios_superiores,10877.0
Fontarrón,2023,2023-01-01,poblacion_estudios_superiores,3043.0
Fuente del Berro,2023,2023-01-01,poblacion_estudios_superiores,9364.0
Fuentelarreina,2023,2023-01-01,poblacion_estudios_superiores,750.0
Gaztambide,2023,2023-01-01,poblacion_estudios_superiores,5309.0
Goya,2023,2023-01-01,poblacion_estudios_superiores,14987.0
Guindalera,2023,2023-01-01,poblacion_estudios_superiores,15811.0
Hellín,2023,2023-01-01,poblacion_estudios_superiores,1072.0
Hispanoamérica,2023,2023-01-01,poblacion_estudios_superiores,6769.0
Horcajo,2023,2023-01-01,poblacion_estudios_superiores,1969.0
Ibiza,2023,2023-01-01,poblacion_estudios_superiores,10161.0
Imperial,2023,2023-01-01,poblacion_estudios_superiores,9384.0
Justicia,2023,2023-01-01,poblacion_estudios_superiores,9169.0
La Concepción,2023,2023-01-01,poblacion_estudios_superiores,2367.0
La Paz,2023,2023-01-01,poblacion_estudios_superiores,14372.0
Legazpi,2023,2023-01-01,poblacion_estudios_superiores,2456.0
Lista,2023,2023-01-01,poblacion_estudios_superiores,9665.0
Los Cármenes,2023,2023-01-01,poblacion_estudios_superiores,3329.0
Los Jerónimos,2023,2023-01-01,poblacion_estudios_superiores,1320.0
Los Rosales,2023,2023-01-01,poblacion_estudios_superiores,3621.0
Lucero,2023,2023-01-01,poblacion_estudios_superiores,7279.0
Marroquina,2023,2023-01-01,poblacion_estudios_superiores,7884.0
Media Legua,2023,2023-01-01,poblacion_estudios_superiores,4512.0
Mirasierra,2023,2023-01-01,poblacion_estudios_superiores,15748.0
Moscardó,2023,2023-01-01,poblacion_estudios_superiores,4270.0
Niño Jesús,2023,2023-01-01,poblacion_estudios_superiores,7667.0
Nueva España,2023,2023-01-01,poblacion_estudios_superiores,8967.0
Numancia,2023,2023-01-01,poblacion_estudios_superiores,5552.0
Opañel,2023,2023-01-01,poblacion_estudios_superiores,6665.0
Orcasitas,2023,2023-01-01,poblacion_estudios_superiores,2544.0
Orcasur,2023,2023-01-01,poblacion_estudios_superiores,1680.0
Pacífico,2023,2023-01-01,poblacion_estudios_superiores,12860.0
Palacio,2023,2023-01-01,poblacion_estudios_superiores,4962.0
Palomas,2023,2023-01-01,poblacion_estudios_superiores,1345.0
Palomeras Bajas,2023,2023-01-01,poblacion_estudios_superiores,6103.0
Palomeras Sureste,2023,2023-01-01,poblacion_estudios_superiores,1318.0
Palos de la Frontera,2023,2023-01-01,poblacion_estudios_superiores,10348.0
Pavones,2023,2023-01-01,poblacion_estudios_superiores,942.0
Peñagrande,2023,2023-01-01,poblacion_estudios_superiores,10172.0
Pilar,2023,2023-01-01,poblacion_estudios_superiores,12803.0
Pinar del Rey,2023,2023-01-01,poblacion_estudios_superiores,10298.0
Piovera,2023,2023-01-01,poblacion_estudios_superiores,7074.0
Portazgo,2023,2023-01-01,poblacion_estudios_superiores,2913.0
Pradolongo,2023,2023-01-01,poblacion_estudios_superiores,1512.0
Prosperidad,2023,2023-01-01,poblacion_estudios_superiores,5908.0
Pueblo Nuevo,2023,2023-01-01,poblacion_estudios_superiores,10649.0
Puerta Bonita,2023,2023-01-01,poblacion_estudios_superiores,4633.0
Puerta del Ángel,2023,2023-01-01,poblacion_estudios_superiores,10520.0
Quintana,2023,2023-01-01,poblacion_estudios_superiores,3285.0
Recoletos,2023,2023-01-01,poblacion_estudios_superiores,6498.0
Rejas,2023,2023-01-01,poblacion_estudios_superiores,5490.0
Rosas,2023,2023-01-01,poblacion_estudios_superiores,8391.0
Ríos Rosas,2023,2023-01-01,poblacion_estudios_superiores,13837.0
San Cristóbal,2023,2023-01-01,poblacion_estudios_superiores,952.0
San Diego,2023,2023-01-01,poblacion_estudios_superiores,2297.0
San Fermín,2023,2023-01-01,poblacion_estudios_superiores,2794.0
San Isidro,2023,2023-01-01,poblacion_estudios_superiores,3397.0
San Juan Bautista,2023,2023-01-01,poblacion_estudios_superiores,5862.0
San Pascual,2023,2023-01-01,poblacion_estudios_superiores,5321.0
Santa Eugenia,2023,2023-01-01,poblacion_estudios_superiores,4930.0
Simancas,2023,2023-01-01,poblacion_estudios_superiores,5278.0
Sol,2023,2023-01-01,poblacion_estudios_superiores,3514.0
Timón,2023,2023-01-01,poblacion_estudios_superiores,3262.0
Trafalgar,2023,2023-01-01,poblacion_estudios_superiores,12480.0
Universidad,2023,2023-01-01,poblacion_estudios_superiores,11676.0
Valdeacederas,2023,2023-01-01,poblacion_estudios_superiores,6551.0
Valdebernardo,2023,2023-01-01,poblacion_estudios_superiores,2042.0
Valdefuentes,2023,2023-01-01,poblacion_estudios_superiores,6918.0
Valdemarín,2023,2023-01-01,poblacion_estudios_superiores,1313.0
Valderrivas,2023,2023-01-01,poblacion_estudios_superiores,3839.0
Valdezarza,2023,2023-01-01,poblacion_estudios_superiores,9052.0
Vallehermoso,2023,2023-01-01,poblacion_estudios_superiores,9529.0
Valverde,2023,2023-01-01,poblacion_estudios_superiores,5946.0
Ventas,2023,2023-01-01,poblacion_estudios_superiores,9420.0
Villaverde Alto - Casco Histórico de Villaverde,2023,2023-01-01,poblacion_estudios_superiores,3779.0
Vinateros,2023,2023-01-01,poblacion_estudios_superiores,3687.0
Vista Alegre,2023,2023-01-01,poblacion_estudios_superiores,6334.0
Zofío,2023,2023-01-01,poblacion_estudios_superiores,1626.0
Águilas,2023,2023-01-01,poblacion_estudios_superiores,6942.0
Ángeles,2023,2023-01-01,poblacion_estudios_superiores,2613.0
Abrantes,2024,2024-01-01,poblacion_estudios_superiores,4672.0
Acacias,2024,2024-01-01,poblacion_estudios_superiores,12786.0
Adelfas,2024,2024-01-01,poblacion_estudios_superiores,7202.0
Aeropuerto,2024,2024-01-01,poblacion_estudios_superiores,219.0
Alameda de Osuna,2024,2024-01-01,poblacion_estudios_superiores,6812.0
Almagro,2024,2024-01-01,poblacion_estudios_superiores,9511.0
Almenara,2024,2024-01-01,poblacion_estudios_superiores,6360.0
Almendrales,2024,2024-01-01,poblacion_estudios_superiores,3733.0
Aluche,2024,2024-01-01,poblacion_estudios_superiores,13672.0
Amposta,2024,2024-01-01,poblacion_estudios_superiores,916.0
Apóstol Santiago,2024,2024-01-01,poblacion_estudios_superiores,4320.0
Arapiles,2024,2024-01-01,poblacion_estudios_superiores,12315.0
Aravaca,2024,2024-01-01,poblacion_estudios_superiores,11197.0
Arcos,2024,2024-01-01,poblacion_estudios_superiores,4310.0
Argüelles,2024,2024-01-01,poblacion_estudios_superiores,2729.0
Atalaya,2024,2024-01-01,poblacion_estudios_superiores,837.0
Atocha,2024,2024-01-01,poblacion_estudios_superiores,724.0
Bellas Vistas,2024,2024-01-01,poblacion_estudios_superiores,9555.0
Berruguete,2024,2024-01-01,poblacion_estudios_superiores,3412.0
Buenavista,2024,2024-01-01,poblacion_estudios_superiores,7636.0
Butarque,2024,2024-01-01,poblacion_estudios_superiores,1693.0
Campamento,2024,2024-01-01,poblacion_estudios_superiores,4114.0
Canillas,2024,2024-01-01,poblacion_estudios_superiores,5562.0
Canillejas,2024,2024-01-01,poblacion_estudios_superiores,5504.0
Casa de Campo,2024,2024-01-01,poblacion_estudios_superiores,2713.0
Casco Histórico de Barajas,2024,2024-01-01,poblacion_estudios_superiores,1369.0
Casco Histórico de Vallecas,2024,2024-01-01,poblacion_estudios_superiores,4068.0
Casco Histórico de Vicálvaro,2024,2024-01-01,poblacion_estudios_superiores,4203.0
Castellana,2024,2024-01-01,poblacion_estudios_superiores,7237.0
Castilla,2024,2024-01-01,poblacion_estudios_superiores,3857.0
Castillejos,2024,2024-01-01,poblacion_estudios_superiores,9967.0
Chopera,2024,2024-01-01,poblacion_estudios_superiores,3453.0
Ciudad Jardín,2024,2024-01-01,poblacion_estudios_superiores,8825.0
Ciudad Universitaria,2024,2024-01-01,poblacion_estudios_superiores,8529.0
Colina,2024,2024-01-01,poblacion_estudios_superiores,3245.0
Comillas,2024,2024-01-01,poblacion_estudios_superiores,5631.0
Corralejos,2024,2024-01-01,poblacion_estudios_superiores,1491.0
Cortes,2024,2024-01-01,poblacion_estudios_superiores,5635.0
Costillares,2024,2024-01-01,poblacion_estudios_superiores,3636.0
Cuatro Caminos,2024,2024-01-01,poblacion_estudios_superiores,16230.0
Cuatro Vientos,2024,2024-01-01,poblacion_estudios_superiores,1674.0
Delicias,2024,2024-01-01,poblacion_estudios_superiores,12238.0
El Cañaveral,2024,2024-01-01,poblacion_estudios_superiores,5846.0
El Goloso,2024,2024-01-01,poblacion_estudios_superiores,3553.0
El Pardo,2024,2024-01-01,poblacion_estudios_superiores,781.0
El Plantío,2024,2024-01-01,poblacion_estudios_superiores,1408.0
El Salvador,2024,2024-01-01,poblacion_estudios_superiores,4526.0
El Viso,2024,2024-01-01,poblacion_estudios_superiores,3586.0
Embajadores,2024,2024-01-01,poblacion_estudios_superiores,17370.0
Ensanche de Vallecas,2024,2024-01-01,poblacion_estudios_superiores,14250.0
Entrevías,2024,2024-01-01,poblacion_estudios_superiores,983.0
Estrella,2024,2024-01-01,poblacion_estudios_superiores,11007.0
Fontarrón,2024,2024-01-01,poblacion_estudios_superiores,3282.0
Fuente del Berro,2024,2024-01-01,poblacion_estudios_superiores,9695.0
Fuentelarreina,2024,2024-01-01,poblacion_estudios_superiores,1717.0
Gaztambide,2024,2024-01-01,poblacion_estudios_superiores,12020.0
Goya,2024,2024-01-01,poblacion_estudios_superiores,12117.0
Guindalera,2024,2024-01-01,poblacion_estudios_superiores,16359.0
Hellín,2024,2024-01-01,poblacion_estudios_superiores,1201.0
Hispanoamérica,2024,2024-01-01,poblacion_estudios_superiores,16197.0
Horcajo,2024,2024-01-01,poblacion_estudios_superiores,2023.0
Ibiza,2024,2024-01-01,poblacion_estudios_superiores,9548.0
Imperial,2024,2024-01-01,poblacion_estudios_superiores,9676.0
Justicia,2024,2024-01-01,poblacion_estudios_superiores,4073.0
La Concepción,2024,2024-01-01,poblacion_estudios_superiores,7496.0
La Paz,2024,2024-01-01,poblacion_estudios_superiores,12542.0
Legazpi,2024,2024-01-01,poblacion_estudios_superiores,2376.0
Lista,2024,2024-01-01,poblacion_estudios_superiores,3894.0
Los Cármenes,2024,2024-01-01,poblacion_estudios_superiores,1727.0
Los Jerónimos,2024,2024-01-01,poblacion_estudios_superiores,3435.0
Los Rosales,2024,2024-01-01,poblacion_estudios_superiores,4101.0
Lucero,2024,2024-01-01,poblacion_estudios_superiores,3637.0
Marroquina,2024,2024-01-01,poblacion_estudios_superiores,8118.0
Media Legua,2024,2024-01-01,poblacion_estudios_superiores,4701.0
Mirasierra,2024,2024-01-01,poblacion_estudios_superiores,16361.0
Moscardó,2024,2024-01-01,poblacion_estudios_superiores,4635.0
Niño Jesús,2024,2024-01-01,poblacion_estudios_superiores,7900.0
Nueva España,2024,2024-01-01,poblacion_estudios_superiores,12076.0
Numancia,2024,2024-01-01,poblacion_estudios_superiores,7069.0
Opañel,2024,2024-01-01,poblacion_estudios_superiores,5965.0
Orcasitas,2024,2024-01-01,poblacion_estudios_superiores,2662.0
