;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2021;15. Ciudad Lineal;15. Ciudad Lineal;171.492;636;5.747;18.331;39.743;6.603;6.820;28.713;3.503;9.881;3.187;35.801;1.430;10.832;265;75.500;219;1.736;6.570;17.211;3.314;3.848;13.481;1.223;3.158;2.443;16.392;774;5.023;108;95.992;417;4.011;11.761;22.532;3.289;2.972;15.232;2.280;6.723;744;19.409;656;5.809;157
1 de enero de 2021;15. Ciudad Lineal;151. Ventas;39.053;166;1.576;5.262;10.809;1.859;1.759;6.651;772;1.902;567;5.781;315;1.567;67;17.004;49;459;1.938;4.787;949;958;3.227;286;628;405;2.501;152;639;26;22.049;117;1.117;3.324;6.022;910;801;3.424;486;1.274;162;3.280;163;928;41
1 de enero de 2021;15. Ciudad Lineal;152. Pueblo Nuevo;49.711;222;2.251;6.814;14.274;2.460;2.290;8.198;1.041;2.429;737;6.837;365;1.754;39;22.250;77;695;2.599;6.559;1.270;1.324;4.032;382;788;576;2.925;194;809;20;27.461;145;1.556;4.215;7.715;1.190;966;4.166;659;1.641;161;3.912;171;945;19
1 de enero de 2021;15. Ciudad Lineal;153. Quintana;19.968;70;620;2.167;5.125;805;801;3.521;420;1.150;351;3.575;178;1.154;31;8.596;23;178;712;2.184;399;454;1.649;156;368;277;1.572;95;519;10;11.372;47;442;1.455;2.941;406;347;1.872;264;782;74;2.003;83;635;21
1 de enero de 2021;15. Ciudad Lineal;154. La Concepción;16.724;43;374;1.501;3.541;547;707;2.984;361;1.105;365;3.799;150;1.204;43;7.194;15;108;477;1.435;248;404;1.407;128;336;272;1.710;83;553;18;9.530;28;266;1.024;2.106;299;303;1.577;233;769;93;2.089;67;651;25
1 de enero de 2021;15. Ciudad Lineal;155. San Pascual;14.337;63;490;1.381;2.649;454;545;2.426;269;951;342;3.597;107;1.044;19;6.237;25;158;484;1.107;224;312;1.087;100;282;267;1.659;52;473;7;8.100;38;332;897;1.542;230;233;1.339;169;669;75;1.938;55;571;12
1 de enero de 2021;15. Ciudad Lineal;156. San Juan Bautista;9.351;15;121;425;1.028;164;252;1.433;178;643;253;3.541;70;1.212;16;4.207;8;40;120;376;80;143;626;56;207;197;1.734;30;584;6;5.144;7;81;305;652;84;109;807;122;436;56;1.807;40;628;10
1 de enero de 2021;15. Ciudad Lineal;157. Colina;4.904;9;83;199;575;84;115;733;113;390;140;1.764;43;648;8;2.153;5;22;61;197;40;68;313;25;119;116;847;31;305;4;2.751;4;61;138;378;44;47;420;88;271;24;917;12;343;4
1 de enero de 2021;15. Ciudad Lineal;158. Atalaya;1.169;0;6;31;125;14;22;190;29;94;19;451;12;171;5;488;0;3;9;34;3;12;86;5;18;13;211;4;88;2;681;0;3;22;91;11;10;104;24;76;6;240;8;83;3
1 de enero de 2021;15. Ciudad Lineal;159. Costillares;16.275;48;226;551;1.617;216;329;2.577;320;1.217;413;6.456;190;2.078;37;7.371;17;73;170;532;101;173;1.054;85;412;320;3.233;133;1.053;15;8.904;31;153;381;1.085;115;156;1.523;235;805;93;3.223;57;1.025;22
1 de enero de 2021;16. Hortaleza;16. Hortaleza;142.652;469;4.307;12.485;25.082;5.152;5.994;22.518;3.160;9.078;3.555;37.839;1.368;11.543;102;65.679;172;1.460;4.687;11.252;2.592;3.534;11.096;1.120;3.027;2.738;17.811;787;5.356;47;76.973;297;2.847;7.798;13.830;2.560;2.460;11.422;2.040;6.051;817;20.028;581;6.187;55
1 de enero de 2021;16. Hortaleza;161. Palomas;4.697;8;28;120;419;50;102;790;107;331;130;1.921;69;616;6;2.211;5;16;39;143;23;58;374;26;106;99;962;39;321;0;2.486;3;12;81;276;27;44;416;81;225;31;959;30;295;6
1 de enero de 2021;16. Hortaleza;162. Piovera;10.407;16;117;319;958;157;257;1.538;171;710;255;4.299;97;1.503;10;4.802;8;46;106;332;61;132;694;44;241;193;2.136;50;753;6;5.605;8;71;213;626;96;125;844;127;469;62;2.163;47;750;4
1 de enero de 2021;16. Hortaleza;163. Canillas;32.373;103;1.270;4.068;6.657;1.399;1.493;5.482;527;1.866;699;6.600;239;1.938;32;14.641;32;405;1.472;3.053;718;904;2.740;187;619;557;2.976;125;834;19;17.732;71;865;2.596;3.604;681;589;2.742;340;1.247;142;3.624;114;1.104;13
1 de enero de 2021;16. Hortaleza;164. Pinar del Rey;42.040;171;1.966;5.688;10.652;2.035;1.939;6.895;820;2.106;761;6.794;295;1.891;27;18.761;48;653;2.178;4.870;1.018;1.139;3.357;296;677;590;2.962;151;813;9;23.279;123;1.313;3.510;5.782;1.017;800;3.538;524;1.429;171;3.832;144;1.078;18
1 de enero de 2021;16. Hortaleza;165. Apóstol Santiago;12.034;84;504;1.120;2.681;525;603;2.288;252;656;245;2.279;111;669;17;5.636;32;180;409;1.201;256;373;1.157;86;233;188;1.100;73;339;9;6.398;52;324;711;1.480;269;230;1.131;166;423;57;1.179;38;330;8
1 de enero de 2021;16. Hortaleza;166. Valdefuentes;41.101;87;422;1.170;3.715;986;1.600;5.525;1.283;3.409;1.465;15.946;557;4.926;10;19.628;47;160;483;1.653;516;928;2.774;481;1.151;1.111;7.675;349;2.296;4;21.473;40;262;687;2.062;470;672;2.751;802;2.258;354;8.271;208;2.630;6
1 de enero de 2021;17. Villaverde;17. Villaverde;114.703;1.055;7.992;18.333;38.469;7.087;5.422;16.924;1.653;4.038;1.164;9.814;567;2.075;110;53.489;363;3.034;8.017;18.794;3.823;3.175;8.268;619;1.249;862;4.109;256;877;43;61.214;692;4.958;10.316;19.675;3.264;2.247;8.656;1.034;2.789;302;5.705;311;1.198;67
1 de enero de 2021;17. Villaverde;171. Villaverde Alto - Casco Histórico de Villaverde;34.709;429;2.939;5.882;12.001;2.158;1.550;4.791;457;1.017;240;2.536;152;518;39;16.198;144;1.125;2.658;5.882;1.147;920;2.351;154;336;183;1.002;71;212;13;18.511;285;1.814;3.224;6.119;1.011;630;2.440;303;681;57;1.534;81;306;26
1 de enero de 2021;17. Villaverde;172. San Cristóbal;11.870;145;991;2.213;5.169;481;274;1.528;138;185;44;571;39;84;8;5.695;51;386;1.069;2.533;287;156;757;58;67;29;246;18;34;4;6.175;94;605;1.144;2.636;194;118;771;80;118;15;325;21;50;4
1 de enero de 2021;17. Villaverde;173. Butarque;14.063;69;588;1.337;4.184;1.055;982;2.294;334;749;251;1.706;134;374;6;6.651;30;244;616;2.135;559;546;1.084;135;214;177;704;54;151;2;7.412;39;344;721;2.049;496;436;1.210;199;535;74;1.002;80;223;4
1 de enero de 2021;17. Villaverde;174. Los Rosales;28.206;235;1.902;4.368;9.226;1.840;1.389;4.311;374;1.059;323;2.495;130;529;25;13.213;83;731;1.909;4.546;989;817;2.067;137;321;237;1.064;62;240;10;14.993;152;1.171;2.459;4.680;851;572;2.244;237;738;86;1.431;68;289;15
1 de enero de 2021;17. Villaverde;175. Ángeles;25.855;177;1.572;4.533;7.889;1.553;1.227;4.000;350;1.028;306;2.506;112;570;32;11.732;55;548;1.765;3.698;841;736;2.009;135;311;236;1.093;51;240;14;14.123;122;1.024;2.768;4.191;712;491;1.991;215;717;70;1.413;61;330;18
1 de enero de 2021;18. Villa de Vallecas;18. Villa de Vallecas;83.689;749;4.112;8.988;22.156;5.366;5.082;12.974;1.799;4.763;1.682;11.982;881;3.135;20;39.541;292;1.630;4.002;10.955;2.831;3.032;6.545;703;1.506;1.235;5.069;452;1.278;11;44.148;457;2.482;4.986;11.201;2.535;2.050;6.429;1.096;3.257;447;6.913;429;1.857;9
1 de enero de 2021;18. Villa de Vallecas;181. Casco Histórico de Vallecas;29.556;490;2.610;5.107;10.027;2.017;1.403;3.803;465;838;226;1.953;179;428;10;13.812;196;1.074;2.336;4.945;1.057;823;1.795;169;248;161;743;84;173;8;15.744;294;1.536;2.771;5.082;960;580;2.008;296;590;65;1.210;95;255;2
1 de enero de 2021;18. Villa de Vallecas;182. Santa Eugenia;19.317;152;901;2.100;5.098;1.096;1.084;3.604;290;1.149;402;2.582;137;712;10;9.017;56;333;876;2.379;541;695;1.822;98;371;330;1.141;79;293;3;10.300;96;568;1.224;2.719;555;389;1.782;192;778;72;1.441;58;419;7
1 de enero de 2021;18. Villa de Vallecas;183. Ensanche de Vallecas;34.816;107;601;1.781;7.031;2.253;2.595;5.567;1.044;2.776;1.054;7.447;565;1.995;0;16.712;40;223;790;3.631;1.233;1.514;2.928;436;887;744;3.185;289;812;0;18.104;67;378;991;3.400;1.020;1.081;2.639;608;1.889;310;4.262;276;1.183;0
1 de enero de 2021;19. Vicálvaro;19. Vicálvaro;54.421;422;2.987;6.776;14.433;3.482;3.353;8.129;968;2.991;1.017;7.721;390;1.749;3;25.791;150;1.120;3.076;7.359;1.840;1.888;4.106;392;939;758;3.226;200;735;2;28.630;272;1.867;3.700;7.074;1.642;1.465;4.023;576;2.052;259;4.495;190;1.014;1
1 de enero de 2021;19. Vicálvaro;191. Casco Histórico de Vicálvaro;27.014;323;2.376;5.049;9.147;1.680;1.186;3.274;353;778;205;2.059;157;425;2;12.759;116;900;2.297;4.625;881;652;1.631;148;248;148;841;84;187;1;14.255;207;1.476;2.752;4.522;799;534;1.643;205;530;57;1.218;73;238;1
1 de enero de 2021;19. Vicálvaro;192. Valdebernardo;12.586;86;443;1.098;2.645;783;829;2.313;170;908;298;2.399;67;546;1;5.854;32;158;484;1.277;395;460;1.174;59;266;234;1.044;36;234;1;6.732;54;285;614;1.368;388;369;1.139;111;642;64;1.355;31;312;0
1 de enero de 2021;19. Vicálvaro;193. Valderrivas;11.632;9;153;541;1.944;762;1.015;2.039;352;1.087;427;2.599;129;575;0;5.554;2;55;246;1.059;416;588;1.028;142;353;307;1.064;56;238;0;6.078;7;98;295;885;346;427;1.011;210;734;120;1.535;73;337;0
1 de enero de 2021;19. Vicálvaro;194. El Cañaveral;3.189;4;15;88;697;257;323;503;93;218;87;664;37;203;0;1.624;0;7;49;398;148;188;273;43;72;69;277;24;76;0;1.565;4;8;39;299;109;135;230;50;146;18;387;13;127;0
1 de enero de 2021;20. San Blas-Canillejas;20. San Blas-Canillejas;120.425;848;5.332;14.963;31.136;6.234;6.168;18.988;2.392;6.188;2.273;19.772;936;5.081;114;55.449;248;1.740;6.115;14.980;3.176;3.455;9.568;886;1.955;1.712;8.789;495;2.275;55;64.976;600;3.592;8.848;16.156;3.058;2.713;9.420;1.506;4.233;561;10.983;441;2.806;59
1 de enero de 2021;20. San Blas-Canillejas;201. Simancas;21.594;143;978;2.678;6.063;1.064;992;3.309;507;983;398;3.387;175;903;14;9.963;51;312;1.130;2.886;552;547;1.666;186;331;291;1.509;99;394;9;11.631;92;666;1.548;3.177;512;445;1.643;321;652;107;1.878;76;509;5
1 de enero de 2021;20. San Blas-Canillejas;202. Hellín;7.359;78;551;1.345;2.464;471;307;1.050;125;178;53;543;37;142;15;3.308;22;162;542;1.242;229;158;518;43;38;44;224;17;63;6;4.051;56;389;803;1.222;242;149;532;82;140;9;319;20;79;9
1 de enero de 2021;20. San Blas-Canillejas;203. Amposta;6.675;101;474;1.287;2.500;366;231;884;89;175;45;408;30;76;9;2.967;27;161;510;1.191;175;123;439;32;52;32;166;15;39;5;3.708;74;313;777;1.309;191;108;445;57;123;13;242;15;37;4
1 de enero de 2021;20. San Blas-Canillejas;204. Arcos;18.325;247;1.230;2.848;5.387;1.120;945;2.619;310;721;238;2.035;139;465;21;8.396;56;404;1.237;2.709;568;517;1.283;108;219;167;856;71;190;11;9.929;191;826;1.611;2.678;552;428;1.336;202;502;71;1.179;68;275;10
1 de enero de 2021;20. San Blas-Canillejas;205. Rosas;22.405;51;492;1.956;4.213;1.259;1.607;4.049;432;1.642;640;4.698;153;1.205;8;10.480;22;160;803;2.043;635;912;2.078;160;485;488;2.088;78;524;4;11.925;29;332;1.153;2.170;624;695;1.971;272;1.157;152;2.610;75;681;4
1 de enero de 2021;20. San Blas-Canillejas;206. Rejas;12.407;37;253;745;2.327;485;618;2.018;385;905;353;3.272;175;823;11;5.854;8;71;296;1.078;267;367;1.072;147;321;258;1.492;102;371;4;6.553;29;182;449;1.249;218;251;946;238;584;95;1.780;73;452;7
1 de enero de 2021;20. San Blas-Canillejas;207. Canillejas;22.831;169;1.191;3.522;6.825;1.209;1.084;3.464;385;965;315;2.851;158;670;23;10.434;55;422;1.411;3.252;625;619;1.745;145;312;243;1.218;74;301;12;12.397;114;769;2.111;3.573;584;465;1.719;240;653;72;1.633;84;369;11
1 de enero de 2021;20. San Blas-Canillejas;208. El Salvador;8.829;22;163;582;1.357;260;384;1.595;159;619;231;2.578;69;797;13;4.047;7;48;186;579;125;212;767;65;197;189;1.236;39;393;4;4.782;15;115;396;778;135;172;828;94;422;42;1.342;30;404;9
1 de enero de 2021;21. Barajas;21. Barajas;36.790;160;925;2.464;6.373;1.300;1.619;6.721;963;2.779;1.067;9.485;427;2.485;22;17.264;67;309;978;2.847;688;951;3.394;365;935;845;4.479;247;1.149;10;19.526;93;616;1.486;3.526;612;668;3.327;598;1.844;222;5.006;180;1.336;12
1 de enero de 2021;21. Barajas;211. Alameda de Osuna;14.799;23;157;694;2.023;328;566;2.964;334;1.315;581;4.461;146;1.192;15;6.870;13;42;203;761;158;358;1.451;140;429;474;2.193;92;551;5;7.929;10;115;491;1.262;170;208;1.513;194;886;107;2.268;54;641;10
1 de enero de 2021;21. Barajas;212. Aeropuerto;1.455;26;96;220;475;83;50;273;19;47;7;126;13;18;2;740;20;43;106;245;50;29;154;6;17;2;53;7;8;0;715;6;53;114;230;33;21;119;13;30;5;73;6;10;2
1 de enero de 2021;21. Barajas;213. Casco Histórico de Barajas;6.101;61;328;739;1.734;344;322;1.154;151;273;61;720;49;162;3;2.888;20;115;347;826;201;170;600;51;100;47;306;29;73;3;3.213;41;213;392;908;143;152;554;100;173;14;414;20;89;0
1 de enero de 2021;21. Barajas;214. Timón;9.408;32;265;619;1.726;449;513;1.622;284;687;234;2.290;124;561;2;4.389;8;89;254;840;237;298;807;108;224;172;1.030;63;257;2;5.019;24;176;365;886;212;215;815;176;463;62;1.260;61;304;0
1 de enero de 2021;21. Barajas;215. Corralejos;5.027;18;79;192;415;96;168;708;175;457;184;1.888;95;552;0;2.377;6;20;68;175;42;96;382;60;165;150;897;56;260;0;2.650;12;59;124;240;54;72;326;115;292;34;991;39;292;0
1 de enero de 2022;Ciudad de Madrid;Ciudad de Madrid;2.551.369;11.950;90.203;258.169;565.914;101.370;102.022;394.558;47.006;140.745;45.558;572.995;21.209;197.023;2.647;1.161.577;4.257;30.970;101.440;257.938;51.561;58.695;189.856;17.669;45.196;34.505;264.770;11.399;92.218;1.103;1.389.792;7.693;59.233;156.729;307.976;49.809;43.327;204.702;29.337;95.549;11.053;308.225;9.810;104.805;1.544
1 de enero de 2022;01. Centro;01. Centro;119.219;295;2.474;7.612;18.420;2.929;3.732;18.020;2.477;6.688;1.873;37.188;1.776;15.670;65;60.952;128;1.003;3.324;9.752;1.692;2.282;9.909;1.242;2.867;1.372;18.528;1.010;7.815;28;58.267;167;1.471;4.288;8.668;1.237;1.450;8.111;1.235;3.821;501;18.660;766;7.855;37
1 de enero de 2022;01. Centro;011. Palacio;20.054;54;405;1.224;2.871;535;600;3.104;369;1.235;334;6.341;300;2.669;13;9.984;28;172;492;1.419;316;385;1.619;186;517;242;3.090;176;1.336;6;10.070;26;233;732;1.452;219;215;1.485;183;718;92;3.251;124;1.333;7
1 de enero de 2022;01. Centro;012. Embajadores;39.499;137;1.225;3.322;7.336;1.082;1.366;5.832;800;2.083;577;10.588;562;4.568;21;20.699;54;544;1.610;4.262;634;834;3.304;408;907;432;5.212;311;2.179;8;18.800;83;681;1.712;3.074;448;532;2.528;392;1.176;145;5.376;251;2.389;13
1 de enero de 2022;01. Centro;013. Cortes;9.303;15;141;455;1.138;201;273;1.416;196;555;167;3.205;152;1.387;2;4.617;5;41;187;575;108;156;782;87;222;118;1.561;86;689;0;4.686;10;100;268;563;93;117;634;109;333;49;1.644;66;698;2
1 de enero de 2022;01. Centro;014. Justicia;15.348;30;174;676;1.940;288;394;2.248;308;862;181;5.693;231;2.314;9;7.923;12;54;273;990;173;257;1.173;158;385;137;2.946;141;1.219;5;7.425;18;120;403;950;115;137;1.075;150;477;44;2.747;90;1.095;4
1 de enero de 2022;01. Centro;015. Universidad;28.213;48;431;1.583;4.068;669;901;4.245;619;1.593;502;9.170;423;3.946;15;14.139;22;154;604;1.986;373;525;2.326;310;654;365;4.590;238;1.986;6;14.074;26;277;979;2.082;296;376;1.919;309;939;137;4.580;185;1.960;9
1 de enero de 2022;01. Centro;016. Sol;6.802;11;98;352;1.067;154;198;1.175;185;360;112;2.191;108;786;5;3.590;7;38;158;520;88;125;705;93;182;78;1.129;58;406;3;3.212;4;60;194;547;66;73;470;92;178;34;1.062;50;380;2
1 de enero de 2022;02. Arganzuela;02. Arganzuela;123.072;189;2.323;8.491;19.348;3.708;4.921;18.890;2.188;8.860;3.139;35.457;1.198;14.235;125;56.452;78;707;2.979;8.387;1.892;2.987;9.673;936;2.907;2.391;16.304;665;6.492;54;66.620;111;1.616;5.512;10.961;1.816;1.934;9.217;1.252;5.953;748;19.153;533;7.743;71
1 de enero de 2022;02. Arganzuela;021. Imperial;18.216;23;325;1.321;2.560;583;714;2.923;324;1.349;484;5.314;199;2.074;23;8.305;11;89;434;1.082;270;420;1.503;139;436;366;2.443;117;986;9;9.911;12;236;887;1.478;313;294;1.420;185;913;118;2.871;82;1.088;14
1 de enero de 2022;02. Arganzuela;022. Acacias;29.705;45;522;2.099;4.220;825;1.137;4.603;458;2.357;761;8.941;237;3.441;59;13.408;22;141;748;1.763;423;695;2.386;182;759;588;4.005;124;1.542;30;16.297;23;381;1.351;2.457;402;442;2.217;276;1.598;173;4.936;113;1.899;29
1 de enero de 2022;02. Arganzuela;023. Chopera;16.396;32;441;1.440;3.646;580;715;2.691;276;978;309;3.683;144;1.447;14;7.297;13;142;486;1.560;313;440;1.339;124;309;242;1.635;84;604;6;9.099;19;299;954;2.086;267;275;1.352;152;669;67;2.048;60;843;8
1 de enero de 2022;02. Arganzuela;024. Legazpi;14.345;8;148;562;1.523;382;637;1.996;302;1.150;530;4.954;158;1.992;3;6.896;1;55;210;701;201;412;1.102;117;407;386;2.305;83;915;1;7.449;7;93;352;822;181;225;894;185;743;144;2.649;75;1.077;2
1 de enero de 2022;02. Arganzuela;025. Delicias;22.165;37;382;1.393;3.639;675;831;3.301;408;1.597;584;6.431;223;2.651;13;10.214;14;117;494;1.608;358;483;1.621;178;506;454;3.019;118;1.241;3;11.951;23;265;899;2.031;317;348;1.680;230;1.091;130;3.412;105;1.410;10
1 de enero de 2022;02. Arganzuela;026. Palos de la Frontera;21.076;40;494;1.614;3.581;600;830;3.193;397;1.363;437;5.785;228;2.501;13;9.772;15;161;585;1.579;298;498;1.625;189;467;332;2.738;131;1.149;5;11.304;25;333;1.029;2.002;302;332;1.568;208;896;105;3.047;97;1.352;8
1 de enero de 2022;02. Arganzuela;027. Atocha;1.169;4;11;62;179;63;57;183;23;66;34;349;9;129;0;560;2;2;22;94;29;39;97;7;23;23;159;8;55;0;609;2;9;40;85;34;18;86;16;43;11;190;1;74;0
1 de enero de 2022;03. Retiro;03. Retiro;94.698;151;1.317;4.895;12.113;1.894;2.679;15.292;1.569;7.119;2.449;32.582;843;11.686;109;41.841;69;371;1.409;4.399;937;1.579;6.979;580;2.227;1.903;15.457;463;5.421;47;52.857;82;946;3.486;7.714;957;1.100;8.313;989;4.892;546;17.125;380;6.265;62
1 de enero de 2022;03. Retiro;031. Pacífico;27.171;47;424;1.668;3.888;633;922;4.629;473;2.117;673;8.401;250;3.013;33;11.859;22;121;507;1.488;306;550;2.167;191;656;520;3.851;125;1.340;15;15.312;25;303;1.161;2.400;327;372;2.462;282;1.461;153;4.550;125;1.673;18
1 de enero de 2022;03. Retiro;032. Adelfas;14.907;26;279;959;2.143;401;529;2.386;266;1.150;422;4.586;104;1.640;16;6.730;7;81;319;869;199;312;1.200;110;367;334;2.110;56;760;6;8.177;19;198;640;1.274;202;217;1.186;156;783;88;2.476;48;880;10
1 de enero de 2022;03. Retiro;033. Estrella;18.150;27;234;853;2.180;297;436;2.898;256;1.488;583;6.564;132;2.185;17;8.103;12;65;223;688;150;271;1.316;88;454;472;3.271;78;1.007;8;10.047;15;169;630;1.492;147;165;1.582;168;1.034;111;3.293;54;1.178;9
1 de enero de 2022;03. Retiro;034. Ibiza;17.252;28;235;854;2.171;319;425;2.717;284;1.165;355;6.143;175;2.367;14;7.483;13;65;239;795;153;239;1.183;91;387;259;2.850;92;1.110;7;9.769;15;170;615;1.376;166;186;1.534;193;778;96;3.293;83;1.257;7
1 de enero de 2022;03. Retiro;035. Los Jerónimos;5.576;5;65;197;617;101;128;893;108;371;119;2.102;79;781;10;2.564;2;20;39;220;63;78;392;42;111;89;1.049;57;398;4;3.012;3;45;158;397;38;50;501;66;260;30;1.053;22;383;6
1 de enero de 2022;03. Retiro;036. Niño Jesús;11.642;18;80;364;1.114;143;239;1.769;182;828;297;4.786;103;1.700;19;5.102;13;19;82;339;66;129;721;58;252;229;2.326;55;806;7;6.540;5;61;282;775;77;110;1.048;124;576;68;2.460;48;894;12
1 de enero de 2022;04. Salamanca;04. Salamanca;116.923;158;1.336;4.971;13.680;1.922;2.622;18.207;2.107;7.529;2.228;44.454;1.144;16.428;137;50.350;67;372;1.431;4.848;861;1.381;7.619;644;2.255;1.671;20.737;595;7.827;42;66.573;91;964;3.540;8.832;1.061;1.241;10.588;1.463;5.274;557;23.717;549;8.601;95
1 de enero de 2022;04. Salamanca;041. Recoletos;12.465;14;78;330;1.150;129;158;1.793;208;714;167;5.592;127;1.993;12;5.494;6;21;104;344;50;68;676;42;220;132;2.709;64;1.056;2;6.971;8;57;226;806;79;90;1.117;166;494;35;2.883;63;937;10
1 de enero de 2022;04. Salamanca;042. Goya;23.940;35;276;962;2.719;397;518;3.603;447;1.446;436;9.207;250;3.617;27;10.164;13;70;280;1.001;187;253;1.505;142;405;330;4.173;136;1.662;7;13.776;22;206;682;1.718;210;265;2.098;305;1.041;106;5.034;114;1.955;20
1 de enero de 2022;04. Salamanca;043. Fuente del Berro;17.071;32;245;1.031;2.452;429;540;2.790;311;1.228;391;5.384;153;2.068;17;7.281;11;76;291;937;202;299;1.271;105;378;299;2.409;73;923;7;9.790;21;169;740;1.515;227;241;1.519;206;850;92;2.975;80;1.145;10
1 de enero de 2022;04. Salamanca;044. Guindalera;33.610;41;459;1.549;4.128;595;913;5.404;608;2.340;745;12.039;313;4.448;28;14.732;19;142;462;1.542;272;515;2.393;210;716;554;5.659;174;2.067;7;18.878;22;317;1.087;2.586;323;398;3.011;398;1.624;191;6.380;139;2.381;21
1 de enero de 2022;04. Salamanca;045. Lista;16.685;16;171;697;1.873;222;317;2.590;276;1.069;323;6.477;169;2.457;28;7.047;9;40;187;661;93;160;1.065;81;305;236;2.955;85;1.160;10;9.638;7;131;510;1.212;129;157;1.525;195;764;87;3.522;84;1.297;18
1 de enero de 2022;04. Salamanca;046. Castellana;13.152;20;107;402;1.358;150;176;2.027;257;732;166;5.755;132;1.845;25;5.632;9;23;107;363;57;86;709;64;231;120;2.832;63;959;9;7.520;11;84;295;995;93;90;1.318;193;501;46;2.923;69;886;16
1 de enero de 2022;05. Chamartín;05. Chamartín;113.619;196;1.194;4.462;12.969;1.685;2.399;17.634;2.222;7.375;2.277;43.860;1.093;15.990;263;49.758;90;292;1.272;4.301;739;1.313;7.402;642;2.279;1.758;21.250;594;7.733;93;63.861;106;902;3.190;8.668;946;1.086;10.232;1.580;5.096;519;22.610;499;8.257;170
1 de enero de 2022;05. Chamartín;051. El Viso;13.210;27;116;388;1.361;121;152;1.963;243;718;165;5.792;167;1.955;42;5.790;12;28;109;376;46;75;713;59;199;124;2.916;82;1.035;16;7.420;15;88;279;985;75;77;1.250;184;519;41;2.876;85;920;26
1 de enero de 2022;05. Chamartín;052. Prosperidad;29.611;47;383;1.477;3.995;569;864;4.995;606;2.098;728;9.851;273;3.658;67;12.958;17;96;455;1.419;259;516;2.219;209;663;576;4.696;160;1.646;27;16.653;30;287;1.022;2.576;310;348;2.776;397;1.435;152;5.155;113;2.012;40
1 de enero de 2022;05. Chamartín;053. Ciudad Jardín;14.911;27;201;755;2.093;286;399;2.423;283;1.007;305;4.936;138;2.020;38;6.434;8;41;240;769;126;216;1.123;98;318;236;2.274;69;903;13;8.477;19;160;515;1.324;160;183;1.300;185;689;69;2.662;69;1.117;25
1 de enero de 2022;05. Chamartín;054. Hispanoamérica;24.421;38;211;865;2.542;300;412;3.705;475;1.594;491;9.945;232;3.546;65;10.665;20;55;224;814;134;218;1.523;113;503;375;4.806;128;1.731;21;13.756;18;156;641;1.728;166;194;2.182;362;1.091;116;5.139;104;1.815;44
1 de enero de 2022;05. Chamartín;055. Nueva España;18.183;25;124;451;1.637;180;234;2.582;355;1.065;294;8.169;171;2.870;26;7.926;17;33;106;442;70;96;982;91;333;218;3.988;96;1.445;9;10.257;8;91;345;1.195;110;138;1.600;264;732;76;4.181;75;1.425;17
1 de enero de 2022;05. Chamartín;056. Castilla;13.283;32;159;526;1.341;229;338;1.966;260;893;294;5.167;112;1.941;25;5.985;16;39;138;481;104;192;842;72;263;229;2.570;59;973;7;7.298;16;120;388;860;125;146;1.124;188;630;65;2.597;53;968;18
1 de enero de 2022;06. Tetuán;06. Tetuán;126.857;446;3.409;11.606;28.794;3.953;4.308;19.169;2.500;6.516;2.265;30.734;1.097;11.893;167;56.126;160;1.083;4.296;12.339;1.966;2.439;8.726;870;1.998;1.657;14.264;589;5.686;53;70.731;286;2.326;7.310;16.455;1.987;1.869;10.443;1.630;4.518;608;16.470;508;6.207;114
1 de enero de 2022;06. Tetuán;061. Bellas Vistas;23.209;52;596;2.228;5.905;705;727;3.776;454;1.174;383;4.993;180;2.004;32;10.292;20;201;819;2.565;342;415;1.728;174;362;278;2.296;99;979;14;12.917;32;395;1.409;3.340;363;312;2.048;280;812;105;2.697;81;1.025;18
