Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2020;Importe 2021;Importe 2022;Importe 2023;Resto Anualidades;Total previsto;Estado;Observaciones;Url_Fotografia;Fecha de los datos
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;39;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNVICALVARO. T 10BC;2020;2022;;219;VICÁLVARO;Ilusión, 41;calle;Ilusión;41;40.405876;-3.555100;15;Vivienda;0;1683979,2;3735916,8;3000000;0;0;8419896;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005057;PALACIO TORRE ARIAS. SUBSANACIÓN DE PATOLOGÍAS Y CONSOLIDACIÓN FORJADOS Y MUROS;2019;2020;;220;SAN BLAS-CANILLEJAS;Calle Rodriguez Ayuso,11;Calle;Rodriguez Ayuso;11;40.446189513951886;-3.6197618193996126;00;INVERSIONES DE CARÁCTER GENERAL;2.118.810,83;1.518.372,00;;;;;3.637.182,83;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005072;CENTRO DEPORTIVO VICÁLVARO (MARGOT MOLES). SUBSANACIÓN DE PATOLOGÍAS EN GALERÍA PISCINA DE VERANO;2019;2020;;219;VICÁLVARO;Paseo del Polideportivo, 3;Paseo ;del Polideportivo ;3;40.40927578819653;-3.6032795894011986;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;612.754,64;1.717.108,00;;;;;2.329.862,64;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005145;ENTORNO DE LA AVDA. ARCENTALES . ADECUACIÓN DE VIALES;2019;2020;2020;220;SAN BLAS-CANILLEJAS;Calles Estocolmo, Manchester, Bélgica, Albania, San Petesburgo, Budapést, Bucarést, Moscú y  Av.luis Aragonés;Calles;Estocolmo, Manchester, Bélgica, Albania, San Petesburgo, Budapést, Bucarést, Moscú y  Av.luis Aragonés;;40.42965364963891;-3.6005187759065747;08;MANTENIMIENTO URBANO;261.738,93;1.442.325,00;;;;;1.704.063,93;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_2018-005145_EntornoAVArcentales.jpg;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005157;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS. REMODELACIÓN;2020;2020;;201;CENTRO;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS;;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS;;40.416764715664094;-3.6996881182363275;06;URBANISMO;;1.956.614,00;;;;;1.956.614,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2018/005233;JARDINES DEL BUEN RETIRO. REHABILITACIÓN INTEGRAL DEL PASEO DE MÉJICO;2020;2020;;203;RETIRO;Paseo de Méjico;Paseo;de Méjico;;40.419500;-3.687472;09;MEDIO AMBIENTE;;1.771.746,00;;;;;1.771.746,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/006011;CENTRO DEPORTIVO MUNICIPAL JOSÉ MARÍA CAGIGAL. REHABILITACIÓN;2018;2020;2020;209;MONCLOA-ARAVACA;Calle Santa Pola, 22;Calle;Santa Pola;22;40.4325727195707;-3.7370170635802005;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.732.749,80;1.354.000,00;;;;;3.086.749,80;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_2018-006011%20CDMJMCagigalRehabilitacII.jpg;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/006012;ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;2018;2020;;201;CENTRO;Calle Rodas, 20-22;Calle;Rodas;20-22;40.40836266765931;-3.7065290605658863;05;EDUCACIÓN;1.289.692,35;1.000.000,00;;;;;2.289.692,35;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2020/000044;APARCAMIENTO DISUASORIO EN SUPERFICIE PITIS. CONSTRUCCIÓN;2018;2020;;208;FUENCARRAL-EL PARDO;Calle Gloria Fuertes, 191, 28049 Madrid;Calle;Gloria Fuertes;191;40.49553852652329;-3.725235802891992;07;INFRAESTRUCTURAS;23.492,26;2.273.825,00;;;;;2.297.317,26;EN PROCESO;Ejecución en Código 2018/010648;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000268;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. SUBSANACIÓN PATOLOGÍAS VESTUARIOS Y PABELLÓN;2020;2020;;209;MONCLOA-ARAVACA;Calle Santa Pola, 22;Calle;Santa Pola;22;40.4325727195707;-3.7370170635802005;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1.900.000,00;;;;;1.900.000,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2020/000289;APARCAMIENTO DISUASORIO EN SUPERFICIE FUENTE DE LA MORA. CONSTRUCCIÓN;2018;2020;;216;HORTALEZA;Calle Dulce Chacón, 15, 28050 Madrid;Calle;Dulce Chacón;15;40.48507404569120;-3.666214377059660;07;INFRAESTRUCTURAS;21.707,30;1.440.429,00;;;;;1.462.136,30;EN PROCESO;Ejecución en Código 2018/030648;;10/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;12;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 11;2017;2020;2020;213;PUENTE DE VALLECAS;Montes Universales;calle;Montes Universales;4 y 6;40.38456668253675;-3.6647549261887318;15;Vivienda;6329863,7;1572601,62;0;0;0;0;7902465,32;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_12_NtraSraAngeles11.jpg;11/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;13;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 12;2017;2020;2020;213;PUENTE DE VALLECAS;Martínez de la Riva, 108 y Pico Teide, 4;calle;Martínez de la Riva, 108 y Pico Teide, 4;;40.384526;-3.665264;15;Vivienda;3545020,02;2412503,97;0;0;0;0;5957523,99;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_13_NtraSraAngeles12.jpg;12/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;14;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 4;2018;2021;;218;VILLA DE VALLECAS;Sitio del Baler;calle;Sitio del Baler;20 al 28;40.373504;-3.633394;15;Vivienda;344830,03;4500000;2339285,97;0;0;0;7184116;EN PROCESO;;;13/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;19;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN MENDEZ ALVARO NORTE 3;2017;2020;2020;202;ARGANZUELA;Alamedilla, 25 al 33 y Garganta de los Montes, 2 y 4;calle;Alamedilla, 25 al 33 y Garganta de los Montes, 2 y 4;;40.399545;-3.682813;15;Vivienda;3606448,18;2892538,85;0;0;0;0;6498987,03;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_19_MendezAlvaro3.jpg;14/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;21;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2021;;213;PUENTE DE VALLECAS;Plaza de la Peña gudina, 8 al 11 y Martínez de la Riva, 135;;Plaza de la Peña gudina, 8 al 11 y Martínez de la Riva, 135;;40.385593;-3.663730;15;Vivienda;311566,98;5000000;3776522,68;0;0;0;9088089,66;EN PROCESO;;;15/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL 29;2017;2021;;211;CARABANCHEL;Calle de la Corona, 11 y 13 y  Avenida del Euro, 41;;Calle de la Corona, 11 y 13 y  Avenida del Euro, 41;;40.363847;-3.751325;15;Vivienda;3804131,06;13500000;2166818,88;0;0;0;19470949,94;EN PROCESO;;;16/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SRA. DE LOS ANGELES 4;2019;2022;;213;PUENTE DE VALLECAS;Puerto de la Bonaigua;calle;Puerto de la Bonaigua;49 al 51;40.386301;-3.665212;15;Vivienda;534090,27;2288958,3;2806812,43;2000000;0;0;7629861;EN PROCESO;;;17/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;24;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1;2019;2022;;218;VILLA DE VALLECAS;El Sitio de Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;;El Sitio de Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;1 a 11;40.373944;-3.635620;15;Vivienda;901961,2;2705883,6;2411767,2;3000000;0;0;9019612;EN PROCESO;;;18/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2;2019;2022;;218;VILLA DE VALLECAS;El Sitio del baler;calle;El Sitio del baler;4 al 16;40.373540;-3.634911;15;Vivienda;726788,6;2180365,8;2360731,6;2000000;0;0;7267886;EN PROCESO;;;19/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3;2019;2022;;218;VILLA DE VALLECAS;El Sitio del baler;calle;El Sitio del baler;13 al 23;40.373781;-3.634091;15;Vivienda;726788,5;2180365,5;2360731;2000000;0;0;7267885;EN PROCESO;;;20/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2022;;219;VICÁLVARO;Enrique Urquijo, 90;calle;Enrique Urquijo;90;40.400705;-3.559247;15;Vivienda;863055,5;2589166,5;2178333;3000000;0;0;8630555;EN PROCESO;;;21/06/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5B;2019;2022;;219;VICÁLVARO;Francisco Grande Covian, 170;calle;Francisco Grande Covian;170;40.402459;-3.561951;15;Vivienda;760419,6;2281258,8;2562517,6;2000000;0;0;7604196;EN PROCESO;;;22/06/2022
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2009/000430;BIBLIOTECA MUNICIPAL EN BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;2009;2021;;212;USERA;Avenida De San Fermín, 8 Y 10;Avenida de;San Fermín; 8 y 10;40.3711334;-3.6954568;10;CULTURA;2.235.014,47;1.785.000,00;4.747,00;;;;4.024.761,47;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2015/000207;PLAZA DE ESPAÑA. OBRAS DE REMODELACIÓN;2017;2021;;201 (35%) - 209 (65%);MONCLOA-ARAVACA - CENTRO;PLAZA DE ESPAÑA;Plaza;ESPAÑA;;40.42178207;-3.71204071;06;URBANISMO;9.822.816,11;26.200.000,00;23.434.885,00;;;;59.457.701,11;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000215;COLECTOR DOBLADO DE VICÁLVARO. CONSTRUCCIÓN;2016;2022;;219;VICÁLVARO;Los Berrocales. Carretera M-203, Junto A La Ermita 40º23'11'' N 3º34'32''o;;Los Berrocales. Carretera M-203, Junto A La Ermita;;40.386389;-3.575556;09;MEDIO AMBIENTE;81.479,40;10.095.340,00;9.000.000,00;8.500.000,00;;;27.676.819,40;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000216;DRENAJE VÍA DE SERVICIO DE LA N-III A LA ALTURA DEL ENSANCHE DE VALLECAS;2016;2021;;219;VICÁLVARO;Ámbito Uzpp 2.04 Los Berrocales;;Ámbito Uzpp 2.04 Los Berrocales;;40.37375603346773;-3.5974301000917963;09;MEDIO AMBIENTE;42.765,03;4.569.851,00;3.000.000,00;;;;7.612.616,03;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;2016;2022;;219;VICÁLVARO;Inicio Del Cauce Del Arroyo En Ámbito Uzpp 2.04 Los Berrocales Hasta Las Inmediaciones De La A3;;Berrocales hasta las inmediaciones de la A3;;40.37320354825461;-3.5599462399323714;09;MEDIO AMBIENTE;101.886,22;110.000,00;1.000.000,00;1.500.000,00;;;2.711.886,22;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000341;INSTALACIÓN DEPORTIVA ENSANCHE DE VALLECAS (PAU VALLECAS). CONSTRUCCIÓN;2017;2020;;218;VILLA DE VALLECAS;Calle josé Gutierrez Maroto 34 C/V Avenida Cerro Milano;Calle;Calle josé Gutierrez Maroto 34 C/V Avenida Cerro Milano;;40.3632843;-3.6075912;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.722.907,81;8.036.143,00;;;;;9.759.050,81;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;2017;2022;;219;VICÁLVARO;Calle Titanio,5 C/V Ribas De Jarama;Calle;Titanio,5 C/V Ribas De Jarama;;40.4021037;-3.6037268;10;CULTURA;10.043,57;686.122,00;2.000.000,00;5.200.000,00;;;7.896.165,57;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2018;2022;;201;CENTRO;Calle Costanilla De Los Desamparados, 15;Calle;Costanilla de los Desamparados;15;40.411993428490256;-3.6960142431122205;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;343.794,51;5.785.164,00;8.450.000,00;11.601.725,00;;;26.180.683,51;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;2019;2021;;213;PUENTE DE VALLECAS;Calles Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. Distrito Puente De Vallecas;Calle;Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. ;;40.4040032;-3.6596165;06;URBANISMO;41.305,29;3.565.960,00;1.553.431,00;;;;5.160.696,29;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;2017;2021;;201;CENTRO;Plaza De La Cebada, 1;Plaza de la;de La Cebada;1;40.4113817;-3.7109359;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;552.634,86;4.999.693,00;5.033.610,85;;;;10.585.938,71;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;2017;2021;;212;USERA;Calle Avena, 5 Y 7;Calle;Avena;5 y 7;40.37754434245922;-3.715659804601842;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;82.742,80;3.291.007,00;1.796.949,00;;;;5.170.698,80;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;2017;2021;;218;VILLA DE VALLECAS;Avenida Ensanche De Vallecas, 91;Avenida;Ensanche de Vallecas;91;40.3624877;-3.5997148;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;95.354,86;5.454.721,00;350.000,00;;;;5.900.075,86;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000724;PASARELA PEATONAL ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES DESDE Bº DE BUTARQUE;2018;2021;;217;VILLAVERDE;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES;;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELE;;40.3403167;-3.6832757;07;INFRAESTRUCTURAS;43.741,84;950.000,00;2.865.618,00;;;;3.859.359,84;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2016/000833;PARQUE DE LA GAVIA, DISTRITO VILLA DE VALLECAS. OBRAS DE REHABILITACIÓN;2017;2021;;218;VILLA DE VALLECAS;Avenida Del Mayorazgo, 24;Avenida del;Mayorazgo;24;40.3687473;-3.6318531;09;MEDIO AMBIENTE;1.108.106,50;8.698.519,00;7.938.157,00;;;;17.744.782,50;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;2018;2021;;202;ARGANZUELA;Calle Bronce, 16 C/V Calle Cromo;Calle;Bronce, 16 C/V Calle cromo;;40.389342;-3.6906507;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;70.916,37;442.921,00;2.166.084,00;;;;2.679.921,37;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;2017;2021;;203;RETIRO;Calle hoyuelo, 7;Calle;Hoyuelo;7;40.4009974;-3.6784228;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;69.185,26;3.113.433,00;2.096.412,00;;;;5.279.030,26;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;2018;2020;;207;CHAMBERÍ;Calle Cea Bermudez 3 Y 5;Calle;Cea Bermudez;3 y 5;40.4385953;-3.7083185;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;114.528,42;2.755.347,00;;;;;2.869.875,42;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES,28(CENTRO SERVICIOS SOCIALES VISTA ALEGRE).CONSTRUCCIÓN;2018;2020;;211;CARABANCHEL;Calle Eduardo Morales, 28;Calle;Eduardo Morales;28;40.3878601;-3.7395651;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;351.533,91;3.307.423,00;;;;;3.658.956,91;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2017/000242;PARQUE CUÑA VERDE O'DONNELL. AMPLIACIÓN;2018;2022;;214;MORATALAZ;Calle José Bergamín C/v Calle Fuente Carrantona;Calle;José Bergamín C/v Calle Fuente Carrantona. ;;40.41143;-3.63045;09;MEDIO AMBIENTE;19.965,00;6.387.928,00;1.500.000,00;2.500.000,00;;;10.407.893,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;2019;2022;;217;VILLAVERDE;Calle Calcio, 1;Calle;Calcio;1;40.3512974;-3.6816647;10;CULTURA;44.880,00;150.000,00;1.800.000,00;2.700.000,00;;;4.694.880,00;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;2018;2021;;220;SAN BLAS-CANILLEJAS;Calle Pobladura Del Valle, 13;Calle;Pobladura del Valle;13;40.4263129;-3.6220081;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;52.996,18;2.114.654,00;900.000,00;;;;3.067.650,18;EN PROCESO;;;10/06/2022
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001065;CASA DE LA JUVENTUD C/ RÍO ESMERALDA, 15. CONSTRUCCIÓN;2019;2021;;213;PUENTE DE VALLECAS;Calle Río Esmeralda, 15 C/V Golfo De Dorien;Calle;Río Esmeralda, 15 C/V Golfo De Dorien;;40.382868;-3.6539887;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;55.431,23;1.505.847,00;464.716,00;;;;2.025.994,23;EN PROCESO;;;10/06/2022
