Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2024;Importe 2025;Importe 2026;Importe 2027;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;38;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC;2020;2026;;219;VICÁLVARO;Contrucción Calle Ilusión, 41;Calle;Ilusión;41;40.405684;-3.5572887;15;VIVENDA;1286038,04;5950671,93;8330940,70;1434269,12;;0,00;17001919,79;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;35;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C;2020;2026;;219;VICÁLVARO;Contrucción Calle Arroyo Cañaveral, 75;Calle;Arroyo Cañaveral;75;40.4002565;-3.5605078;15;VIVENDA;3456667,57;5276132,33;5125385,69;1216478,21;;0,00;15074663,80;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2024;;219;VICÁLVARO;Contrucción Cl Enrique Urquijo, 90;Calle;Enrique Urquijo;90;40.4006641;-3.5614487;15;VIVENDA;12040556,19;3676598,81;;;0,00;0,00;15717155,00;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN8 VICALVARO M5B;2019;2024;;219;VICÁLVARO;Contrucción Cl Francisco Grande Covian, 170;Calle;Grande Covian;170;40.4014654;-3.5614492;15;VIVENDA;10281431,03;3132609,48;;;0,00;0,00;13414040,51;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;34;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B;2020;2026;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 65;Avenida;Miguel Delibes;65;40.405514;-3.5615997;15;VIVENDA;1270126,16;5391688,96;7548364,55;1194645,94;;0,00;15404825,61;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;37;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6B;2020;2026;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 91;Calle;Enrique Urquijo;91;40.4010441;-3.5618687;15;VIVENDA;1251473,09;3457801,37;4346950,30;823207,73;;0,00;9879432,49;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;36;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6A;2020;2026;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 81;Calle;Enrique Urquijo;81;40.4007041;-3.5621687;15;VIVENDA;1279167,37;3536913,29;4446405,28;842980,61;;0,00;10105466,55;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;32;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30A;2019;2025;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 50;Avenida;Miguel Delibes;50;40.4054441;-3.5638987;15;VIVENDA;8749212,45;5459205,43;956041,66;;0,00;0,00;15164459,54;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;33;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30D;2019;2026;;219;VICÁLVARO;Contrucción Calle Jose Escobar Y Saliente, 80;Calle;Jose Escobar Y Saliente;80;40.4048787;-3.5647897;15;VIVENDA;1277181,51;4874735,70;6245755,12;2835876,74;0,00;0,00;15233549,07;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle Castejon De Henares;Calle;Castejon De Henares;;40.374148939335800;-3.63320586229997;15;VIVENDA;10707462,64;4417643,52;;;0,00;0,00;15125106,16;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle El Sitio De Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;;;;40.374018500360700;-3.635026476527200;15;VIVENDA;13596488,68;2514386,77;;;0,00;0,00;16110875,45;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;24;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle De Nueva Creacion;;;;40.37351413395200;-3.635163450630150;15;VIVENDA;11884587,37;1018899,59;;;0,00;0,00;12903486,96;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;20;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Eduardo Rojo;Calle;Eduardo Rojo;;40.38564471870830;-3.6636112588068200;15;VIVENDA;15475114,51;989707,61;;0,00;0,00;0,00;16464822,12;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;10;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3;2017;2025;;213;PUENTE DE VALLECAS;Contrucción Calle Martínez De La Riva, 100;Calle;Martínez de la Riva;100;40.386498;-3.6663675;15;VIVENDA;2837307,83;4488818,61;5876281,24;;0,00;0,00;13202407,68;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4;2019;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Peña Amaya, 1;Calle;Peña Amaya;1;40.3850508;-3.6668926;15;VIVENDA;9478841,78;2343084,27;;;0,00;0,00;11821926,05;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;11;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14;2018;2024;;213;PUENTE DE VALLECAS;Contrucción Avenida San Diego, 89;Avenida;San Diego;89;40.3851781;-3.6680348;15;VIVENDA;20984162,74;6602220,71;;;0,00;0,00;27586383,45;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VILLAVERDE INGENIEROS;2019;2024;;217;VILLAVERDE;Contrucción Calle La Pícara Molinera, 62;Calle;La Pícara Molinera;62;40.3545193;-3.7050987;15;VIVENDA;11841582,21;7340282,58;;;;;19181864,79;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;40;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN BLOQUES 300;2024;2029;;217;VILLAVERDE;Calle Rocafort 28-48;Calle;Rocafort 28-48;28-48;40.34134872232715;-3.686282049493836;15;VIVENDA;;500000,00;1000000,00;3500000,00;4829029,27;5000000,00;14829029,27;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;41;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3;2021;2026;;210;LATINA;Calle San Fulgencio, 2;Calle;San Fulgencio, 2;2;40.40536131163488;-3.7359904427412176;15;VIVENDA;223585,96;1490045,37;1532618,10;1011023,07;;;4257272,50;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;42;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4;2021;2026;;210;LATINA;CalleSan Timoteo, 27;Calle;San Timoteo, 27;27;40.40499514578109;-3.7363328018389876;15;VIVENDA;460106,15;3209220,73;3300912,75;2198962,46;;;9169202,09;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;44;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B;2021;2028;;208;FUENCARRAL-EL PARDO;Calle María de Maeztu, 24;Calle;María de Maeztu, 24;24;40.48890230324697;-3.7305976576717415;15;VIVENDA;711,48;596961,94;1989873,12;2984809,69;2377009,39;2000000,00;9949365,62;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;45;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL (4.7.2.) PMS 29676;2021;2028;;211;CARABANCHEL;Avda. del Euro 37;Avenida;Euro 37;37;40.3643405170415;-3.7498414071632675;15;VIVENDA;38418,46;626716,57;1880149,70;1942821,36;1279059,58;500000,00;6267165,67;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;46;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339;2021;2027;;206;TETUÁN;C/ Capitán Blanco Argibay nº 149;Calle;Capitán Blanco Argibay nº 149;149;40.46806862433695;-3.707386228863465;15;VIVENDA;516040,79;3451751,37;8629378,42;8629378,42;3428817,92;;24655366,92;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;47;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD);2021;2026;;219;VICÁLVARO;Calle Tolerancia, 19;Calle;Tolerancia, 19;19;40.4056661494637;-3.5571036000275953;15;VIVENDA;2350750,42;10669830,48;10983649,03;7377624,43;;;31381854,36;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;48;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNEL ESPINILLO S6-P8;2021;2027;;217;VILLAVERDE;Calle de la Conciliación, 7;Calle;Conciliación, 7;7;40.360707491974814;-3.6918870359995175;15;VIVENDA;353549,46;2468784,10;6171960,26;6171960,26;2467918,09;;17634172,17;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;49;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3;2023;2028;;221;BARAJAS;Calle Venus, 5;Calle;Venus, 5;5;40.478115096648175;-3.5782742015807547;15;VIVENDA;39695,79;1294145,12;3882435,37;4011849,88;2413325,07;1300000,00;12941451,23;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;50;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4;2023;2028;;221;BARAJAS;Calle Venus, 1;Calle;Venus, 1;1;40.47844969402517;-3.578488778315957;15;VIVENDA;1452,00;599574,68;4197022,77;3597448,09;2095996,08;1500000,00;11991493,62;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;51;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2;2021;2029;;206;TETUÁN;Calle Alberdi, 4;Calle;Alberdi, 4;4;40.4661601193303;-3.707966235988728;15;VIVENDA;866,03;77958,83;779588,28;3975900,23;5757452,25;5000000,00;15591765,62;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;52;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70;2021;2027;;218;VILLA DE VALLECAS;Avda. Ensanche de Vallecas, 33;Avenida;Ensanche de Vallecas, 33;33;40.363734242880575;-3.6006287359992024;15;VIVENDA;1120896,83;4642267,51;6124380,25;4429210,17;2312145,31;;18628900,07;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;53;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICÁLVARO LA CATALANA 1B Y 1 C;2021;2027;;219;VICÁLVARO;C/ del Abad Juan Catalán,62;Calle;Abad Juan Catalán,62;62;40.40736336216644;-3.5918692783231014;15;VIVENDA;341877,30;2214688,01;5536720,03;5536720,03;2189194,71;;15819200,08;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;41/2023;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER 4.8.2 D DE LA UE1 DEL UZI 0.10 “ENSANCHE DE CARABA;2023;2028;;211;CARABANCHEL;C/Tremis, 2;Calle ;Tremis;2;40.36447501574453;-3.7466021071632807;15;VIVENDA;847,00;513412,66;1711375,55;2567063,32;2264179,21;1500000,00;8556877,74;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;54;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER.PASEO DIRECCIÓN 05 C1;2024;2029;;206;TETUÁN;Paseo Dirección, 318;Paseo;De la Dirección;318;40.46941008974679;-3.7049882192727357;15;VIVENDA;;211211,72;2112117,22;10771797,83;14147217,68;15000000,00;42242344,45;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;55;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. MAHOU CALDERON RC3;2024;2029;;202;ARGANZUELA;Paseo Imperial;Paseo;Imperial;34;40.403402095179395;-3.715811557670815;15;VIVENDA;;204079,86;2040798,61;10408072,92;14163020,84;14000000,00;40815972,23;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;56;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BARRIO AEROPUERTO 01 (R1);2024;2029;;221;BARAJAS;Calle Trespaderne;Calle;Trespaderne;s/n;40.451365819486;-3.5809551319087967;15;VIVENDA;;27665,35;276653,51;1410932,92;1817818,48;2000000,00;5533070,26;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;57;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER.OFELIA NIETO;2024;2029;;206;TETUÁN;Calle Sanchez Preciado, 32;Calle;Sanchez Preciados;32;40.46006128674234;-3.7110501895793013;15;VIVENDA;;31504,77;315047,14;1606740,45;1347650,71;3000000,00;6300943,07;EN PROCESO;;;01/03/2024;;;;
802;CLUB DE CAMPO VILLA DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;CCV M24.011;REFORMA CAMPO DE GOLF RECORRIDO BALLESTEROS;2024;2024;;209;MONCLOA-ARAVACA;Castilla km 2;Crta;Ctra Castilla;2;40.45089;-3.75546;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;0,00;4000000,00;;;;;4000000,00;EN PROCESO;;;05/03/2024;;;;
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;150;URBANISMO, MEDIO AMBIENTE Y MOVILIDAD;PROY/EMT/001;CONSTRUCCIONES  Plan de Negocio Madrid Nuevo Norte;2021;2028;;205;CHAMARTÍN;Plan de Negocio Madrid Nuevo Norte;Calle;Mauricio Legendre;38;40.4621;-3.6766;6;URBANISMO;4793206,00;6640157,00;6640157,00;6640157,00;6640157,00;6640157,00;37993991,00;EN PROCESO;;;08/03/2024;;;;
