Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2024;Importe 2025;Importe 2026;Importe 2027;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;2015;2026;;219;VICÁLVARO;INICIO DEL CAUCE DEL ARROYO EN ÁMBITO UZPP 2.04 LOS BERROCALES HASTA LAS INMEDIACIONES DE LA A3;;BERROCALES HASTA LAS INMEDIACIONES DE LA A3;;40.37320354825461;-3.5599462399323714;09;MEDIO AMBIENTE;109768,77;300000,00;2500000,00;2200000,00;;;5109768,77;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2017/000244;PARQUE DE LA CASA DE CAMPO. ACTUACIONES DE REHABILITACIÓN;2017;2024;;209;MONCLOA-ARAVACA;Parque de la Casa de Campo;PARQUE;DE LA CASA DE CAMPO;;40.423433;-3.758581;09;MEDIO AMBIENTE;2147044,53;1818129,00;;;;;3965173,53;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2017/000249;PARQUE DEL RETIRO. ACTUACIONES DE REHABILITACIÓN;2017;2026;;203;RETIRO;PLAZA  INDEPENDENCIA, 7 ;PLAZA;DE LA INDEPENDENCIA;7;40.419683887311045;-3.6879969384116786;09;MEDIO AMBIENTE;78045,00;;400000,00;1500000,00;;;1978045,00;EN PROCESO;Pendiente de habilitar Crédito en 2024;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2019/000344;NUEVA PLANTA DE MATERIA ORGÁNICA EN EL PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;2019;2024;;218;VILLA DE VALLECAS;PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ;;CASCO HISTÓRICO DE VALLECAS;;40.336444;-3.577083;09;MEDIO AMBIENTE;25500928,27;11722622,00;;;;;37223550,27;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2019/000544;ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE REJAS. OBRAS ADECUACIÓN Y MEJORA;2019;2028;;221;BARAJAS;CAMINO DE LA MUÑOZA;CAMINO;DE LA MUÑOZA;;40.451781227823204;-3.535458209657427;09;MEDIO AMBIENTE;401303,91;15221668,00;15221668,00;14771668,00;14771668,00;6744606,00;67132581,91;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2019/000545;ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE VALDEBEBAS. OBRAS DE ADECUACIÓN Y MEJORA;2019;2027;;221;BARAJAS;CARRETERA ANTIGUA DE PARACUELLOS DE JARAMA, 44;CARRETERA;ANTIGUA DE PARACUELLOS DE JARAMA;44;40.4944431;-3.5501484;09;MEDIO AMBIENTE;4708093,33;18380942,00;19380900,00;17318298,00;9158,00;;59797391,33;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2019/004321;DEPURADORA DE BUTARQUE CONSOLIDACIÓN DE LOS TERRENOS;2019;2024;;217;VILLAVERDE;AVENIDA DE LOS ROSALES, 399  ;AVENIDA;DE LOS ROSALES;399;40.334267204235616;-3.6637888028978547;09;MEDIO AMBIENTE;60441,94;2838288,00;;;;;2898729,94;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2021/000001;CENTRO DE TRATAMIENTO  LAS DEHESAS. SISTEMAS DE DESODORIZACIÓN;2024;2024;;218;VILLA DE VALLECAS;CENTRO DE TRATAMIENTO  LAS DEHESAS;;CENTRO DE TRATAMIENTO  LAS DEHESAS;;40.33552477;-3.58243889;09;MEDIO AMBIENTE;;6502948,00;;;;;6502948,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;151;LIMPIEZA Y ZONAS VERDES;2021/000347;"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)";2021;2024;;211;CARABANCHEL;AVENIDA POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;AVENIDA DE;LOS POBLADOS C/V CALLE CONSUELO GUZMÁN C/V VIDAUBA;;40.376885;-3.753343;09;MEDIO AMBIENTE;2457631,72;60000,00;;;;;2517631,72;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;161;POLÍTICAS DE VIVIENDA;2022/000510;OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE PLAN ESPECIAL COLONIA URPISA;2024;2025;;218;VILLA DE VALLECAS;COLONIA URPISA;COLONIA;URPISA;;40.38177;-3.618715;06;URBANISMO;;877945,00;1975265,00;;;;2853210,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;161;POLÍTICAS DE VIVIENDA;2024/000160;ESPACIOS LIBRES Y VÍAS PÚBLICAS MORATALAZ POLÍGONO I. REGENERACIÓN URBANA Y ACONDICIONAMIENTO;2024;2024;;214;MORATALAZ;POLÍGONO I MORATALAZ;POLÍGONO;I MORATALAZ;;40.40331;-3.63825;06;URBANISMO;;1009339,00;;;;;1009339,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000288;PLAZA DE JACINTO BENAVENTE. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;2024;2025;;201;CENTRO;PLAZA DE JACINTO BENAVENTE;PLAZA;DE JACINTO BENAVENTE;;40.41427144280748;-3.7036640177895164;06;URBANISMO;;2700000,00;4820000,00;;;;7520000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000298;VÍA LATERAL DEL PASEO DE SANTA MARÍA DE LA CABEZA EN EL DISTRITO DE CARABANCHEL. REMODELACIÓN;2024;2025;;211;CARABANCHEL;Pº SANTA MARÍA DE LA CABEZA, 100-168;PASEO;DE SANTA MARÍA DE LA CABEZA;100 - 168;40.388412173929744;-3.71464426441805;06;URBANISMO;;1150000,00;8585214,00;;;;9735214,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000302;PLAZA DE SALVADOR DALÍ. REMODELACIÓN DE LA URBANIZACIÓN;2024;2025;;204;SALAMANCA;PLAZA DE SALVADOR DALÍ;PLAZA;DE SALVADOR DALÍ;;40.42395344667449;-3.6733664657210228;06;URBANISMO;;1600000,00;1371000,00;;;;2971000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001263;ZONAS ADYACENTES JARDINES DE SABATINI CON LA PLAZA DE ESPAÑA.REURBANIZACIÓN Y ACONDICIONAMIENTO;2024;2025;;201;CENTRO;;;;;40.420448117571745;-3.7140053644180497;06;URBANISMO;;2500000,00;5090745,00;;;;7590745,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000286;CENTRO CULTURAL EN C/ TOMELLOSO, DISTRITO USERA. CONSTRUCCIÓN;2023;2026;;212;USERA;C/ DE  TOMELLOSO, 4;CALLE;DE TOMELLOSO;4;40.38188765547112;-3.698510624050009;10;CULTURA;85872,12;200000,00;3500000,00;830000,00;;;4615872,12;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000331;PARQUE DE MANOLITO GAFOTAS. OBRAS DE REURBANIZACIÓN;2024;2025;;211;CARABANCHEL;C/PINAR DE SAN JOSE,DE LA TORTA Y DE LOS MORALES CON M-40;CALLES;PINAR DE SAN JOSE, DE LA TORTA Y DE LOS MORALES;;40.3605429198461;-3.767755364418051;06;URBANISMO;;2300000,00;2200000,00;;;;4500000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000388;EDIFICIO PASEO DEL PRADO, 30. REFORMA PARA CENTRO CULTURAL;2024;2025;;201;CENTRO;PASEO DEL PRADO, 30;PASEO;DEL PRADO;30;40.412164985570094;-3.6932496416581237;10;CULTURA;;1000000,00;2700000,00;;;;3700000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000389;ÁMBITO DEL PASEO DEL PRADO-RETIRO. OBRAS DE REMODELACIÓN;2024;2027;;203;RETIRO;PASEO DEL PRADO - RETIRO;;;;40.414523254123445;-3.694227564418051;06;URBANISMO;;550000,00;14475000,00;30000000,00;29325000,00;;74350000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/001343;UNIDAD INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE VILLAVERDE, AVDA. REAL DE PINTO, 104. CONSTRUCCIÓN;2023;2026;;217;VILLAVERDE;AV.REAL DE PINTO, 104;AVENIDA;REAL DE PINTO;104;40.340555945925374;-3.708109457062052;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;112702,82;100000,00;5250000,00;2150000,00;;;7612702,82;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/001429;CENTRO CULTURAL-JUVENIL DISTRITO DE CIUDAD LINEAL,C/ CANAL DE PANAMÁ, 20. CONSTRUCCIÓN;2023;2026;;215;CIUDAD LINEAL;C/CANAL DE PANAMÁ, 20,18, 16 Y TORRELAGUNA 19,21,23,25;CALLE;CANAL DE PANAMÁ;20;40.44011663503319;-3.6506647836513175;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;12207,54;137905,00;4800000,00;2400000,00;;;7350112,54;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003010;CALLE LÓPEZ DE HOYOS ENTRE C/MARCENADO Y AVDA. ALFONSO XIII. ADECUACIÓN ACERAS (ID 21: 17533);2023;2024;;205;CHAMARTÍN;CALLE DE LÓPEZ DE HOYOS, 190;CALLE;DE LÓPEZ DE HOYOS;190;40.447389;-3.669361;08;MANTENIMIENTO URBANO;299999,99;1000000,00;;;;;1299999,99;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000297;CUBRICIÓN DEL VIARIO M-30 EN EL PUENTE DE VENTAS;2024;2026;;204 (50%) - 215 (50%);SALAMANCA - CIUDAD LINEAL;;;;;40.428602043456145;-3.6603723818581453;07;INFRAESTRUCTURAS;;1850000,00;30000000,00;33150000,00;;;65000000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000298;COMPLEJO MANZANA DE AZCA.  RECUPERACIÓN DE ESPACIOS;2024;2027;;206;TETUÁN;;;;;40.44950854965299;-3.6931388999977415;08;MANTENIMIENTO URBANO;;150000,00;8000000,00;18000000,00;34350000,00;;60500000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000301;ESPACIOS LIBRES EN EL ENTORNO DE LA CIUDAD DEPORTIVA DE SAN BLAS. REMODELACIÓN DE LA URBANIZACIÓN;2024;2025;;220;SAN BLAS-CANILLEJAS;;;;;40.445647;-3.604079;06;URBANISMO;;2000000,00;6670000,00;;;;8670000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000307;SOTERRAMIENTO PASEO DE LA CASTELLANA, TRAMO COMPLEJO HOSPITALARIO LA PAZ - CALLE DE SINESIO DELGADO;2024;2027;;205 (50%) - 208 (50%);CHAMARTÍN - FUENCARRAL-EL PARDO;;;;;40.48012630664744;-3.6856615217992372;07;INFRAESTRUCTURAS;;2300000,00;15000000,00;42700000,00;70000000,00;;130000000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000316;PASEO DE LA DIRECCIÓN, DISTRITO TETUAN. OBRAS DE URBANIZACIÓN;2024;2024;;206;TETUÁN;PASEO DE LA DIRECCIÓN, 161;PASEO;DE LA DIRECCIÓN;161;40.464472;-3.705556;08;MANTENIMIENTO URBANO;;2900000,00;;;;;2900000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000375;ANTIGUO MERCADO DE LEGAZPI. ACONDICIONAMIENTO PARA EQUIPAMIENTOS PÚBLICOS Y OFICINAS ADMINISTRATIVAS;2024;2024;;202;ARGANZUELA;PLAZA DE LEGAZPI, 7;PLAZA;DE LEGAZPI;7;40.39034134309781;-3.6955112337360045;00;INVERSIONES DE CARÁCTER GENERAL;;1500000,00;;;;;1500000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000376;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. ACONDICIONAMIENTO;2024;2024;;213;PUENTE DE VALLECAS;CALLE RONDA DEL SUR, 4;CALLE;RONDA DEL SUR;4;40.37916825846266;-3.674525957029483;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1700000,00;;;;;1700000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000377;CENTRO PARA FAMILIAS VULNERABLES EN EL PALACIO DUQUESA DE SUECA. OBRAS DE ACONDICIONAMIENTO;2024;2026;;201;CENTRO;CALLE DEL DUQUE DE ALBA, 2;CALLE;DEL DUQUE DE ALBA;2;40.41242415193490;-3.7056862723443587;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;1000000,00;3800000,00;900000,00;;;5700000,00;EN PROCESO;"Se ejecuta junto con el proyecto 2022/001580:""CENTRO DE MAYORES PALACIO DUQUESA DE SUECA""";;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000378;CENTRO DEPORTIVO MUNICIPAL VICENTE DEL BOSQUE. REFORMA INTEGRAL ;2024;2026;;208;FUENCARRAL-EL PARDO;AV.DE MONFORTE DE LEMOS, 12;AVENIDA;DE MONFORTE DE LEMOS;12;40.4789135943213;-3.693540659747283;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1740000,00;6660000,00;5600000,00;;;14000000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000379;CENTRO DEPORTIVO FRANCOS RODRIGUEZ. SUBSANACIÓN PATOLOGÍAS, ADECUACIÓN ACCESO Y CERRAMIENTO;2024;2024;;209;MONCLOA-ARAVACA;CALLE DE NUMANCIA, 11;CALLE;DE NUMANCIA;11;40.45425270828716;-3.713061041622512;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;2500000,00;;;;;2500000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000380;CENTRO DEPORTIVO PEÑUELAS. REFORMA VASO PISCINA;2024;2024;;202;ARGANZUELA;CALLE DE ARGANDA, 25;CALLE;DE ARGANDA;25;40.39865532340664;-3.704959759845779;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;2120000,00;;;;;2120000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000381;CENTRO DEPORTIVO LUIS ARAGONÉS. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA;2024;2024;;216;HORTALEZA;CALLE DE EL PROVENCIO, 20;CALLE;DE EL PROVENCIO;20;40.464650948053816;-3.6275877145025817;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;2000000,00;;;;;2000000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000382;CENTRO DEPORTIVO SAN JUAN BAUTISTA. SUBSANACIÓN PATOLOGÍAS DE VESTUARIOS, GRADA Y CAMPO DE FÚTBOL;2024;2025;;215;CIUDAD LINEAL;CALLES RAMÍREZ DE ARELLANO, 30 Y TREVIANA 1 B;CALLE;DE TREVIANA;1 B;40.44864976316054;-3.6585711797466836;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1080000,00;1000000,00;;;;2080000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000383;CENTRO DEPORTIVO MOSCARDÓ. REFORMA VASO DE PISCINA;2024;2024;;212;USERA;CALLE DE ANDRÉS ARTEAGA, 5;CALLE;DE ANDRÉS ARTEAGA;5;40.38850290426967;-3.706303079808029;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1620000,00;;;;;1620000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000384;CENTRO DEPORTIVO ORCASUR. OBRAS DE REFORMA EN LA PISCINA CUBIERTA;2024;2024;;212;USERA;CALLE DE MOREJA, 11;CALLE;DE MOREJA;11;40.37021993373859;-3.6994689006077444;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1100000,00;;;;;1100000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000385;CENTRO DEPORTIVO EL ESPINILLO. SUBSANACIÓN PATOLOGÍAS EN VASO DE PISCINA;2024;2024;;217;VILLAVERDE;CARRETERA DE VILLAVERDE A VALLECAS, 19;CARRETERA;DE VILLAVERDE A VALLECAS;19;40.35634193991933;-3.686595141820635;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1420000,00;;;;;1420000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000386;CENTRO DEPORTIVO ANGEL NIETO. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA;2024;2026;;213;PUENTE DE VALLECAS;CALLE DEL PAYASO FOFÓ, 22;CALLE;DEL PAYASO FOFÓ;22;40.39165329987117;-3.659737756973531;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1150000,00;3300000,00;700000,00;;;5150000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000387;LOCAL CALLE POVEDILLA, 4. OBRAS DE REFORMA;2024;2024;;204;SALAMANCA;CALLE DE LA POVEDILLA, 4;CALLE;DE LA POVEDILLA;4;40.424236393438974;-3.670464456991102;00;INVERSIONES DE CARÁCTER GENERAL;;1400000,00;;;;;1400000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004001;CASCO ANTIGUO CARABANCHEL BAJO. REMODELACIÓN INTEGRAL Y MEJORA DE LA ACCESIBILIDAD (ID 19: 15755);2024;2025;;211;CARABANCHEL;PLAZA DE CARABCHEL;PLAZA;DE CARABANCHEL;;40.380583;-3.741028;08;MANTENIMIENTO URBANO;;1000000,00;900000,00;;;;1900000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004002;PLAZA EN LA CALLE SAN POL DE MAR. ACTUACIONES DE RECUPERACIÓN (ID 21: 18511);2024;2025;;209;MONCLOA-ARAVACA;CALLE DE SAN POL DE MAR, 6;CALLE;DE SAN POL DE MAR;6;40.423778;-3.727389;08;MANTENIMIENTO URBANO;;400000,00;600000,00;;;;1000000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004005;ENTORNO DEL MERCADO NUEVA NUMANCIA. REURBANIZACIÓN Y ORDENACIÓN DEL ESPACIO PÚBLICO (ID 21: 18869);2024;2025;;213;PUENTE DE VALLECAS;;;;;40.39370459675269;-3.65794511309635;06;URBANISMO;;800000,00;800000,00;;;;1600000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2016;2024;;201;CENTRO;CALLE COSTANILLA DE LOS DESAMPARADOS, 15;CALLE;COSTANILLA DE LOS DESAMPARADOS;15;40.411993428490256;-3.6960142431122205;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;20766212,90;9577397,00;;;;;30343609,90;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA-CENTRO CULTURAL DE VILLAVERDE. CONSTRUCCIÓN;2017;2025;;217;VILLAVERDE;CALLE CALCIO, 1;CALLE;CALCIO;1;40.3512974;-3.6816647;10;CULTURA;3847811,11;3136203,00;1932011,00;;;;8916025,11;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000092;BIBLIOTECA-CENTRO CULTURAL VILLA DE VALLECAS. CONSTRUCCION;2019;2025;;218;VILLA DE VALLECAS;AVDA. DE LA GAVIA, 55;AVENIDA;DE LA GAVIA;55;40.36707456785566;-3.6164204452259043;10;CULTURA;398022,47;5292785,00;1663747,00;;;;7354554,47;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;2020;2024;;208;FUENCARRAL-EL PARDO;AVENIDA MONTESCORIAL C/V AVENIDA METRO SILOS, 57;AVENIDA;MONTESCORIAL C/V AVENIDA MONASTERIO SILOS, 57;;40.5055069;-3.6980938;10;CULTURA;1373493,18;4137762,00;;;;;5511255,18;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;2020;2024;;208;FUENCARRAL-EL PARDO;PASEO DE LA TIERRA DE MELIDE, 11;PASEO;DE LA TIERRA DE MELIDE;11;40.505526438717105;-3.662130317447807;10;CULTURA;264009,66;2246519,00;;;;;2510528,66;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;2020;2025;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 51;AVENIDA;CARABANCHEL ALTO;51;40.3616093;-3.7560156;10;CULTURA;996911,45;5487317,00;611636,00;;;;7095864,45;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;2021;2024;;205;CHAMARTÍN;CALLE PASTORA IMPERIO, 4;CALLE;PASTORA IMPERIO;4;40.4829999;-3.6774787;10;CULTURA;4416178,04;266438,00;;;;;4682616,04;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;2021;2024;;218;VILLA DE VALLECAS;EL REAL DE SAN VICENTE, 61;CALLE;EL REAL DE SAN VICENTE;61;40.36931148352711;-3.633227554724137;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;4051894,40;955423,00;;;;;5007317,40;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;2021;2024;;206;TETUÁN;PASEO DE LA DIRECCIÓN C/V CALLEALBERDI;PASEO DE;LA DIRECCIÓN C/V CALLEALBERDI;;40.465910;-3.708061;05;EDUCACIÓN;1206987,19;1253328,00;;;;;2460315,19;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2021;2024;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;40.37410474;-3.65135769;07;INFRAESTRUCTURAS;601074,91;2105000,00;;;;;2706074,91;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;2021;2025;;216;HORTALEZA;AVENIDA MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;AVENIDA;MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;;40.4923517;-3.6105398;10;CULTURA;640085,41;5799686,00;3374380,89;;;;9814152,30;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;2021;2025;;218;VILLA DE VALLECAS;AVENIDA ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;AVENIDA;ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;;40.36130898199516;-3.5938878779498156;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;149987,68;3749802,00;5067568,39;;;;8967358,07;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;2021;2024;;202;ARGANZUELA;PLAZA DE LEGAZPI;PLAZA;LEGAZPI;;40.391065;-3.6976967;00;INVERSIONES DE CARÁCTER GENERAL;14064594,55;9180000,00;;;;;23244594,55;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;2021;2025;;203;RETIRO;CALLE TÉLLEZ, 2;CALLE;TÉLLEZ;2;40.4042354;-3.6858061;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;140110,80;1188544,00;1513025,58;;;;2841680,38;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000442;EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA;2021;2024;;203;RETIRO;C/DOCTOR ESQUERDO, 138;CALLE;DOCTOR ESQUERDO;138;40.405725834574056 ;-3.6713416587184358;00;INVERSIONES DE CARÁCTER GENERAL;5851187,17;3500000,00;;;;;9351187,17;EN PROCESO;;;06/02/2024;;;;
